PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Wei-Haas, ML; Chin, YP; Hageman, KJ				Wei-Haas, Maya L.; Chin, Yu-Ping; Hageman, Kimberly J.			Partitioning of polybrominated diphenyl ethers to dissolved organic matter	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY					244th National Fall Meeting of the American-Chemical-Society (ACS)	AUG 19-23, 2012	Philadelphia, PA	Amer Chem Soc, Div Hist Chem, Amer Chem Soc																					0065-7727					AUG 19	2012	244					32-ENVR										WOS:000324621804260		
J	Hoikkala, L; Lahtinen, T; Perttila, M; Lignell, R				Hoikkala, Laura; Lahtinen, Titta; Perttila, Matti; Lignell, Risto			Seasonal dynamics of dissolved organic matter on a coastal salinity gradient in the northern Baltic Sea	CONTINENTAL SHELF RESEARCH												During the phytoplankton growth season, the vertical distributions of dissolved organic carbon (DOC), nitrogen (DON) and phosphorus (DOP) were followed biweekly along with key physical, chemical and biological variables on a shore-to-open-sea salinity gradient in the Gulf of Finland. Moreover, bioavailable shares of DOC and DON were evaluated with natural bacterial surface and deepwater samples. Dissolved organic matter (DOM) accumulated in the surface layer throughout the productive season, and the accumulated DOM was N-rich (molar C:N ratio of 10) compared to the bulk DOM pool (C:N 20-29). Redundancy analysis showed a negative correlation between phytoplankton and DOM concentrations, suggesting that most DOM release occurred during declining phases of spring and late summer algal blooms. During the spring bloom, bioavailable shares of DOM were small, whereas during and after the late summer bloom of filamentous cyanobacteria, 3-9% and 10-20% of the respective total DOC and DON pools were degraded by bacteria within 2 weeks. Vertical mixing over the thermocline was estimated by constructing a steady state budget for water and salt mass flows between key GoF basin compartments (inflows equal outflows). The flow estimates suggested that the net changes in surface DOC and DON pools underestimated the respective total accumulations by ca 40% and 20%, respectively, over the 4-mo thermal stratification period. Thus, integral export of surface DOC and DON after autumn overturn amounted to ca 710 mmol C m(-2) and 40 mmol N m(-2), corresponding respectively to ca 12-25% and 11% of reported annual particulate organic carbon and nitrogen sedimentation in our study area. (c) 2012 Elsevier Ltd. All rights reserved.																	0278-4343					AUG 15	2012	45						1	14		10.1016/j.csr.2012.04.008						WOS:000308899500001		
J	Kutser, T				Kutser, Tiit			The possibility of using the Landsat image archive for monitoring long time trends in coloured dissolved organic matter concentration in lake waters	REMOTE SENSING OF ENVIRONMENT												Recent studies indicate that lakes are regulators of carbon cycling and climate. Therefore, it is important to know how the lake carbon content has changed over the last decades. In situ long time data series about the amount of dissolved organic carbon (DOC) in lakes are rare. The only potential way to study retrospectively the changes in lake carbon over the last decades is by means of remote sensing data provided there are sensors that can provide data about coloured dissolved organic matter (CDOM) in lakes over long periods. Landsat data archive contains images from 1984 to nowadays and covers the whole Earth. Although the sensors were not designed for remote sensing of aquatic environments it is still tempting to utilise the long data series. Landsat 4, Landsat 5 and Landsat 7 imagery available in free Landsat image archive was compared with time series of CDOM in situ data from 19 sampling stations available in the Swedish University of Natural Sciences lake monitoring database. There was no correlation between the image and in situ data when all the above mentioned data were used. Low radiometric resolution of the sensor, small size of many lakes (= large adjacency effects) and high concentration of CDOM (negligible water leaving radiation) could be the reasons. The results were more promising (R-2 = 0.62) when Lake Malaren stations were analysed separately. The lake is sufficiently large and with variable, but not extremely high. CDOM content. The Lake Malaren in situ data showed very different trends in CDOM concentrations in different basins of the lake over the last 45 years. Although the correlation between the image and in situ data was a bit low for accurate daily estimation of CDOM concentrations from Landsat data it could allow detecting general trends in lake CDOM content. Unfortunately, there is currently a gap in Landsat archive (for our study sites) between 1988 and 1998 which makes calculations of long time trends unreasonable for the time being. (C) 2012 Elsevier Inc. All rights reserved.				Kutser, Tiit/H-1304-2015; 	Kutser, Tiit/0000-0001-9679-1422												0034-4257	1879-0704				AUG	2012	123						334	338		10.1016/j.rse.2012.04.004						WOS:000309496000029		
J	Kiikkila, O; Kitunen, V; Spetz, P; Smolander, A				Kiikkila, O.; Kitunen, V.; Spetz, P.; Smolander, A.			Characterization of dissolved organic matter in decomposing Norway spruce and silver birch litter	EUROPEAN JOURNAL OF SOIL SCIENCE												Dissolved organic matter (DOM) plays an important role in transport, storage and cycling of carbon (C) and nitrogen (N) in forest soils where litter is one of the main sources. The aim was to study the amount and characteristics of DOM leached from freshly fallen litters of silver birch (Betula pendula Roth.), Norway spruce (Picea abies (L.) Karst.) and their mixture during decomposition. DOM was collected after irrigation on eight occasions during 252 days incubation in the laboratory at about 18 degrees C, including one freeze-thaw cycle. During the incubation about 3335% of C from birch and spruce litter and 40% of C from their mixture was lost. The total cumulative flux of dissolved organic carbon (DOC) from the mixture of litters was approximately 40% larger than that from single litters. The flux of DOC, DON, phenolic compounds and proteins followed a two-stage pattern during decomposition. In the first stage the initially large fluxes decreased gradually. In the second stage, after freezing and thawing, the fluxes tended to increase again. Mixing birch and spruce litters and a freeze-thaw cycle seems to increase the decomposition of litter and result in the increased flux of DOC, DON and phenolic compounds. The flux of hemicelluloses and the degradability of DOM were large at the first leaching occasion and decreased during the incubation. Birch had a 40% larger total flux of easily degradable DOM than spruce, supporting the previous consistent signs of greater microbial biomass and activities related to C and N cycling in soil under birch than under spruce. It is known that recalcitrant DOM might be stabilized whereas labile DOM may promote microbial activity and nutrient cycling. We conclude that the storage and cycling of C and N is affected by both tree species and degradation stage of litter in forest soils.																	1351-0754					AUG	2012	63	4					476	486		10.1111/j.1365-2389.2012.01457.x						WOS:000307728800004		
J	Haverstock, S; Sizmur, T; Murimboh, J; O'Driscoll, NJ				Haverstock, Sarah; Sizmur, Tom; Murimboh, John; O'Driscoll, Nelson J.			Modeling the photo-oxidation of dissolved organic matter by ultraviolet radiation in freshwater lakes: Implications for mercury bioavailability	CHEMOSPHERE												Uncertainties in projected ultraviolet (UV) radiation may lead to future increases in UV irradiation of freshwater lakes. Because dissolved organic carbon (DOC) is the main binding phase for mercury (Hg) in freshwater lakes, an increase in DOC photo-oxidation may affect Hg speciation and bioavailability. We quantified the effect of DOC concentration on the rate of abiotic DOC photo-oxidation for five lakes (DOC = 3.27-12.3 mg L-1) in Kejimkujik National Park, Canada. Samples were irradiated with UV-A or UV-B radiation over a 72-h period. UV-B radiation was found to be 2.36 times more efficient at photo-oxidizing DOC than UV-A, with energy-normalized rates of dissolved inorganic carbon (DIC) production ranging from 3.8 x 10(-5) to 1.1 x 10(-4) mg L-1 J(-1) for UV-A, and from 6.0 x 10(-5) to 3.1 x 10(-4) mg L-1 J(-1) for UV-B. Energy normalized rates of DIC production were positively correlated with DOC concentrations. Diffuse integrated attenuation coefficients were quantified in situ (UV-A K-d = 0.056-0.180 J cm(-1); UV-B K-d = 0.015-0.165 J cm(-1)) and a quantitative depth-integrated model for yearly DIC photo-production in each lake was developed. The model predicts that, UV-A produces between 3.2 and 100 times more DIC (1521-2851 mg m(-2) year(-1)) than UV-B radiation (29.17-746.7 mg M-2 year(-1)). Future increases in UV radiation may increase DIC production and increase Hg bioavailability in low DOC lakes to a greater extent than in high DOC lakes. (C) 2012 Elsevier Ltd. All rights reserved.					Sizmur, Tom/0000-0001-9835-7195; O'Driscoll, Nelson/0000-0002-8598-8251												0045-6535					AUG	2012	88	10					1220	1226		10.1016/j.chemosphere.2012.03.073						WOS:000307143800012	22521995	
J	Luengen, AC; Fisher, NS; Bergamaschi, BA				Luengen, Allison C.; Fisher, Nicholas S.; Bergamaschi, Brian A.			Dissolved organic matter reduces algal accumulation of methylmercury	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY												Dissolved organic matter (DOM) significantly decreased accumulation of methylmercury (MeHg) by the diatom Cyclotella meneghiniana in laboratory experiments. Live diatom cells accumulated two to four times more MeHg than dead cells, indicating that accumulation may be partially an energy-requiring process. Methylmercury enrichment in diatoms relative to ambient water was measured by a volume concentration factor (VCF). Without added DOM, the maximum VCF was 32?x?104, and the average VCF (from 10 to 72 h) over all experiments was 12.6?x?104. At very low (1.5 mg/L) added DOM, VCFs dropped by approximately half. At very high (20 mg/L) added DOM, VCFs dropped 10-fold. Presumably, MeHg was bound to a variety of reduced sulfur sites on the DOM, making it unavailable for uptake. Diatoms accumulated significantly more MeHg when exposed to transphilic DOM extracts than hydrophobic ones. However, algal lysate, a labile type of DOM created by resuspending a marine diatom in freshwater, behaved similarly to a refractory DOM isolate from San Francisco Bay. Addition of 67?mu M L-cysteine resulted in the largest drop in VCFs, to 0.28?x?104. Although the DOM composition influenced the availability of MeHg to some extent, total DOM concentration was the most important factor in determining algal bioaccumulation of MeHg. Environ. Toxicol. Chem. 2012; 31: 17121719. (c) 2012 SETAC					Luengen, Allison/0000-0002-6896-3650												0730-7268					AUG	2012	31	8					1712	1719		10.1002/etc.1885						WOS:000306476100005	22605491	
J	Tfaily, MM; Hodgkins, S; Podgorski, DC; Chanton, JP; Cooper, WT				Tfaily, Malak M.; Hodgkins, Suzanne; Podgorski, David C.; Chanton, Jeffrey P.; Cooper, William T.			Comparison of dialysis and solid-phase extraction for isolation and concentration of dissolved organic matter prior to Fourier transform ion cyclotron resonance mass spectrometry	ANALYTICAL AND BIOANALYTICAL CHEMISTRY												We compare two methods, solid-phase extraction (SPE) and dialysis, commonly used for extraction and concentration of dissolved organic matter (DOM) prior to molecular characterization by electrospray ionization (ESI) and ultrahigh-resolution Fourier transform ion cyclotron resonance mass spectrometry. Spectra of DOM samples from Minnesota and Sweden peatlands that were extracted with styrene divinyl benzene polymer SPE sorbents included ions with formulas that had higher oxygen to carbon (O/C) ratios than spectra of DOM from the same samples after de-salting by dialysis. The SPE method was not very effective in extracting several major classes of DOM compounds that had high ESI efficiencies, including carboxylic acids and organo-sulfur compounds, and that out-competed other less-functionalized compounds (e.g., carbohydrates) for charge in the ESI source. The large abundance of carboxylic acids in the dialysisextracted DOM, likely the result of in situ microbial production, makes it difficult to see other (mainly hydrophilic) compounds with high O/C ratios. Our results indicate that, while dialysis is generally preferable for the isolation of DOM, for samples with high microbial inputs, the use of both isolation methods is recommended for a more accurate molecular representation.																	1618-2642					AUG	2012	404	2					447	457		10.1007/s00216-012-6120-6						WOS:000306330000018	22699231	
J	Wei, LL; Wang, K; Zhao, QL; Xie, CM				Wei, Liangliang; Wang, Kun; Zhao, Qingliang; Xie, Chunmei			Characterization and transformation of dissolved organic matter in a full-scale wastewater treatment plant in Harbin, China	DESALINATION AND WATER TREATMENT												The removal and transformation of dissolved organic matter (DOM) in different units of a full-scale A/O wastewater treatment plant (Harbin, China) were investigated both in summer and winter. DOM in the raw wastewater (RW) and the effluents of the grit chamber, primary sedimentation tank, anaerobic tank, oxidation tank (OT), and secondary sedimentation tank (SST) were fractionated and characterized. Hydrophilic fraction (HPI) was the predominant component in RW, followed by acidic fractions. The results also showed that 89.7% of the bulk dissolved organic carbon (DOC), 52.5% of UV-254, as well as 86.4% of trihalomethanes (THMs) precursors were removed by wastewater treatment plants in summer, while the removal efficiency of DOC and THMs formation potential decreased in winter. A/O facilities were more effective in removing HPI related organics than other units, particularly in summer. Structural changes of organic fractions in different units were also characterized via spectrum analysis. All of the findings were beneficial to optimization of the operation of wastewater treatment plant and reclamation of the secondary effluent.																	1944-3994					AUG	2012	46	1-3					295	303		10.1080/19443994.2012.677557						WOS:000304590700033		
J	Wu, JZ; Sun, HW; Wang, CP; Li, YH				Wu Ji-zhou; Sun Hong-wen; Wang Cui-ping; Li Yong-hong			Binding of Pyrene to Different Molecular Weight Fractions of Dissolved Organic Matter: Effects of Chemical Composition and Steric Conformation	CHEMICAL RESEARCH IN CHINESE UNIVERSITIES												The binding constant(K-DOM) of pyrene onto different molecular weight(M-w) fractions of a dissolved organic matter(DOM) extract from an estuarine sediment was measured via a fluorescence quenching method, and the possible binding mechanisms were discussed. The influence of water chemical parameters on pyrene binding was studied to elucidate the effects of DOM steric conformation. DOM fraction with larger M-w(>14000) showed a greater K-DOM(2.02x10(5)) than that with smaller M-w did, and the K(DOM)s were 1.16x10(5) and 1.13x10(5) for the fractions with M-w. of 1000-14000 and <1000, respectively. The K(DOM)s of different M-w DOM fractions were correlated positively with the atomic ratio of C/H and absorbance at 280 nm; while a negative correlation existed between K-DOM and (O+C)/N (atomic ratio), and K-DOM and O-containing groups. These correlations indicate the positive influence of aromatic structure and the negative effect of polarity on DOM binding capacity. Infrared spectroscopy revealed that specific interactions existed between pyrene and the DOM fraction with larger M-w besides hydrophobic partition, i.e., NH-pi-interaction in DOM moiety(1000-14000) and pi-pi electron donor acceptor(EDA) forces in DOM moiety (>14000). K-DOM varied in a complex pattern with increasing cation concentration and pH, which could be explained by the change in DOM steric conformation. Formed aggregates favored the lipophilic partition of pyrene. However, the accessibility to some interior binding sites became low when the aggregate was too large, leading to a reduced K-DOM.																	1005-9040	2210-3171				JUL 25	2012	28	4					624	630								WOS:000308279600016		
J	Tai, C; Li, YB; Yin, YG; Cai, Y; Jiang, GB				Tai Chao; Li Yanbin; Yin Yongguang; Cai Yong; Jiang Guibin			Free Radical Photochemistry of Dissolved Organic Matter in Natural Water	PROGRESS IN CHEMISTRY												Dissolved organic matter (DOM) exists widely in the natural water. It is one of the largest active pools of organic carbon on earth and hence plays an important role in the global carbon cycling. As it contains a large number of chromophores, such as benzene ring, carboxyl, hydroxy, carbonyl, etc., it can adsorb sunlight at certain wavelength regions of the spectrum. A variety of reactive free radicals, such as hydroxyl radicals, singlet oxygen, and hydrated electron, could be generated during this process. These reactive free radicals could play an important role in the photo-transformation and photo-degradation of contaminants in the natural water. In different natural water, the generation of reactive free radicals is very different, resulting the mechanism and pathway of photo-transformation of various contaminats in natural water. This paper reviews the DOM-mediated generating pathways of major reactive radicals, including hydroxyl radicals, singlet oxygen, hydrated electron and excited triplet states of the CDOM. Then influences of them on the photo-transformation and photo-degradation of various contaminants, inculding inorganic ion, methylmercury, polyaromatic hydrocarbon, phenols, and pesticides, etc., in the natural water are discussed. The necessary works in the future research are also briefly outlined.				Cai, Yong/K-9868-2015	Cai, Yong/0000-0002-2811-4638												1005-281X					JUL 24	2012	24	7					1388	1397								WOS:000306541600017		
J	Tang, K; Jiao, NZ; Liu, KS; Zhang, Y; Li, SH				Tang, Kai; Jiao, Nianzhi; Liu, Keshao; Zhang, Yao; Li, Shuhui			Distribution and Functions of TonB-Dependent Transporters in Marine Bacteria and Environments: Implications for Dissolved Organic Matter Utilization	PLOS ONE												Background: Bacteria play critical roles in marine nutrient cycles by incorporating and redistributing dissolved organic matter (DOM) and inorganic nutrients in the ocean. TonB-dependent transporter (TBDT) proteins allow Gram-negative bacteria to take up scarce resources from nutrient-limiting environments as well as siderophores, heme, vitamin B12, and recently identified carbohydrates. Thus, the characterization of TBDT distribution and functions is essential to better understand the contribution TBDT to DOM assimilation and its consequences on nutrient cycling in the environment. Methodology/Principal Findings: This study presents the distribution of encoded known and putative TBDT proteins in the genomes of microorganisms and from the Global Ocean Survey data. Using a Lek clustering algorithm and substrate specificities, the TBDT sequences were mainly classified into the following three groups: (1) DOM transporters; (2) Siderophores/Vitamins transporters; and (3) Heme/Hemophores/Iron(heme)-binding protein transporters. Diverse TBDTs were found in the genomes of oligotroph Citromicrobium bathyomarinum JL354 and Citromicrobium sp JLT1363 and were highly expressed in the stationary phase of bacterial growth. The results show that the Gammaproteobacteria and the Cytophaga-Flavobacterium-Bacteroides (CFB) group bacteria accounted for the majority of the TBDT gene pool in marine surface waters. Conclusions/Significance: The results of this study confirm the ecological importance of TBDTs in DOM assimilation for bacteria in marine environments owing to a wide range of substrate utilization potential in the ubiquitous Gammaproteobacteria and CFB group bacteria.																	1932-6203					JUL 19	2012	7	7							e41204	10.1371/journal.pone.0041204						WOS:000306956300067	22829928	
J	Jurgensone, I; Aigars, J				Jurgensone, Iveta; Aigars, Juris			Bioavailability of riverine dissolved organic matter to phytoplankton in the marine coastal waters	ESTUARINE COASTAL AND SHELF SCIENCE												Nutrient inputs from catchments with intensive agriculture are mostly dominated by inorganic nutrients, whereas the contribution of organic nutrients from catchments with natural forests can be considerable but there is a pooere understanding of this nutrient source. Consequently this study investigated spring, summer and autumn phytoplankton community responses to enrichment by riverine dissolved organic matter (DOM). Dissolved organic substances were extracted from the Daugava River, fractionated into three molecular size classes: 1) 5-100 kDa, 2) 100-1000 kDa, and 3) > 1000 kDa, and added to a microcosm with natural assemblages from the Gulf of Riga. During the spring the phytoplankton community was dominated (97%) by diatoms and the species composition did not change over the course of the experiment. Specific species and functional groups of the summer and autumn phytoplankton communities responded positively to these treatments. Small-celled cyanobacteria and Monoraphidium contortum responded to almost all size fractions of DOM for the summer and autumn experiments. Oocystis spp. characteristic for the summer and Chaetoceros wighamii, Cyclotella spp., Thalassiosira baltica for the autumn responded to treatment by two and three size classes of organic substances, respectively, while Merismopedia spp. shifted from one food source to another during the summer experiment. (c) 2012 Elsevier Ltd. All rights reserved.																	0272-7714	1096-0015				JUL 10	2012	107						97	104		10.1016/j.ecss.2012.05.005						WOS:000306633900009		
J	Cuss, CW; Gueguen, C				Cuss, C. W.; Gueguen, C.			Determination of relative molecular weights of fluorescent components in dissolved organic matter using asymmetrical flow field-flow fractionation and parallel factor analysis	ANALYTICA CHIMICA ACTA												Dissolved organic matter in aquatic systems is of variable structure and composition. Asymmetrical flow field-flow fractionation coupled to UV/vis diode array and fluorescence detectors (AF4-DAD-EEM) was used to assess the size and optical properties of dissolved organic matter. The results were analyzed using parallel factor analysis (PARAFAC) and statistical fractogram deconvolution to correlate fluorescing components with molecular weight fractions. This coupling, which is shown for the first time in this work, is a powerful method capable of revealing novel information about the size properties of PARAFAC components. Tyrosine/polyphenol-like fluorescence (peak B) was significantly correlated (p < 0.05) with the smallest size group (relative molecular weight = 310 +/- 10 Da), microbial humic-like and terrestrial visible humic-like fluorescence (peaks M, C, A) with the intermediate size group (1600 +/- 150 Da), and terrestrial fulvic-like and tryptophan/polyphenol-like fluorescence (peaks A and T) with the largest size group (4300 +/- 660 Da). (C) 2012 Elsevier B.V. All rights reserved.																	0003-2670					JUL 6	2012	733						98	102		10.1016/j.aca.2012.05.003						WOS:000305872100014	22704382	
J	Spencer, RGM; Butler, KD; Aiken, GR				Spencer, Robert G. M.; Butler, Kenna D.; Aiken, George R.			Dissolved organic carbon and chromophoric dissolved organic matter properties of rivers in the USA	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES												Dissolved organic carbon (DOC) concentration and chromophoric dissolved organic matter (CDOM) parameters were measured over a range of discharge in 30 U. S. rivers, covering a diverse assortment of fluvial ecosystems in terms of watershed size and landscape drained. Relationships between CDOM absorption at a range of wavelengths (a(254), a(350), a(440)) and DOC in the 30 watersheds were found to correlate strongly and positively for the majority of U. S. rivers. However, four rivers (Colorado, Colombia, Rio Grande and St. Lawrence) exhibited statistically weak relationships between CDOM absorption and DOC. These four rivers are atypical, as they either drain from the Great Lakes or experience significant impoundment of water within their watersheds, and they exhibited values for dissolved organic matter (DOM) parameters indicative of autochthonous or anthropogenic sources or photochemically degraded allochthonous DOM and thus a decoupling between CDOM and DOC. CDOM quality parameters in the 30 rivers were found to be strongly correlated to DOM compositional metrics derived via XAD fractionation, highlighting the potential for examining DOM biochemical quality from CDOM measurements. This study establishes the ability to derive DOC concentration from CDOM absorption for the majority of U. S. rivers, describes characteristics of riverine systems where such an approach is not valid, and emphasizes the possibility of examining DOM composition and thus biogeochemical function via CDOM parameters. Therefore, the usefulness of CDOM measurements, both laboratory-based analyses and in situ instrumentation, for improving spatial and temporal resolution of DOC fluxes and DOM dynamics in future studies is considerable in a range of biogeochemical studies.																	0148-0227					JUL 3	2012	117								G03001	10.1029/2011JG001928						WOS:000306223900002		
J	Shen, Y; Fichot, CG; Benner, R				Shen, Yuan; Fichot, Cedric G.; Benner, Ronald			Floodplain influence on dissolved organic matter composition and export from the Mississippi-Atchafalaya River system to the Gulf of Mexico	LIMNOLOGY AND OCEANOGRAPHY												Comparisons of the concentrations and compositions of dissolved organic matter (DOM) between the lower Mississippi River (MR) and its distributary, the Atchafalaya River (AR), indicated a strong influence of floodplains on DOM in the AR. Concentrations of dissolved organic carbon (DOC), lignin phenols, amino acids, neutral sugars, and chromophoric DOM (CDOM) absorption coefficients were higher in the AR than in the MR. Significantly lower syringyl to vanillyl phenol ratios (S : V) in the AR indicated substantial contributions from gymnosperms (e. g., Taxodium distichum). The lowest S : V values in the AR were measured during maximal litterfall in October-November when yields of lignin phenols were highest. Lower spectral slope coefficients (S275-295) in the AR were indicative of relatively high-molecular-weight CDOM. Yields and compositions of amino acids and neutral sugars indicated DOM in the AR was more bioavailable than in the MR. Nitrogen removal in the floodplain was in part responsible for the significantly lower concentrations of total dissolved nitrogen (TDN) in the AR. Seasonal variability in DOM composition was greater in the AR. About 35% of the DOC and > 44% of the lignin phenols, amino acids, and neutral sugars exported from the Mississippi-Atchafalaya River system was carried by the AR, thereby revealing the important role of the AR in DOM export from the river system. DOC export from rivers was predominantly controlled by water discharge. The long-term (1996-2010) average DOC export from the Mississippi-Atchafalaya River system was 2.70 Tg yr(-1) (MR: 1.75 Tg yr(-1); AR: 0.95 Tg yr(-1)), accounting for 0.8-1.1% of global riverine DOC export.				Benner, Ronald/M-4412-2015; Shen, Yuan/B-8222-2009	Benner, Ronald/0000-0002-1238-2777; Shen, Yuan/0000-0001-6618-4226												0024-3590					JUL	2012	57	4					1149	1160		10.4319/lo.2012.57.4.1149						WOS:000307269300020		
J	Yamada, E; Ohara, S; Uehara, T; Hirota, T; Hatori, N; Fuse, Y; Aoki, S				Yamada, Etsu; Ohara, Shinya; Uehara, Takashi; Hirota, Takaaki; Hatori, Naoko; Fuse, Yasuro; Aoki, Shinichi			Biodegradation of Dissolved Organic Matter (DOM) Released from Phytoplankton in Lake Biwa	ANALYTICAL SCIENCES												The biodegradation study of algal dissolved organic matter (DOM) released from Microcystis aeruginosa, Staurastrum dorsidentiferum and Cryptomonas ovata was carried out. The algal DOM released from Microcystis aeruginosa and Staurastrum dorsidentiferum is relatively stable, while a part of the algal DOM released from Cryptomonas ovata may be easily decomposed. Before biodegradation, two fulvic-like fluorescence peaks (A and B) and a protein-like fluorescence peak (C) and another peak with E-x/E-m values of 320 - 330/390 nm (peak D) were observed in the algal DOM released from three kinds of phytoplankton. The fulvic-like fluorophores may be refractory regardless of the kinds of phytoplankton, while protein-like fluorophores released from Microcystis aeruginosa and Staurastrum dorsidentiferum may be relatively refractory and those from Cryptomonas ovata may be unstable. Peak D in the surface water of Lake Biwa may be attributed to low-molecular-weight substances produced during cultivation and/or biodegradation of several kinds of phytoplankton. The ratios of the fluorescence intensities (RFI/DOC) of peak A to peak B in algal DOM (<1.0) were lower than those in soil Dando FA (1.8). On the other hand, no relationships between peak A and peak C were observed for three kinds of phytoplankton.																	0910-6340					JUL	2012	28	7					675	681								WOS:000307141900008	22790369	
J	Li, TQ; Xu, ZH; Han, X; Yang, XE; Sparks, DL				Li, Tingqiang; Xu, Zhenghao; Han, Xuan; Yang, Xiaoe; Sparks, Donald L.			Characterization of dissolved organic matter in the rhizosphere of hyperaccumulator Sedum alfredii and its effect on the mobility of zinc	CHEMOSPHERE												Pot experiments were performed to investigate the characteristics of dissolved organic matter (DOM) in the rhizosphere soil of hyperaccumulating ecotype (HE) and a non-hyperaccumulating ecotype (NHE) of Sedum alfredii and its effects on the mobility of zinc (Zn). DOM was fractionated using XAD resins into six fractions. The acid fraction was the predominant component of DOM in the rhizosphere of S. alfredii, with hydrophilic acid (HiA), hydrophilic base (HiB), and hydrophilic neutral (HiN) in HE-DOM being 1.6, 1.9, and 1.2 times higher respectively, as compared to NHE-DOM. ATR-FTIR results showed that DOM in the rhizosphere of S. alfredii consisted of a mixture of hydroxylated and carboxylic acids, and HE-DOM exhibited more C=O, O-H, C=C and C-O functional groups than NHE-DOM. Resin equilibration experiment results indicated that DOM from the rhizosphere of both ecotypes of S. alfredii had the ability to form complexes with Zn, whereas the degree of complexation was significantly higher for HE-DOM (60%) than NHE-DOM (42%). The addition of HE-DOM significantly (P < 0.05) increased the solubility of four Zn minerals while NHE-DOM was not as effective at the same concentration. It was concluded that DOM derived from the rhizosphere of hyperaccumulating ecotype of S. alfredii could significantly increase Zn mobility through the formation of soluble DOM-metal complexes, this might be one of the important mechanism by which S. alfredii is involved in activating metal in rhizosphere. (C) 2012 Elsevier Ltd. All rights reserved.																	0045-6535					JUL	2012	88	5					570	576		10.1016/j.chemosphere.2012.03.031						WOS:000305261900006	22475152	
J	Toosi, ER; Doane, TA; Horwath, WR				Toosi, Ehsan R.; Doane, Timothy A.; Horwath, William R.			Abiotic solubilization of soil organic matter, a less-seen aspect of dissolved organic matter production	SOIL BIOLOGY & BIOCHEMISTRY												Dissolved organic matter (DOM) is a small but reactive pool of the soil organic matter (SOM) that contributes to soil dynamics including the intermediary pool spanning labile to resistant SOM fractions. The solubilization of SOM (DOM production) is commonly attributed to both microbially driven and physico-chemically mediated processes, yet the extent to which these processes control DOM production is highly debated. We conducted a series of experiments using C-13-ryegrass residue or its extract (C-13-ryegrass-DOM) separately under sterile and non-sterile conditions to demonstrate the importance of DOM production from microbial and physico-chemical processes. Soils with similar properties but differing in parent material were used to test the influence of mineralogy on DOM production. To test the role of the source of C for DOM production, one set of soils was leached frequently with C-13-ryegrass-DOM and in the other set of soils C-13-ryegrass residue was incorporated at the beginning of the experiment into the soil and soils were leached frequently with 0.01 mol L-1 CaCl2 solution. Leaching events for both treatments occurred at 12-d intervals over a 90-day period. The amount of dissolved organic C and N (DOC and DON) leached from residue-amended soils were consistently more than 3 times higher in sterile than non-sterile soils, decreasing with the time. Despite changes in the concentration of DOC and DON and the production of CO2, the proportion of DOC derived from the C-13-ryegrass residue was largely constant during the experiment (regardless of microbial activity), with the majority (about 70%) of the DOM originating from native SOM. In C-13-residue-DOM treatments, after successive leaching events and regardless of the sterility conditions i) the native SOM consistently supplied at least 10% of the total leached DOM, and ii) the contribution of native SOM to DOM was 2-2.9 times greater in C-13-residue-DOM amended soils than control soils, suggesting the role of desorption and exchange reactions in DOM production in presence of fresh DOM input. The contribution of the native SOM to DOM resulted in higher aromaticity and humification index. Our results suggest that physico-chemical processes (e.g. exchange or dissolution reactions) can primarily control DOM production. However, microbial activity affects SOM solubilization indirectly through DOM turnover. (C) 2012 Elsevier Ltd. All rights reserved.																	0038-0717					JUL	2012	50						12	21		10.1016/j.soilbio.2012.02.033						WOS:000305104400002		
