/* DATA DESCRIPTION:
Citation:	Engel, Anja; Borchard, Corinna; Loginova, Alexandra; Meyer, Judith; Hauss, Helena; Kiko, Rainer (2015): Mesocosm experiment Cape Verde 2012: chromophoric and fluorescent dissolved organic matter, polysaccharidic and proteinaceous gel particles production. doi:10.1594/PANGAEA.847693
Related to:	Engel, Anja; Borchard, Corinna; Loginova, Alexandra; Meyer, Judith; Hauss, Helena; Kiko, Rainer (2015): Effects of varied nitrate and phosphate supply on polysaccharidic and proteinaceous gel particle production during tropical phytoplankton bloom experiments. Biogeosciences, 12(19), 5647-5665, doi:10.5194/bg-12-5647-2015
	Loginova, Alexandra; Borchard, Corinna; Meyer, Judith; Hauss, Helena; Kiko, Rainer; Engel, Anja (2015): Effects of nitrate and phosphate supply on chromophoric and fluorescent dissolved organic matter in the Eastern Tropical North Atlantic: a mesocosm study. Biogeosciences, 12(23), 6897-6914, doi:10.5194/bg-12-6897-2015
Project(s):	Climate - Biogeochemistry Interactions in the Tropical Ocean (SFB754) (URI: http://www.sfb754.de)
Coverage:	LATITUDE: 16.740000 * LONGITUDE: -25.156600
	DATE/TIME START: 2012-10-02T00:00:00 * DATE/TIME END: 2012-10-19T00:00:00
	MINIMUM ELEVATION: -5.0 m * MAXIMUM ELEVATION: -5.0 m
Event(s):	CapeVerde_2012_Mesocosm * LATITUDE: 16.740000 * LONGITUDE: -25.156600 * DATE/TIME START: 2012-10-01T00:00:00 * DATE/TIME END: 2012-10-12T00:00:00 * ELEVATION: -5.0 m * LOCATION: Cape Verde * DEVICE: Mesocosm experiment (Mesocosm) (URI: http://invabio.wdc-mare.org/mesocubi.jpg)
Parameter(s):	Run ID (Run ID) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Sample code/label (Label) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Mesocosm ID
	Day of experiment [day] (DOE) * PI: Engel, Anja (eMail: aengel@geomar.de)
	DATE/TIME (Date/Time) * GEOCODE * PI: Engel, Anja (eMail: aengel@geomar.de)
	Treatment (Treatm) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Coomassie stainable particles, abundance [1/l] (CSP abund) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Coomassie stainable particles [µm**2/l] (CSP) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Coomassie stainable particles, equivalent spherical diameter [µm] (CSP ESD) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Slope (Slope) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Coomassie stainable particles
	Transparent exopolymer particles, abundance [1/l] (TEP abund) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Transparent exopolymer particles [µm**2/l] (TEP) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Transparent exopolymer particles, equivalent spherical diameter [µm] (TEP ESD) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Slope (Slope) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Transparent exopolymer particles
	Carbon, organic, dissolved [µmol/l] (DOC) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Nitrogen, total dissolved [µmol/l] (TDN) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Nitrogen, organic, dissolved [µmol/l] (DON) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Absorption coefficient, 325 nm [1/m] (ac325) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: aCDOM(325)
	Absorption coefficient, 355 nm [1/m] (ac355) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: aCDOM(355)
	Absorption coefficient, 375 nm [1/m] (ac375) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: aCDOM(375)
	Ratio (Ratio) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Ratio of absorption coefficient at 250 nm to absorption coefficient at 365 nm, E2/E3
	Ratio (Ratio) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Ratio of absorption coefficient at 465 nm to absorption coefficient at 665 nm, E4/E6
	Spectral slope of colored dissolved organic matter absorption [1/µm] (SCDOM) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Spectral slope of colored dissolved organic matter between 275 nm and 295 nm
	Spectral slope of colored dissolved organic matter absorption [1/µm] (SCDOM) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Spectral slope of colored dissolved organic matter between 350 nm and 400 nm
	Slope ratio (SR) * PI: Engel, Anja (eMail: aengel@geomar.de)
	Spectral slope of colored dissolved organic matter absorption [1/µm] (SCDOM) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Spectral slope of colored dissolved organic matter between 350 nm and 500 nm
	Fluorescence, dissolved organic matter, component [RU] (FDOM Comp) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Component 1
	Fluorescence, dissolved organic matter, component [RU] (FDOM Comp) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Component 2
	Fluorescence, dissolved organic matter, component [RU] (FDOM Comp) * PI: Engel, Anja (eMail: aengel@geomar.de) * COMMENT: Component3
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	6236 data points
*/
Run ID	Label	DOE [day]	Date/Time	Treatm	CSP abund [1/l]	CSP [µm**2/l]	CSP ESD [µm]	Slope (Coomassie stainable particles)	TEP abund [1/l]	TEP [µm**2/l]	TEP ESD [µm]	Slope (Transparent exopolymer particles)	DOC [µmol/l]	TDN [µmol/l]	DON [µmol/l]	ac325 [1/m]	ac355 [1/m]	ac375 [1/m]	Ratio (Ratio of absorption coefficie...)	Ratio (Ratio of absorption coefficie...)	SCDOM [1/µm] (Spectral slope of colored dis...)	SCDOM [1/µm] (Spectral slope of colored dis...)	SR	SCDOM [1/µm] (Spectral slope of colored dis...)	FDOM Comp [RU] (Component 1)	FDOM Comp [RU] (Component 2)	FDOM Comp [RU] (Component3)
1	3	6	2012-10-07	1200_0075	5830851.24100	36504552.730	2.122664815	-1.539276077	94864488.450	365360324.00	1.766029534	-1.636273746	98.8	8.7	8.700000000	0.364987686	0.212707200	0.130999887	9.520440513	0.553519443	-33.6328	-20.9256	1.607256330	-19.219550000	0.023619921	0.040227588	0.070987489
1	3	7	2012-10-08	1200_0075	4808639.02700	60131570.330	2.485192361	-1.146337395	85599026.210	546428165.20	2.163060634	-1.372323152	141.9	9.6		0.451341727	0.268564665	0.171657709	8.996150632	0.832218181	-31.6353	-18.7166	1.690232187	-19.261848000	0.024761898	0.062557645	0.040178694
1	3	8	2012-10-09	1200_0075	10400324.47000	94205638.680	2.265919999	-1.256296752	139037846.000	549418361.50	2.029819736	-1.556450362	117.3	12.2	12.200000000	0.439341422	0.253415335	0.161048860	9.231830392	0.634502916	-30.9705	-19.9623	1.551448231	-19.736222000	0.025900860	0.063400288	0.017790320
1	4	1	2012-10-02	0635_0110	1512116.33900	16343730.660	2.113911042	-1.101260693	12758511.140	45533873.07	1.602587293	-1.993758827	92.0	7.9	7.900000000	0.149773732	0.074840213	0.032659242	15.646684520	-0.252185481	-43.8189	-35.4730	1.235274384	-23.839985000			
1	4	2	2012-10-03	0635_0110	895239.02460	9308248.974	2.247458951	-1.140291438	12857474.780	46005822.08	1.900702118	-1.808276723	84.5	15.2	9.543030000	0.206726768	0.117499373	0.059380436	11.972679280	0.425138432	-38.0358	-28.1371	1.351800753	-19.573332000	0.010458101	0.029253810	0.033146821
1	4	3	2012-10-04	0635_0110									97.4	12.6	7.069390000	0.171816205	0.094843150	0.047464856	13.713672440	0.162969140	-43.8228	-27.1339	1.615057611	-24.355858000	0.010930219	0.024096503	0.006119858
1	4	4	2012-10-05	0635_0110									114.2	11.3	6.560865200	0.194106942	0.102821894	0.050506955	13.295469300	0.103118278	-41.4014	-30.3015	1.366312590	-21.869416000			
1	4	5	2012-10-06	0635_0110	3700859.92000	41888880.580	2.483335877	-1.106735261	128507701.400	974988768.90	1.901009035	-1.563270660	101.1	7.7	6.327970000	0.256115510	0.147888420	0.084803494	11.476729520	0.321766734	-39.9835	-21.4600	1.863164220	-20.981287000	0.020867422	0.031946975	0.141823663
1	4	6	2012-10-07	0635_0110	6030537.92700	51567963.170	2.204246835	-1.332007677	86043661.900	424873929.60	1.778238497	-1.556296929	98.3	8.3	8.300000000	0.365645422	0.212729001	0.135715860	9.118370031	0.715629906	-32.4434	-19.5428	1.660125130	-19.095099000	0.031707324	0.041348806	0.012024572
1	4	7	2012-10-08	0635_0110	5738857.65000	56086056.700	2.2179642	-1.452210099	62808119.070	789492774.40	2.301763299	-1.240386836	127.4	9.0	8.970798900	0.402320990	0.243977530	0.160032736	9.231470380	0.837870817	-32.5479	-17.8832	1.820034400	-19.284361000	0.020000865	0.051414194	0.015478531
1	4	8	2012-10-09	0635_0110	4241345.21800	67109741.860	2.253831875	-1.719393573	61093476.060	585319141.50	2.118350326	-1.400407218	112.0	9.8	9.800000000	0.424763293	0.245229511	0.157623948	8.782601829	0.807768868	-29.9132	-19.0148	1.573153491	-20.325971000	0.021210365	0.067588718	0.011473534
1	6	1	2012-10-02	1200_0125	1225011.25800	14106867.020	2.062105012	-1.218880998	6978012.499	19575422.12	1.814688594	-1.758321998	95.6	8.6	8.600000000	0.133394823	0.063744124	0.018405531	18.212961520	-0.156933375	-47.1983	-53.0772	0.889237405	-25.920835000			
1	6	2	2012-10-03	1200_0125	1204110.71900	9219650.126	2.039003938	-1.514471973	7076976.142	20047371.13	1.950193511	-1.714996004	84.8	18.9	8.163800000	0.228388506	0.152061641	0.103046692	9.517036453	0.631133152	-39.9323	-12.8522	3.107036901	-24.297054000	0.012938997	0.023192232	0.163337216
1	6	3	2012-10-04	1200_0125									95.4	17.9	7.481000000	0.195458355	0.108032083	0.052647086	13.767615700	0.203364965	-43.9286	-26.1826	1.677781765	-23.505263000	0.010851228	0.025370817	0.076522008
1	6	4	2012-10-05	1200_0125									114.8	15.2	6.253897500	0.187844191	0.096764692	0.045328851	14.896719270	0.107430913	-43.8427	-29.0116	1.511212667	-23.992408000			
1	6	5	2012-10-06	1200_0125	4792184.64000	41089067.060	2.292971297	-1.258611861	96153133.200	660521680.10	1.965839277	-1.534021479	121.9	11.0	7.934059800	0.248141045	0.139621678	0.069128612	10.627598740	-0.024716327	-39.1792	-29.1284	1.345051992	-20.903051000	0.024683159	0.029208695	0.022494295
1	6	6	2012-10-07	1200_0125	5335628.25900	47392408.060	2.27444803	-1.228407602	95415623.710	456281293.30	1.838493554	-1.462995006	113.0	6.9	6.899523925	0.298259238	0.167214075	0.094241665	11.037495950	0.315506548	-36.7815	-22.8735	1.608043953	-20.919998000	0.022398785	0.038161967	0.026175786
1	6	7	2012-10-08	1200_0125	5809551.32800	52274862.030	2.172759223	-1.313804649	72318530.320	724779436.60	2.330465953	-1.249835750	117.7	8.7	8.686933170	0.469668764	0.266967138	0.166950051	8.851120318	0.820095859	-31.3336	-19.2497	1.627747806	-18.301989000	0.022927887	0.049724225	0.063640525
1	6	8	2012-10-09	1200_0125	6766383.36600	109532808.100	2.638203611	-1.110084799	59077971.770	567179632.20	2.050646730	-1.373517170	126.2	10.9	10.900000000	0.467788566	0.260375764	0.162614799	8.677347008	0.771209773	-29.5362	-19.0518	1.550311367	-19.594163000	0.021666589	0.063851159	0.016103543
1	7	1	2012-10-02	1200_0125	1374110.65100	18087241.710	2.170869929	-0.961084086	8736768.540	49273771.78	1.832077180	-1.695158056	92.4	7.3	7.300000000	0.094706153	0.036028777	0.000781895	24.058548010	-0.544103883	-52.0525	-22.5680	0.137260853	-27.570926000			
1	7	2	2012-10-03	1200_0125	1121573.55500	7292255.592	2.012548001	-1.343583251	8835732.183	49745720.79	1.755926826	-1.971107480	84.9	20.5	9.343300000	0.238599421	0.167425945	0.125152550	8.396594304	0.649586164	-36.5258	-10.2982	3.546806014	-26.042244000	0.009620000	0.021516205	0.018282552
1	7	3	2012-10-04	1200_0125									108.1	20.9	10.061804580	0.179032019	0.092599402	0.041164783	15.272392370	-0.014433165	-41.8039	-34.2565	1.220321698	-24.574363000	0.010286623	0.023781627	0.051338136
1	7	4	2012-10-05	1200_0125									136.0	15.5	4.799253900	0.167105703	0.087615020	0.036970110	15.793954480	-0.035615986	-43.2927	-35.9567	1.204025304	-24.992294000			
1	7	5	2012-10-06	1200_0125	5148244.10800	40194614.330	2.262922753	-1.388328492	123909582.600	488777314.20	1.889446283	-1.514290455	98.3	11.1	7.430806000	0.209793650	0.103335835	0.044948130	12.651194540	-0.110503715	-39.5710	-35.4874	1.115069379	-22.800207000	0.017895691	0.031522326	0.078110871
1	7	6	2012-10-07	1200_0125	5157241.48600	65737714.460	2.61908907	-1.052140318	72470292.200	498461492.80	1.903196645	-1.387534188	113.5	9.9	9.900000000	0.338405300	0.187389884	0.108253136	10.928487690	0.406312457	-36.4364	-23.6000	1.543915114	-20.120603000			
1	7	7	2012-10-08	1200_0125	6035862.90500	53468471.890	2.314614999	-1.188574078	90764255.160	676677802.70	2.284244682	-1.338062338	129.2	10.9	9.926160000	0.526593563	0.297912083	0.189515829	8.402317763	0.986013151	-29.6154	-18.9861	1.559844289	-18.379563000	0.026608781	0.060951620	0.033660627
1	7	8	2012-10-09	1200_0125	4798566.16100	61605570.860	2.788036598	-0.812482822	95894871.750	683924075.80	2.073204726	-1.431498020	128.0	11.9	11.900000000	0.575743255	0.322672025	0.203661658	7.887424105	0.998210722	-27.7699	-19.0681	1.456351865	-19.058161000	0.026772927	0.062511199	0.046232973
1	8	1	2012-10-02	1200_0125	1165200.34100	14163174.860	2.098486748	-1.115584952	6913443.173	31621156.65	1.742102965	-1.775252933	92.0	8.9	8.900000000	0.118922673	0.052019003	0.008460656	19.832112420	-0.393741930	-49.3632	-78.6254	0.484006422	-27.226131000			
1	8	2	2012-10-03	1200_0125	832693.48200	9234918.836	2.244856158	-1.253683777	7012406.816	32093105.66	1.975697898	-1.637183921	89.2	21.2	10.313400000	0.171759466	0.102901525	0.061143404	11.717181830	0.344967197	-40.8314	-17.3127	2.358465976	-29.253674000	0.011506909	0.051726118	0.031827147
1	8	3	2012-10-04	1200_0125									102.8	19.0	8.048160060	0.168106462	0.084402714	0.033740818	16.830514340	-0.030868696	-44.8501	-36.1012	1.242342161	-25.156879000	0.012395299	0.029877352	0.020631624
1	8	4	2012-10-05	1200_0125									111.6	17.2	4.005481200	0.173309539	0.088630295	0.037328542	15.638571290	-0.055009514	-43.9637	-33.2599	1.321820309	-25.016231000			
1	8	5	2012-10-06	1200_0125	4799351.41200	35640959.520	2.163826535	-1.558687223	61141400.870	479004520.00	2.027839619	-1.404235115	97.1	12.5	8.005150400	0.220493557	0.118190912	0.060769869	10.616868990	-0.153866742	-38.5825	-30.9276	1.247509079	-20.912701000	0.018993335	0.029879317	0.009298627
1	8	6	2012-10-07	1200_0125	3876584.20400	30573051.410	2.220342625	-1.296696483	84600592.780	406314804.00	1.752716980	-1.570190156	122.8	8.0	7.997795950	0.344836533	0.198599732	0.118784708	10.037753940	0.509251599	-36.0252	-22.3783	1.609823554	-19.478546000	0.026190401	0.058337330	0.013636828
1	8	7	2012-10-08	1200_0125	3510105.45500	44408616.080	2.529828848	-1.039088131	73937323.730	569700045.60	2.221703365	-1.345847920	129.2	10.1	10.071613800	0.469958662	0.271269556	0.169804954	8.615702980	0.738313747	-30.8572	-20.2943	1.520482851	-18.110639000	0.022810008	0.058941637	0.025015949
1	8	8	2012-10-09	1200_0125	6701485.19300	92059257.930	2.572934711	-1.022689395	146359691.100	574896321.90	2.114132522	-1.449547998	139.5	12.2	12.200000000	0.657684232	0.401195286	0.252446392	7.091906444	1.299028211	-26.7707	-19.7179	1.357687177	-17.057231000	0.031528119	0.118987700	0.035538786
1	9	1	2012-10-02	1200_0175	394635.97820	8052656.811	2.13042613	-0.119528297	4802156.975	26491619.72	1.863976604	-1.603844958	93.7	9.2	9.200000000	0.090722314	0.043801809	0.006772245	22.400281380	-0.268198295	-57.7833	-87.9123	0.498346759	-26.644624000			
