PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Wang, H; Wang, SY; Li, HY; Wang, B; Zhou, QS; Zhang, XM; Li, J; Zhang, ZJ				Wang, Hang; Wang, ShunYao; Li, HongYi; Wang, Bei; Zhou, QianSheng; Zhang, XinMing; Li, Jing; Zhang, ZhiJian			Decomposition and humification of dissolved organic matter in swine manure during housefly larvae composting	WASTE MANAGEMENT & RESEARCH												Housefly larvae (Musca domestica) composting has been increasingly adopted as an efficient practice to achieve value-added swine manure bioconversion, but few researches have evaluated the features of compost maturity by examining the biochemical compositions of dissolved organic matter (DOM) in compost. Here, we adopted spectrum fingerprint technologies to explore the related transformation mechanisms of DOM in compost by conducting field investigations in a full-scale housefly larvae composting farm. The 1-week composting with larvae significantly decreased DOM concentrations from 192.9 to 77.1 g kg(-1). The hydrolysis of proteins and lipids were enhanced during composting, as well as a build-up of aromatic substances, while contents of fulvic- and humic-like substances were augmented on Day 5 and Day 6 (ranged from 0.04 to 0.65 and 0.11 to 0.59 for F-max, respectively). Compared with traditional composting without the aid of larvae, the stronger biodegradation of DOM and the subsequent formation of humus in compost, led to a higher level of aromaticity and humification under housefly larvae bioconversion, generating a more stable bio-product for downstream utilisation.																	0734-242X	1096-3669				MAY	2016	34	5					465	473		10.1177/0734242X16636675						WOS:000375837000009	26987735	
J	Bleyen, N; Vasile, M; Marien, A; Bruggeman, C; Valcke, E				Bleyen, N.; Vasile, M.; Marien, A.; Bruggeman, C.; Valcke, E.			Assessing the oxidising effect of NaNO3 and NaNO2 from disposed Eurobitum bituminised radioactive waste on the dissolved organic matter in Boom Clay	APPLIED GEOCHEMISTRY												In Belgium, compatibility studies are performed in view of the final disposal of nitrate-containing bituminised intermediate-level radioactive waste in Boom Clay, which is considered as a potential host formation. Due to the presence of large amounts of nitrate in the waste, a slow release of nitrate (and to a smaller extent also nitrite) into the Boom Clay is expected. Nitrate and/or nitrite reduction by redox-active components of the host rock may cause a geochemical perturbation of the clay and subsequently might affect its barrier function against the migration of radionuclides. This paper therefore addresses the possible oxidation of one of the main redox-active components of the Boom Clay, i.e. dissolved organic matter, by nitrate and nitrite. For this, abiotic and microbially mediated nitrate and nitrite reduction was studied during long-term batch tests (2-2.5 years) in Boom Clay pore water, containing 155 +/- 15 mg C/l present as humic and fulvic acids. Changes in the reducing capacity of the DOM due to oxidation were assessed successfully using two oxidants, namely ferricyanide and ferric citrate. The results of these experiments indicate that an abiotic reaction between DOM and nitrate does not occur or is characterised by very slow kinetics. On the other hand, a slow microbial nitrate reduction to nitrite was observed and the associated oxidation of DOM was confirmed by a decrease in the (partial) reducing capacity of DOM for ferric citrate. In contrast to nitrate, nitrite was shown to oxidise DOM both abiotically and mediated by microbes through (chemo) denitrification, although these reactions also seem to occur only at a rather slow rate. No significant change in the maximally obtainable reducing capacity of DOM (using ferricyanide) was detected during any of the observed reactions, suggesting that the impact of such a slow heterotrophic nitrate reduction is very limited. (C) 2016 Elsevier Ltd. All rights reserved.																	0883-2927					MAY	2016	68						29	38		10.1016/j.apgeochem.2016.03.007						WOS:000375179100004		
J	Nie, ZY; Wu, XD; Huang, HM; Fang, XM; Xu, C; Wu, JY; Liang, XQ; Shi, JY				Nie, Zeyu; Wu, Xiaodong; Huang, Haomin; Fang, Xiaomin; Xu, Chen; Wu, Jianyu; Liang, Xinqiang; Shi, Jiyan			Tracking fluorescent dissolved organic matter in multistage rivers using EEM-PARAFAC analysis: implications of the secondary tributary remediation for watershed management	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH					1st International Conference on Chemical Biological Radiological and Nuclear, Research and Innovation (CBRN-RI)	MAR 16-18, 2015	Antibes Juan les Pins, FRANCE	French Alternat Energies & Atom Energy Commiss, Arnament Procurement Agcy, Army Hlth Serv, Alpes Maritimes Fire & Rescue Serv, Nice Conf Assoc				Profound understanding of behaviors of organic matter from sources to multistage rivers assists watershed management for improving water quality of river networks in rural areas. Ninety-one water samples were collected from the three orders of receiving rivers in a typical combined polluted subcatchment (diffuse agricultural pollutants and domestic sewage) located in China. Then, the fluorescent dissolved organic matter (FDOM) information for these samples was determined by the excitation-emission matrix coupled with parallel factor analysis (EEM-PARAFAC). Consequently, two typical humic-like (C1 and C2) and other two protein-like (C3 and C4) components were separated. Their fluorescence peaks were located at lambda(ex/em) = 255(360)/455, <250(320)/395, 275/335, and <250/305 nm, which resembled the traditional peaks of A + C, A + M, T, and B, respectively. In addition, C1 and C2 accounted for the dominant contributions to FDOM (>60 %). Principal component analysis (PCA) further demonstrated that, except for the autochthonous produced C4, the allochthonous components (C1 and C2) had the same terrestrial origins, but C3 might possess the separate anthropogenic and biological sources. Moreover, the spatial heterogeneity of contamination levels was noticeable in multistage rivers, and the allochthonous FDOM was gradually homogenized along the migration directions. Interestingly, the average content of the first three PARAFAC components in secondary tributaries and source pollutants had significantly higher levels than that in subsequent receiving rivers, thus suggesting that the supervision and remediation for secondary tributaries would play a prominent role in watershed management works.																	0944-1344	1614-7499				MAY	2016	23	9					8756	8769		10.1007/s11356-016-6110-x						WOS:000375412600059	26805924	
J	Su, BS; Qu, Z; He, XS; Song, YH; Jia, LM				Su, Ben-Sheng; Qu, Zhen; He, Xiao-Song; Song, Ying-Hao; Jia, Li-Min			Characterizing the compositional variation of dissolved organic matter over hydrophobicity and polarity using fluorescence spectra combined with principal component analysis and two-dimensional correlation technique	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												Dissolved organic matter (DOM) obtained from three leachates with different landfill ages was fractionated, and its compositional variation based on hydrophobicity and polarity was characterized by synchronous fluorescence spectra combined with principal component analysis (PCA) and two-dimensional correlation technique. The results showed that the bulk DOM and its fractions were comprised of tryosine-, tryptophan-, fulvic-, and humic-like substances. Tyrosine-like matter was dominant in the young leachate DOM and its fractions, while tryptophan-, fulvic-, and humic-like substances were the main components in the intermediate and old leachate DOMs and their fractions. Tryosine-, tryptophan-, fulvic-, and humic-like substances varied concurrently with the hydrophobicity and polarity. However, the change ratio of these substances was different for the three leachates. Tyrosine-like matter, humic-like materials, and fulvic-like substances were the most sensitive to the hydrophobicity and polarity in the young, intermediate, and old leachates, respectively. Such an integrated approach jointly enhances the characterization of the hydrophobicity- and polarity-dependent DOM fractions and provides a promising way to elucidate the environmental behaviors of different DOM species.																	0944-1344	1614-7499				MAY	2016	23	9					9237	9244		10.1007/s11356-016-6173-8						WOS:000375412600101	26841775	
J	Zhang, J; Hua, P; Krebs, P				Zhang, Jin; Hua, Pei; Krebs, Peter			The influences of dissolved organic matter and surfactant on the desorption of Cu and Zn from road-deposited sediment	CHEMOSPHERE												This study showcases the desorption behaviours of copper (Cu) and zinc (Zn) in road-deposited sediment (RDS). Batch tests were conducted to investigate the influences of rainwater, major wastewater constituents of dissolved organic matter (DOM) and surfactant on the metals leaching from RDS. Results show that the rainwater solutions considerably enhanced the total amounts of Cu (319 +/- 46% of the total leaching amount by blank solutions) and Zn (617 +/- 130%) released from RDS compared with blank solutions. DOM enhanced the leaching of Cu from RDS at a neutral pH. By contrast, DOM had an adverse effect on the mobilization of Zn. In the absence of DOM, a higher concentration of sodium dodecyl sulfonate (SDS) slightly increased the release of Cu from RDS than a lower concentration of SDS. However, the existence of SDS suppressed the release of Zn from RDS. (C) 2016 Elsevier Ltd. All rights reserved.					Zhang, Jin/0000-0002-0946-5520												0045-6535	1879-1298				MAY	2016	150						63	70		10.1016/j.chemosphere.2016.02.015						WOS:000372765100009	26891358	
J	Hu, HY; Du, Y; Wu, QY; Zhao, X; Tang, X; Chen, Z				Hu, Hong-Ying; Du, Ye; Wu, Qian-Yuan; Zhao, Xin; Tang, Xin; Chen, Zhuo			Differences in dissolved organic matter between reclaimed water source and drinking water source	SCIENCE OF THE TOTAL ENVIRONMENT												Dissolved organic matter (DOM) significantly affects the quality of reclaimed water and drinking water. Reclaimed water potable reuse is an effective way to augment drinking water source and de facto reuse exists worldwide. Hence, when reclaimed water source (namely secondary effluent) is blended with drinking water source, understanding the difference in DOM between drinking water source (dDOM) and reclaimed water source (rDOM) is essential. In this study, composition, transformation, and potential risk of dDOM from drinking water source and rDOM from secondary effluent were compared. Generally, the DOC concentration of rDOM and dissolved organic nitrogen (DON) content in reclaimed water source were higher but rDOM exhibited a lower aromaticity. Besides, rDOM comprises a higher proportion of hydrophilic fractions and more low-molecular weight compounds, which are difficult to be removed during coagulation. Although dDOM exhibited higher specific disinfection byproducts formation potential (SDBPFP), rDOM formed more total disinfection byproducts (DBPs) during chlorination including halomethanes (THMs) and haloacetic acids (HAAs) due to high DOC concentration. Likewise, in consideration of DOC basis, rDOM contained more absolute assimilable organic carbon (AOC) despite showing a lower specific AOC (normalized AOC per unit of DOC). Besides, rDOM exhibited higher biotoxicity including genotoxicity and endocrine disruption. Therefore, rDOM presents a greater potential risk than dDOM does. Reclaimed water source needs to be treated carefully when it is blended with drinking water source. (C) 2015 Published by Elsevier B.V.																	0048-9697	1879-1026				MAY 1	2016	551						133	142		10.1016/j.scitotenv.2015.12.111						WOS:000372589800017	26874770	
J	Wang, Y; Zhang, MM; Zhang, D; Shen, ZY				Wang, Ying; Zhang, Manman; Zhang, Di; Shen, Zhenyao			The influence of sediment particle size on the properties of adsorbed dissolved organic matter in the Yangtze Estuary and its interactions with As/Sb	MARINE POLLUTION BULLETIN												The characteristics of dissolved organic matter (DOM) extracted from sediments with four particle sizes (<25, 63-25, 200-63 and >200 mu m) in the Yangtze Estuary were compared. The differences in their binding capacities for individual fluorescent components with As/Sb were studied using fluorescence-quenching titrations combined with excitation-emission matrix (EEM) spectra. The results indicated that the particle size influenced the quality and quantity of extracted DOM. With increasing particle size, the extracted DOM content, value of UV280 and acidic functional group content of the DOM decreased. Three protein-like components (C2, C3 and C4) and one humic-like component (C1) were identified using the parallel factor analysis (PARAFAC) model. Wherein, protein-like material dominated in DOM on different particle-size fractions and possessed a stronger complex capacity with As/Sb. A significant positive correlation between the complexation capacity of extracted DOM from samples, as well as with the acidic functional group content, was observed. (C) 2016 Elsevier Ltd. All rights reserved.																	0025-326X	1879-3363				APR 15	2016	105	1					351	358		10.1016/j.marpolbul.2015.10.070						WOS:000375816000054	26965093	
J	Yan, MQ; Ma, J; Ji, GD				Yan, Mingquan; Ma, Jing; Ji, Guodong			Examination of effects of Cu(II) and Cr(III) on Al(III) binding by dissolved organic matter using absorbance spectroscopy	WATER RESEARCH												Effects of Cu(II) and Cr(III) ions on the binding of Al(III) onto Dissolved Organic Matter (DOM) exemplified by Suwannee River Humic Acid (SRHA) at pH 6.0 were quantified in this study using linear and log transformed SRHA absorbance spectra acquired at varying Al3+ concentrations and Cu2+ or Cr3+ levels. The competition between Al3+ and Cu2+/Cr3+ for the binding sites in DOM was ascertained by examining the intensity and shapes of the metal-specific differential spectra of DOM. The results indicated that the binding of Al3+ onto SRHA is little influenced in the cases of in presence of 1.0 and 10.0 mu M background Cr3+ and in presence of 1.0 sM background Cu2+, but it is significantly depressed in presence of 10.0 sM Cu2+. Changes of the spectral slope of the log-transformed absorbance spectra in the 350-400 nm wavelength range (S350-400) were unambiguously correlated with the total amount of DOM-bound metals. The concentrations of Me-DOM complexes were determined using the NICA-Donnan Model. The results demonstrate that differential absorbance measurements provide quantitatively interpretable information concerning the nature and mechanisms of metal-DOM interactions and effects of metal cations competition on these processes. (C) 2016 Elsevier Ltd. All rights reserved.																	0043-1354					APR 15	2016	93						84	90		10.1016/j.watres.2016.02.017						WOS:000372940200010	26900969	
J	Mustafa, G; Wyns, K; Buekenhoudt, A; Meynen, V				Mustafa, Ghulam; Wyns, Kenny; Buekenhoudt, Anita; Meynen, Vera			New insights into the fouling mechanism of dissolved organic matter applying nanofiltration membranes with a variety of surface chemistries	WATER RESEARCH												Nanofiltration (NF) membrane fouling by DOM remains a major and poorly understood issue. To acquire a better insight we studied the fouling of the DOM fractions humic acids (HAs) and fulvic acids (FAs), with and without Ca2+, on native and grafted ceramic NF membranes. Grafting with two methods and three different grafting groups allowed to create a range of membranes with a variety of surface chemistries, and a wide range of surface polarity, much broader than ever used in previous studies. A typical polymer (polyamide) NF membrane was included for comparison. All obtained results reveal that membrane fouling is not determined by membrane hydrophilicity/hydrophobicity as a general and sole criterion, but rather on the whole of the surface chemistry determining the amount and strength of the possible foulant membrane interactions. As a consequence the effect of inorganic ions on the fouling is also dependent on the surface chemistry. Important new insight in the DOM fouling mechanism was acquired, shedding new light on the state-of-the-art knowledge. (C) 2016 Elsevier Ltd. All rights reserved.				meynen, vera/C-6600-2015; Mustafa, Ghulam/L-1311-2016	meynen, vera/0000-0002-9867-6986; Mustafa, Ghulam/0000-0001-7981-1209												0043-1354					APR 15	2016	93						195	204		10.1016/j.watres.2016.02.030						WOS:000372940200022	26905798	
J	Gucker, B; Silva, RRCS; Graeber, D; Monteiro, JAF; Boechat, IG				Guecker, Bjoern; Silva, Ricl R. C. S.; Graeber, Daniel; Monteiro, Jose A. F.; Boechat, Iola G.			Urbanization and agriculture increase exports and differentially alter elemental stoichiometry of dissolved organic matter (DOM) from tropical catchments	SCIENCE OF THE TOTAL ENVIRONMENT												Many tropical biomes are threatened by rapid land-use change, but its catchment-wide biogeochemical effects are poorly understood. The few previous studies on DOM in tropical catchments suggest that deforestation and subsequent land use increase stream water dissolved organic carbon (DOC) concentrations, but consistent effects on DOM elemental stoichiometry have not yet been reported. Here, we studied stream water DOC concentrations, catchment DOC exports, and DOM elemental stoichiometry in 20 tropical catchments at the Corrado-Allan tic rainforest transition, dominated by natural vegetation, pasture, intensive agriculture, and urban land cover. Streams draining pasture could be distinguished from those draining natural catchments by their lower DOC concentrations, with lower DOM C:N and C:P ratios. Catchments with intensive agriculture had higher DOC exports and lower DOM C:P ratios than natural catchments. Finally, with the highest DOC concentrations and exports, as well as the highest. DOM C:P and N:P ratios, bid the lowest C:N ratios among all land-use types, urbanized catchments had the strongest effects on catchment DOM. Thus, urbanization may have alleviated N limitation of heterotrophic DOM decomposition, bud increased P limitation. Land use especially urbanization also affected the seasonality of catchment biogeochemistry. While natural catchments exhibited high DOC exports and concentrations, with high DOM C:P ratios in the rainy season only, urbanized catchments had high values in these variables throughout the year. Our results suggest that urbanization and pastoral land use exerted the strongest impacts on biogeochemistry in the investigated tropical catchments and should thus be important targets for management and mitigation efforts. (C) 2016 Elsevier B.V. All rights reserved.				Gucker, Bjorn/C-4386-2008; Graeber, Daniel/G-3385-2012	Gucker, Bjorn/0000-0002-0884-8650; Graeber, Daniel/0000-0001-8331-9639												0048-9697	1879-1026				APR 15	2016	550						785	792		10.1016/j.scitotenv.2016.01.158						WOS:000371226700078	26849342	
J	Ward, CP; Cory, RM				Ward, Collin P.; Cory, Rose M.			Complete and Partial Photo-oxidation of Dissolved Organic Matter Draining Permafrost Soils	ENVIRONMENTAL SCIENCE & TECHNOLOGY												Photochemical degradation of dissolved organic matter (DOM) to carbon dioxide (CO2) and partially oxidized compounds is an important component of the carbon cycle in the Arctic. Thawing permafrost soils will change the chemical composition of DOM exported to arctic surface waters, but the molecular controls on DOM photodegradation remain poorly understood, making it difficult to predict how inputs of thawing permafrost DOM may alter its photodegradation. To address this knowledge gap, we quantified the susceptibility of DOM draining the shallow organic mat and the deeper permafrost layer of arctic soils to complete and partial photo oxidation and investigated changes in the chemical composition of each DOM source following sunlight exposure. Permafrost and organic mat DOM had similar lability to photomineralization despite substantial differences in initial chemical composition. Concurrent losses Of carboxyl moieties and shifts in chemical composition during photodegradation indicated that photodecarboxylation could account for 40-90% of DOM photomineralized to CO2. Permafrost DOM had a higher susceptibility to partial photo-Oxidation compared to organic mat DOM, potentially due to a lower abundance of phenolic moieties with antioxidant properties. These results suggest that photodegradation will likely continue to be an important control on DOM fate in arctic freshwaters as the climate warms and permafrost soils thaw.																	0013-936X	1520-5851				APR 5	2016	50	7					3545	3553		10.1021/acs.est.5b05354						WOS:000373655800030	26910810	
J	Armanious, A; Munch, M; Kohn, T; Sander, M				Armanious, Antonius; Muench, Melanie; Kohn, Tamar; Sander, Michael			Competitive Coadsorption Dynamics of Viruses and Dissolved Organic Matter to Positively Charged Sorbent Surfaces	ENVIRONMENTAL SCIENCE & TECHNOLOGY												Adsorption onto solid water interfaces is a key process governing the fate and transport of waterborne viruses. Although negatively charged viruses are known to extensively adsorb onto positively charged adsorbent surfaces, virus adsorption in such systems in the presence of negatively charged dissolved organic matter (DOM) as coadsorbate remains poorly studied and understood. This work provides a systematic assessment of the adsorption dynamics of negatively charged viruses (i.e., bacteriophages MS2, fr, GA, and Qj3) and polystyrene nanospheres onto a positively charged model sorbent surface in the presence of varying DOM concentrations. In all systems studied, DOM competitively suppressed the adsorption of the viruses and nanospheres onto the model surface. Electrostatic repulsion of the highly negatively charged MS2, fr, and the nanospheres impaired their adsorption onto DOM adlayers that formed during the toadsmption process. In contrast, the effect of competition on overall adsorption was attenuated for less-negatively charged GA and Q beta because these viruses also adsorbed onto DOM adlayer surfaces. Competition in MS2-DOM coadsorbate systems were accurately described by a random sequential adsorption model that explicitly accounts for the unfolding of adsorbed DOM. Consistent findings for viruses and nanospheres suggest that the coadsorbate effects described herein generally apply to systems containing negatively charged nanoparticles and DOM.				Sander, Michael/J-7509-2012; Armanious, Antonius/J-3117-2014; 	Sander, Michael/0000-0003-3383-2041; Armanious, Antonius/0000-0002-8809-4659; Kohn, Tamar/0000-0003-0395-6561												0013-936X	1520-5851				APR 5	2016	50	7					3597	3606		10.1021/acs.est.5b05726						WOS:000373655800036	26901121	
J	Mayora, G; Devercelli, M; Frau, D				Mayora, Gisela; Devercelli, Melina; Frau, Diego			Spatial variability of chromophoric dissolved organic matter in a large floodplain river: control factors and relations with phytoplankton during a low water period	ECOHYDROLOGY												Chromophoric dissolved organic matter (CDOM) affects ecological processes in freshwater environments. Few studies assessed its spatial variability and relations with phytoplankton in floodplain rivers. Therefore, these topics were examined in a hydrological connectivity gradient in the Middle Parana system. Absorption coefficients at 250 and 365 nm were measured to estimate CDOM concentration and molecular weight (MW), to find their explanatory limnological variables (Redundancy Analysis, RDA), and to assess their contribution to the explanation of phytoplankton structure (Canonical Correspondence Analysis, CCA). Conductivity and turbidity explained CDOM significantly. Increased conductivity from the main channel to floodplain lakes was associated with increased CDOM concentration. The lake indirectly connected to the river showed the highest turbidity associated with high-MW-CDOM, while the isolated lake showed the highest conductivity associated with low-MW-CDOM. Phytoplankton structure was significantly explained by conductivity, turbidity, and high-MW-CDOM (CCA). Environments directly connected to the river (with the lowest conductivity) were associated with diatoms. Phytoflagellates were associated with turbidity and high-MW-CDOM in the lake indirectly connected to the river, whereas Cyanobacteria were associated with conductivity and low-MW-CDOM in the isolated lake. The combined effect of physical factors and CDOM explained the highest fraction of species variation (partial CCA). As a conclusion: (1) CDOM increases as hydrological connectivity with the river decreases; (2) lake sediment resuspension is linked to an increase of high-MW-CDOM; (3) lake isolation from the river corresponds to an increase in low-MW-CDOM; and (4) CDOM explains phytoplankton structure significantly and should be considered as an important variable in studies of microalgal assembly. Copyright (C) 2015 John Wiley & Sons, Ltd.																	1936-0584	1936-0592				APR	2016	9	3					487	497		10.1002/eco.1651						WOS:000374543100009		
J	Xu, BB; Li, JH; Huang, QH; Gong, QW; Li, LH				Xu, Bingbing; Li, Jianhua; Huang, Qinghui; Gong, Qingwan; Li, Linghui			Impacts of land use patterns and typhoon-induced heavy rainfall event on dissolved organic matter properties in the South Tiaoxi River, China	ENVIRONMENTAL EARTH SCIENCES												Stream samples were collected from 16 subcatchments of the South Tiaoxi River, East China, before and after incidence of Typhoon Fitow in October 2013. Dissolved organic carbon (DOC) and dissolved organic nitrogen (DON), spectroscopic indices (i.e., specific ultraviolet absorbance at 254 nm, SUVA254; spectral slope ratio, SR; fluorescence index, FI; humification index, HIX), fluorescence excitation emission matrix spectroscopy in combination with parallel factor analysis (EEMs-PAR-AFAC) were applied to assess how extreme storm altered the amount and composition of dissolved organic matter (DOM). DOM properties between pre- and post-storm were significantly distinguished. The torm promoted increased DOC and DON concentrations respectively by 15 and 76 %. The humic-like fluorescence intensities increased by 10 %, and the fluorescence intensities of tyrosine-like substances increased while these of tryptophan-like substances decreased. Moreover, the DOM quality in streams shifted to higher HIX and SUVA254 but lower SR and FI. In addition, 16 subcatchments were clustered into four groups according to the dominated land use types. Principal component analysis (PCA) revealed that the differences in DOM properties among subcatchments were associated with the dominated land use types during storm. Our findings suggested that elevated DOC and DON concentration were associated with the proportion of residential area and planted forest land (Phyllostachys praecox), respectively. Humic-like materials were related to the proportion of native forest land and cropland, while protein-like components were associated with planted forest land. Extreme storm events will strengthen the linkage between terrestrial and aquatic ecosystems and further alter DOM in both quantity and quality in headwater streams, which is also associated with land use types in the watershed.					Huang, Qinghui/0000-0001-5770-6694												1866-6280	1866-6299				APR	2016	75	8							632	10.1007/s12665-016-5413-z						WOS:000375063400003		
J	Zheng, LC; Song, ZF; Meng, PP; Fang, ZQ				Zheng, Liuchun; Song, Zhaofeng; Meng, Peipei; Fang, Zhanqiang			Seasonal characterization and identification of dissolved organic matter (DOM) in the Pearl River, China	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												Dissolved organic matter (DOM) is considered to be one of active organic carbon components in river water, and its characteristics would affect quality of drinking water if such a river is used for the purpose. DOM in the Pearl River around metropolitan Guangzhou and its six fractions obtained by sequential resins separation and their percentage distribution of total organic carbon (TOC), the UV absorbance at 254 nm (UV254), and the specific ultraviolet absorbance (SUVA(254)) were determined. Meanwhile, fluorescence spectroscopy and Fourier transform infrared (FTIR) spectroscopy were used to examine the biodegradable and structural characteristics of DOM. The results showed that the values of TOC, UV254, and SUVA(254) changed with season. Especially, SUVA(254) was lower than 3 L (mg m)(-1), indicating that the hydrophilic fractions were the major components of the DOM. Furthermore, fluorescence spectroscopy revealed the dominant presence of humic-like, fulvic-like, and protein-like fluorophores. Fluorescence index (FI) in four seasons was associated with allochthonous DOM sources and biological DOM. FTIR spectroscopy suggested the feature of DOM with some specific groups (e.g., carbohydrate C-O, amid Ca center dot O).																	0944-1344	1614-7499				APR	2016	23	8					7462	7469		10.1007/s11356-015-5999-9						WOS:000374994600041	26711291	
J	Huang, HP; Chow, CWK; Jin, B				Huang, Huiping; Chow, Christopher W. K.; Jin, Bo			Characterisation of dissolved organic matter in stormwater using high-performance size exclusion chromatography	JOURNAL OF ENVIRONMENTAL SCIENCES												Understanding the complexity of dissolved organic matter (DOM) in stormwater has drawn a lot of interest, since DOM from stormwater causes not only environmental impacts, but also worsens downstream aquatic quality associated with water supply and treatability. This study introduced and employed high-performance size exclusion chromatography (HPSEC) coupled with an ultraviolet-visible (UV-vis) diode array detector to assess changes in stormwater-associated DOM characteristics. Stormwater DOM was also analysed in relation to storm event characteristics, water quality and spectroscopic analysis. Statistical tools were used to determine the correlations within DOM and water quality measurements. Results showed that dissolved organic carbon (DOC) and UV absorbance at 254 nm (UV254) as conventional DOM parameters were found to be correlated well to the changes in stormwater quality during each of the three storm events studied. Both detector wavelengths (210 and 254 nm) and their ratio (A(210)/A(254)) were found to provide additional information on the physiochemical properties of stormwater-associated DOM. This study indicated that A(210)/A(254) is an important parameter which could be used to estimate the DOM proportions of functional groups and conjugated carbon species. This study provided also an understanding of stormwater quality constituents through assessing variability and sensitivity for various parameters, and the additional information of rainfall characteristics on runoff quality data for a better understanding of parameter correlations and influences. (C) 2015 The Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences. Published by Elsevier B.V.																	1001-0742	1878-7320				APR	2016	42						236	245		10.1016/j.jes.2015.07.003						WOS:000374976500029	27090716	
J	Keith, DJ; Lunetta, RS; Schaeffer, BA				Keith, Darryl J.; Lunetta, Ross S.; Schaeffer, Blake A.			Optical Models for Remote Sensing of Colored Dissolved Organic Matter Absorption and Salinity in New England, Middle Atlantic and Gulf Coast Estuaries USA	REMOTE SENSING												Ocean color algorithms have been successfully developed to estimate chlorophyll a and total suspended solids concentrations in coastal and estuarine waters but few have been created to estimate light absorption due to colored dissolved inorganic matter (CDOM) and salinity from the spectral signatures of these waters. In this study, we used remotely sensed reflectances in the red and blue-green portions of the visible spectrum retrieved from Medium Resolution Imaging Spectrometer (MERIS) and the International Space Station (ISS) Hyperspectral Imager for the Coastal Ocean (HICO) images to create a model to estimate CDOM absorption. CDOM absorption results were then used to develop an algorithm to predict the surface salinities of coastal bays and estuaries in New England, Middle Atlantic, and Gulf of Mexico regions. Algorithm-derived CDOM absorptions and salinities were successfully validated using laboratory measured absorption values over magnitudes of similar to 0.1 to 7.0 m(-1) and field collected CTD data from oligohaline to polyhaline (S less than 5 to 18-30) environments in Narragansett Bay (Rhode Island); the Neuse River Estuary (North Carolina); Pensacola Bay (Florida); Choctawhatchee Bay (Florida); St. Andrews Bay (Florida); St. Joseph Bay (Florida); and inner continental shelf waters of the Gulf of Mexico.																	2072-4292					APR	2016	8	4							283	10.3390/rs8040283						WOS:000375156500016		
J	Rathgeb, A; Causon, T; Krachler, R; Hann, S				Rathgeb, Anna; Causon, Tim; Krachler, Regina; Hann, Stephan			Determination of size-dependent metal distribution in dissolved organic matter by SEC-UV/VIS-ICP-MS with special focus on changes in seawater	ELECTROPHORESIS												Iron is an essential micronutrient for all marine organisms, but it is also a growth limiting factor as the iron concentrations in the open ocean are below 1 nmol/L in sea water iron is almost entirely bound to organic ligands of the dissolved organic matter fraction, which are mostly of unknown structure. The input from rivers was traditionally considered as less important due to estuarine sedimentation processes of the mainly colloidal iron particles. However, recent studies have shown that this removal is not complete and riverine input may represent an important iron source in the open ocean. In this context, iron transport by land-derived natural organic matter (NOM), and dissolved organic matter (DOM) have been identified as carrier mechanisms for riverine iron. The aim of this work is to characterize complexes containing iron and other metals in waters simulating estuarine conditions in order to help understand which role iron-DOM compounds play in the open ocean. A method based on size-exclusion chromatography (SEC) with sequential UV/VIS and ICP-MS detection was developed for investigation of DOM size distribution and for assessment of the size-dependent metal distribution in NOM-rich surface water. Furthermore, sample matrix experiments were also performed revealing a dependence of DOM size distribution upon seawater concentration and different compounds present in seawater. Finally, efforts toward determination of DOM size with standardization with typical SEC standards indicate that only relative comparisons are possible with this approach, and that the sample matrix composition strongly influences obtained results.				Causon, Tim/N-2492-2014; 	Causon, Tim/0000-0003-1373-7493; Hann, Stephan/0000-0001-5045-7293												0173-0835	1522-2683				APR	2016	37	7-8			SI		1063	1071		10.1002/elps.201500538						WOS:000374090800020	26814136	
