PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Stedmon, CA; Markager, S				Stedmon, CA; Markager, S			The optics of chromophoric dissolved organic matter (CDOM) in the Greenland Sea: An algorithm for differentiation between marine and terrestrially derived organic matter	LIMNOLOGY AND OCEANOGRAPHY												The optics of chromophoric dissolved organic matter (CDOM) in the Greenland Sea were investigated and compared to results from earlier studies in the Southeastern North Sea. Absorption at 375 nm (a(375)) in the Greenland Sea varied from 0.77 m(-1) to the detection limit of our instrument (0.05 m(-1)), with the highest values found during summer. The spectral slope coefficient (S) ranged from 8.2 to 26.4 mum(-1) with the highest values occurring during winter. Seasonal variations in the in situ production and degradation of CDOM where shown to be responsible for the trends seen. A negative correlation between S and a(375) was evident in the Greenland Sea and differed noticeably from that found in coastal waters. The differing S-a(375) behavior of CDOM known to be of terrestrial origin allowed the development of an algorithm for the differentiation between marine and terrestrial organic matter. The behavior of marine CDOM was modeled by S 7.4 + 1.1/a(375).				Stedmon, Colin/B-5841-2008; Markager, Stiig/I-7587-2013	Stedmon, Colin/0000-0001-6642-9692; Markager, Stiig/0000-0001-5427-2026												0024-3590					DEC	2001	46	8					2087	2093								WOS:000172466500024		
J	Imai, A; Fukushima, T; Matsushige, K; Kim, YH				Imai, A; Fukushima, T; Matsushige, K; Kim, YH			Fractionation and characterization of dissolved organic matter in a shallow eutrophic lake, its inflowing rivers, and other organic matter sources	WATER RESEARCH												Dissolved organic matter (DOM) in water from eutrophic Lake Kasumigaura, its inflowing rivers, and several other DOM sources in the lake catchment area was fractionated using resin adsorbents into five classes: aquatic humic substances (AHS), hydrophobic neutrals (HoN), hydrophilic acids (HiA), bases (BaS), and hydrophilic neutrals (HiN). The DOM-fraction distribution pattern and the ultraviolet absorbance to dissolved organic carbon ratio (UV/DOC ratio) were found remarkably effective for evaluating the characteristics of DOM in water. DOM-fraction distribution patterns were significantly different depending on the origin of the sample. AHS and HiA were found to be the dominant fractions in DOM in all samples studied. HiA prevailed over AHS in the lake water, whereas AHS were slightly more abundant than HiA in the river waters. AHS were in the great majority in forest streams and plowed-field percolates. HiA abounded in paddy-field outflow, domestic sewage, and sewage-treatment-plant effluent. Only domestic sewage contained a significant amount of HoN. The UV/DOC ratio also varied depending on the origin of the sampled the ratios in total DOM, AHS, and HiA were greater in river waters than in the lake water. The greatest ratio of AHS was found in paddy-field outflow and the lowest in domestic sewage. The UV/DOC ratios in the sewage-treatment-plant effluent were very similar to those in the lake water. (C) 2001 Elsevier Science Ltd. All rights reserved.				fukushima, takehiko/G-6790-2012	fukushima, takehiko/0000-0002-0095-4926												0043-1354					DEC	2001	35	17					4019	4028		10.1016/S0043-1354(01)00139-7						WOS:000171840700002	11791831	
J	Reche, I; Pulido-Villena, E; Conde-Porcuna, JM; Carrillo, P				Reche, I; Pulido-Villena, E; Conde-Porcuna, JM; Carrillo, P			Photoreactivity of dissolved organic matter from high-mountain lakes of Sierra Nevada, Spain	ARCTIC ANTARCTIC AND ALPINE RESEARCH					International Symposium on High-Mountain Lake and Streams: Indicators of a Changing World	SEP 04-08, 2000	INNSBRUCK, AUSTRIA					The effect of many environmental stressors can be mediated by dissolved organic matter (DOM) properties. In this study, DOM from four high mountain lakes (two surrounded by meadows and two located on rocky terrain) was optically characterized and its photoreactivity was experimentally evaluated. To evaluate DOM photoreactivity. photobleaching rates of absorptivity, and fluorescence and their effects on DOM spectral properties were analyzed. Dissolved organic carbon (DOC) concentration ranged from 37 to 69 muM, absorptivity at 320 nm (a(320)) from 0.60 to 3.09 m(-1), and fluorescence from 1.30 to 5.70 QSU. Photobleaching of absorptivity was significant only at 320 nm (a(320)) resulting in half lives that varied from 2.6 to 6.7 d. Photobleaching of a(320) was significantly higher for DOM from takes located on rocky terrain than for DOM from lakes surrounded by meadows. Photobleaching of fluorescence emission at 450 nm (F-450) was significant only for three lakes and their ha-lf lives varied from 4.1 to 6.3 d. No significant difference,; were observed among the lakes studied. The changes over sunlight exposure of spectral slopes (S-UV), ratios of absorptivity at 250 nm to 365 nm (a(250):a(365)) and ratios of' fluorescence emission at 450 nm to 500 nm (F-450:F-500) did not show consistent trends with alternate increases and decreases. Lakes surrounded by meadows showed higher DOC concentrations, higher absorptivities, and lower ci,) photobleaching coefficients, suggesting that these lakes could be less vulnerable to UVR than lakes located on rocky terrain.				Reche, Isabel/K-7120-2014; Conde-Porcuna, Jose/L-9665-2014; Carrillo, Presentacion /I-1601-2015	Reche, Isabel/0000-0003-2908-1724; Conde-Porcuna, Jose/0000-0002-5074-2796; 												1523-0430					NOV	2001	33	4					426	434		10.2307/1552552						WOS:000172713800008		
J	Richardot, M; Debroas, D; Thouvenot, A; Sargos, D; Berthon, JL; Devaux, J				Richardot, M; Debroas, D; Thouvenot, A; Sargos, D; Berthon, JL; Devaux, J			Influence of cladoceran grazing activity on dissolved organic matter, enzymatic hydrolysis and bacterial growth	JOURNAL OF PLANKTON RESEARCH												To assess the influence of grazing by cladocerans on dissolved organic matter (DOM), glycolytic and proteolytic activities and bacterial growth were measured by in situ incubation of lake water from the epilimnion of an oligotrophic reservoir in three different treatments: in absence of zooplankton, and in presence of zooplankton (natural abundance and concentrated four-fold). These experiments were conducted at two periods in the succession of plankton populations (May and June 1998), that differed in the quality of the prey ingested (Eudorina sp. compared to Cryptomonas sp. and Rhodomonas sp.) and their grazing intensity (31.8 +/- 2.2 mug C l(-1) day(-1) compared to 10.2 +/- 0.5 mug C l(-1) day(-1)). A systematic increase in bacterial biomass was measured in the treatments containing the highest zooplankton concentrations. The DOM concentrations produced in situ showed few significant differences between the three treatments, but the assimilation of DOM was higher in the presence of zooplankton than in their absence. These results show that the influence of cladocerans on the DOM was more of a qualitative than a quantitative nature. The protein compounds derived from the grazing activities of metazoans seem to be a major nutrient source for growth for bacteria (r = 0.81, P < 0.05). In this study, the highest hydrolytic activities were recorded in the presence of high concentrations of metazoan zooplankton. However, the processes that regulated these activities differed between the two experimental dates (repression compared to enzyme stimulation). Grazing activities could lead to an increase in phytoplanktonic excretion during the growth phase, and therefore the production of low molecular weight compounds that are easily assimilated by the bacterial plankton.																	0142-7873					NOV	2001	23	11					1249	1261		10.1093/plankt/23.11.1249						WOS:000171946200007		
J	Hartlieb, N; Marschner, B; Klein, W				Hartlieb, N; Marschner, B; Klein, W			Transformation of dissolved organic matter (DOM) and C-14-labelled organic contaminants during composting of municipal biowaste	SCIENCE OF THE TOTAL ENVIRONMENT												Composting of municipal biowaste in the presence of C-14-labelled organic contaminants was studied in an attempt to characterize the mobilization potential of dissolved organic matter (DOM) for hydrophobic contaminants. The properties and transformation of DOM extracted from municipal biowaste compost with 10 mM KCl at six stages during 370 days of composting were investigated. DOM was fractionated into molecular weight fractions by ultrafiltration, and DOM structure was studied using CPMAS C-13-NMR- and UV-spectroscopy. The distribution of C-14-labelled model substances (DEHP, pyrene, simazine) upon molecular weight fractions was investigated by ultrafiltration, and association to DOM was studied performing flocculation experiments. The binding capacity of DOM for the model substances was of secondary influence for the mobilization because the intense biochemical reactions during composting pre-dominated the fate of the substances. Composting favoured the degradation of model substances to polar metabolites and supported their binding to the DOM matrix. DEHP and simazine were mainly found in the low- to medium-molecular DOM fraction and showed a small amount of DOM-associated radioactivity (approx. 10%). Pyrene and its metabolites had high affinities to high-molecular DOM. However, a direct relationship between DOM-quality and enhancement of pyrene solubility was not visible. After 120 days of composting DOM showed the highest binding capacity for hydrophobic contaminants. (C) 2001 Elsevier Science B.V. All rights reserved.																	0048-9697					OCT 20	2001	278	1-3					1	10		10.1016/S0048-9697(01)00902-0						WOS:000171560900001	11669258	
J	Ohlenbusch, G; Frimmel, FH				Ohlenbusch, G; Frimmel, FH			Investigations on the sorption of phenols to dissolved organic matter by a QSAR study	CHEMOSPHERE												The sorption of various phenols to Aldrich-HA and BSA was investigated by solid phase microextraction (SPME). The Aldrich-HA sorption with logK(DOC)-values between 2 and 3 was determined, whereas the sorption to BSA with log K-DOC-values between 2 and 6 was much stronger. To enable an estimation of sorption constants a QSAR model was investigated. The linear free energy relationship (LFER) model showed a good correlation between the sorption constants and the log K-OW-values with correlation coefficients of R = 0.910 and R = 0.878 for Aldrich-HA and BSA, respectively. (C) 2001 Elsevier Science Ltd. All rights reserved.																	0045-6535					OCT	2001	45	3					323	327		10.1016/S0045-6535(00)00588-9						WOS:000171275500012	11592422	
J	Wang, GS; Pai, SY				Wang, GS; Pai, SY			Ozonation of dissolved organic matter in biologically treated wastewater effluents	OZONE-SCIENCE & ENGINEERING												Ozonation was evaluated for control of dissolved organic pollutants in biologically treated wastewater effluents. The non-purgeable dissolved organic carbon (NPDOC) concentration was 7 mg/L in the wastewater effluent, and the aqueous ozone dosage applied in the reactor was between 0.5 - 5 mg/L. Due to the presence of the unsettled activated sludge (similar to8 mg/L of suspended solids), the concentration of the dissolved organic compounds could be increased by more than 120% due to the decomposition of the microorganisms during the ozonation processes. An 80% reduction in NPDOC concentration was obtained in two hours contact time if the water was filtered before ozonation. A rapid removal Of UV254 was observed whether or not the water was filtered before the ozonation. Better oxidation efficiency was obtained when the water samples were adjusted to an acidic condition, and it was observed that the presence of the carbonate/bicarbonate ions inhibited the degradation of the organic compounds. However, the effects from various pH and alkalinity conditions were not pronounced. In addition, ammonia nitrogen was oxidized to nitrate nitrogen during the ozonation processes, causing a large increase in UV absorbance at wavelength lower than 240 nm.				Wang, Gen-Shuh/A-9358-2010; 	WANG, GEN-SHUH/0000-0002-1832-472X												0191-9512					OCT	2001	23	5					351	358		10.1080/01919510108962018						WOS:000171951900003		
J	Jansen, B; Kotte, MC; van Wijk, AJ; Verstraten, JM				Jansen, B; Kotte, MC; van Wijk, AJ; Verstraten, JM			Comparison of diffusive gradients in thin films and equilibrium dialysis for the determination of Al, Fe(III) and Zn complexed with dissolved organic matter	SCIENCE OF THE TOTAL ENVIRONMENT												The distinction between 'free' metals and organically complexed metals in aqueous solutions is important for research involving the mobility or bioavailability of metals in the environment. In this study, the applicability of equilibrium dialysis (molecular weight cut-off = 1000 Da) and diffusive gradients in thin films (DGT) to determine 'free' Al, Fe(III) and Zn in four forest soil solutions was compared. The 'free' metals as measured by both methods, consist of hydrated metal cations and soluble inorganic metal complexes. In addition, dialysis measures any organic complexes < 1000 Da and DGT measures a portion of smaller labile organic complexes. The four soil solutions were prepared by water extraction of an organic soil horizon (H) from a Fimic Anthrosol, and contained either 20 or 75 mg C/I dissolved organic matter at pH 4.0 and pH 7.0. To test the performance of both methods and optimize experimental volume and time, experiments using metal nitrate solutions were carried out. In the solutions at pH 4.0, no significant differences in average 'free' metal contents were found for Al, Fe(III) or Zn. This makes DGT a viable alternative for equilibrium dialysis for the study of the complexation of all three metals in acidic soils. At pH 7.0, again no significant difference between both methods were found for Al and Fe(III), but the DGT results for Zn were significantly higher. This was likely caused by labile organic complexes that were only detected by DGT. (C) 2001 Elsevier Science B.V. All rights reserved.				Jansen, Boris/I-9295-2012	Jansen, Boris/0000-0002-4493-1734												0048-9697					SEP 28	2001	277	1-3					45	55		10.1016/S0048-9697(01)00911-1						WOS:000171222000007	11589406	
J	Kaiser, K; Guggenberger, G; Haumaier, L; Zech, W				Kaiser, K; Guggenberger, G; Haumaier, L; Zech, W			Seasonal variations in the chemical composition of dissolved organic matter in organic forest floor layer leachates of old-growth Scots pine (Pinus sylvestris L.) and European beech (Fagus sylvatica L.) stands in northeastern Bavaria, Germany	BIOGEOCHEMISTRY												Organic matter dissolved in the percolation water of forest soils contributes largely to element cycling and transport of natural and anthropogenic compounds. The way and extent to which these processes are affected depends on the amount and the chemical composition of soluble organic matter. Because the amount of soluble organic matter varies seasonally with changes in the microbial activity in soil, it seems reasonable to assume that there may be also seasonal changes in the chemical composition of dissolved organic matter. We examined dissolved organic matter in the seepage waters of organic forest floor layers over a 27-month period (1997-1999) in two forest ecosystems, a 160-year-old Scots pine (Pinus sylvestris L.) stand and a 90-year-old European beech (Fagus sylvatica L.) forest. The forest floor leachates were analysed for bulk dissolved organic C, C in hydrophilic and hydrophobic dissolved organic matter fractions, lignin-derived phenols (CuO oxidation), hydrolysable neutral carbohydrates and uronic acids, hydrolysable amino sugars, and stable carbon isotope composition. In addition, we studied the samples by use of liquid-state C-13-nuclear magnetic resonance (NMR) spectroscopy. For both investigated forest sites we found that the dissolved organic carbon concentrations in forest floor leachates were largest during summer. They peaked after rain storms following short dry periods (106-145 mg dissolved organic C l(-1)). The proportions of C in the hydrophilic fractions were largest in winter and spring whereas in summer and autumn more C was found in the hydrophobic fraction. According to liquid-state C-13-NMR spectroscopy, summer and autumn samples had larger abundances of aromatic and aliphatic structures as well as larger proportions of carboxyl groups whereas the winter and spring samples were dominated by resonances indicating carbohydrates. Wet-chemical analyses confirmed these results. Winter and spring samples were rich in neutral carbohydrates and amino sugars. The summer and autumn samples contained more lignin-derived phenols which were also stronger oxidised than those in the winter and spring samples. Seasonal changes of delta C-13 values were found to reflect the changes in the chemical composition of dissolved organic matter. Most negative values occurred when isotopically light lignin-derived compounds were abundant and less negative values when carbohydrates predominated. The different vegetation, age of the stands, and underlying mineral soils resulted in different concentrations of dissolved organic carbon and in differences in the distribution between hydrophobic and hydrophilic organic carbon. Despite of this, the results suggest that the trends in temporal variations in the composition of dissolved organic matter in forest floor seepage water were remarkably similar for both sites. Dissolved organic matter in winter and spring seems to be mainly controlled by leaching of fresh disrupted biomass debris with a large contribution of bacterial and fungal-derived carbohydrates and amino sugars. Dissolved organic matter leached from the forest floor in summer and autumn is controlled by the decomposition processes in the forest floor resulting in the production of strongly oxidised, water-soluble aromatic and aliphatic compounds. The chemical composition of dissolved organic matter in forest floor seepage water in winter and spring indicates larger mobility, larger biodegradability, and less interaction with metals and organic pollutants than that released during summer and autumn. Thus, the impact of dissolved organic matter on transport processes may vary throughout the year due to changes in its composition.				Kaiser, Klaus/J-1726-2014													0168-2563					SEP	2001	55	2					103	143		10.1023/A:1010694032121						WOS:000170160000001		
J	Zysset, M; Berggren, D				Zysset, M; Berggren, D			Retention and release of dissolved organic matter in Podzol B horizons	EUROPEAN JOURNAL OF SOIL SCIENCE												The main objectives were to study the effects of pH on the retention and release of organic matter in acid soil, and to determine the main differences in results obtained from batch experiments and experiments in columns. We took soil material from the B horizons of a Podzol at Skanes Varsjo (southern Sweden). In batch experiments, soil was equilibrated with solutions varying in pH and concentration of dissolved organic C. In Bh samples, the release of dissolved C gradually increased with increase in pH. In the Bs1 material there was a minimum at pH 4.1, and in the Bs2 soil the minimum occurred at pH 4.6. The ability to retain added dissolved C increased in the order Bh<Bs1 <Bs2. The column experiment was run for 160 days under unsaturated flow conditions. Columns were packed with Bh, Bh+Bs1 or Bh+Bs1 +Bs2 samples to calculate mass balances for each horizon. Solutions either without any dissolved organic C or ones containing 49 mg C dm(-3) with pH of 4.0 or 3.6 were used to leach columns. The pH of input solutions only little affected the concentration of dissolved C in the effluent. Relative proportions of hydrophobic substances decreased with increasing column length and decreasing pH. For input solutions containing dissolved C, near steady state was achieved for both the Bs1 and Bs2 horizons with approximately 25% dissolved organic matter retention. Thus, no maximum sorption capacity for dissolved C could be defined for these horizons. This behaviour could not have been predicted by batch data, showing that column experiments provide useful additional information on interactions between organic compounds and solid soil material.																	1351-0754					SEP	2001	52	3					409	421		10.1046/j.1365-2389.2001.00399.x						WOS:000170903600007		
J	Uher, G; Hughes, C; Henry, G; Upstill-Goddard, RC				Uher, G; Hughes, C; Henry, G; Upstill-Goddard, RC			Non-conservative mixing behavior of colored dissolved organic matter in a humic-rich, turbid estuary	GEOPHYSICAL RESEARCH LETTERS												The estuarine mixing behavior of colored dissolved organic matter (CDOM) absorbance was investigated in combined field and laboratory studies. From February to October 1998, surface water samples were collected along 9 transects in the Tyne estuary, Northeast England, from the tidal limit into the coastal North Sea. In 8 of these transects, mixing plots of absorbance vs. salinity indicated substantial removal of CDOM absorbance (average: 32%) in the upper estuary. Results from laboratory studies under simulated estuarine conditions suggest that an average of 21% (range: 9-39%) of riverine CDOM may be removed by adsorption onto suspended sediment, while CDOM flocculation accounted for an average removal of only 6% (range: 0-18%). We propose that adsorptive removal exerts a major control on CDOM in estuaries with elevated turbidity levels.																	0094-8276					SEP 1	2001	28	17					3309	3312		10.1029/2000GL012509						WOS:000170698700025		
J	Baker, A; Lamont-Black, J				Baker, A; Lamont-Black, J			Fluorescence of dissolved organic matter as a natural tracer of ground water	GROUND WATER												The fluorescence properties of dissolved organic matter (DOM) in ground water in the Permian limestone of northeast England determined from six monitoring boreholes, a private water supply well and from a natural resurgence in a Hooded collapse doline the environs of Darlington, County Durham, northeast England. Measurements of both protein and "fulvic-like" fluorescence is undertaken from January to December 1999. The wavelengths of fulvic-like fluorescence excitation and emission and of protein fluorescence emission were all determined to be sensitive fingerprints of organic matter fluxes through the ground water, with iter within the till and within both gypsum and limestone strata deep inside the Magnesian Limestone being differentiated by these parameters. Previous research has suggested that proteins in waters are "young" in age, hence our seasonal variations suggest that we are sampling recently formed DOM. The rapid response of all deep borehole samples suggests relatively rapid ground iter flow, probably through karstic cave systems developed in the gypsum and solution widened features in the dolomitic lime)ne. Our results suggest that use of both protein and fulvic-like fluorescence wavelength variations provides a DOM signature at can be used as a natural tracer.				Baker, Andy/A-6298-2011; 	Baker, Andy/0000-0002-1552-6166												0017-467X					SEP-OCT	2001	39	5					745	750		10.1111/j.1745-6584.2001.tb02365.x						WOS:000170784900014	11554253	
J	Lu, JH; Wu, L				Lu, JH; Wu, L			Spectrophotometric determination of polyacrylamide in waters containing dissolved organic matter	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY												Using polyacrylamide (PAM) to reduce soil erosion in irrigated land has increased rapidly in recent years. A simple and reliable method to measure the PAM concentration in waters containing dissolved organic matter (DOM) is of great importance in assessing the fate and efficiency of PAM application. In this research, an analytical method to determine the PAM concentration of waters with correction for DOM interference was developed and tested. The method is based on a combination of determining the total concentration of amide groups by the N-bromination method (NBM) and determining the DOM content spectrophotometrically. The total concentration of amide groups of both PAM and DOM was determined by NBM at 570 nm. The DOM moiety, which is proportional to DOM concentration, was determined by spectrophotometry using a UV 254-nm wavelength. The actual PAM concentration of a water sample (soil extract containing PAM in this study) was obtained from NBM readings subtracted by the interferential DOM contribution using a correction curve. Analysis of PAM in two soil-water samples showed that the recoveries ranged from 94 to 100.3% for the 2 mg/L PAM sample and from 98.4 to 101.4% for the 10 mg/L PAM sample with various DOM concentrations. The coefficients of variation were <6% in all cases.																	0021-8561					SEP	2001	49	9					4177	4182		10.1021/jf010430o						WOS:000171214900005	11559106	
J	Osburn, CL; Zagarese, HE; Morris, DP; Hargreaves, BR; Cravero, WE				Osburn, CL; Zagarese, HE; Morris, DP; Hargreaves, BR; Cravero, WE			Calculation of spectral weighting functions for the solar photobleaching of chromophoric dissolved organic matter in temperate lakes	LIMNOLOGY AND OCEANOGRAPHY												The effect of solar radiation on the dissolved absorption coefficient (a(CDOM)[lambda]), which reflects the concentration of chromophoric dissolved organic matter (CDOM), was investigated in several lakes near Bariloche, Argentina and in northeastern Pennsylvania, USA. Samples of 0.2 mum filtered lake water were exposed in quartz tubes to different portions of the solar spectrum using optical cutoff filters to remove parts of the ultraviolet (UV) region of the solar spectrum. Changes in the spectral absorption in these samples and the absorbed incident energy were used to calculate spectral weighting functions (SWFs) for the photobleaching (PB) of CDOM. PB was measured as the loss of a(CDOM)(lambda) (the a(CDOM)[lambda] was averaged from 280 to 500 nm) per unit absorbed energy. CDOM from humic and clear lakes, as well as from a Sphagnum bog and an algal culture, was used in the experiments covering a wide range of carbon sources, We used an iterative, nonlinear optimization method to fit the measured results to a simple exponential function in order to generate each SWF. Comparing individual SWFs calculated for various CDOM sources, we computed a summary SWF from the experiments using epilimnial CDOM from our study lakes. Our summary SWF was able to explain 80-90% of the observed variance in our exposure experiments, and we were able to predict PB results obtained for other Argentine lakes (mean error 14.5%). Finally, we calculated that the effect of UV-B radiation on PB was small (< 20% of total decrease in the absorption coefficient) compared to U-VA and blue light radiation. This suggested that increased UV-B radiation due to stratospheric ozone depletion would not greatly increase the photobleaching of whole water column CDOM in Patagonian lakes (< 10%).					Osburn, Christopher/0000-0002-9334-4202												0024-3590					SEP	2001	46	6					1455	1467								WOS:000170652900019		
J	Morell, JM; Corredor, JE				Morell, JM; Corredor, JE			Photomineralization of fluorescent dissolved organic matter in the Orinoco River plume: Estimation of ammonium release	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS												We present field data documenting near-surface chlorophyll a enhancement associated with the Orinoco River outflow and experimental evidence identifying photomineralization of riverine fluorescent dissolved organic matter (DOM) as a potential fertilization mechanism capable of sustaining phytoplankton biomass up to several hundred kilometers from the river delta. Low-salinity waters from the Gulf of Paria in the Orinoco River estuary with high content of fluorescent DOM were observed to decrease their fluorescence yield while releasing ammonium upon experimental exposure to natural sunlight. Our field data collected during two cruises across the eastern Caribbean Sea evidence the disappearance of DOM fluorescence beyond that expected from dilution, thus indicating that during the seasonal extension of the Orinoco River plume throughout the eastern Caribbean Sea, ammonium release from DOM constitutes a major source of inorganic nitrogen to phytoplankton communities in the river plume. We propose that this mechanism, along with nitrogen retention through recycling, explains enhanced surface phytoplankton biomass of up to 1000 km from the river delta.																	0148-0227					AUG 15	2001	106	C8					16807	16813		10.1029/1999JC000268						WOS:000170326000014		
J	Aiken, G; Waples, J; Nagy, KL; Ryan, J; Ravichandran, M				Aiken, G; Waples, J; Nagy, KL; Ryan, J; Ravichandran, M			Dissolution of cinnabar by dissolved organic matter.	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					AUG	2001	222		1			42-ENVR	U425	U425								WOS:000170690002163		
J	Guo, MX; Chorover, J				Guo, MX; Chorover, J			Relationships among characteristics of dissolved organic matter.	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					AUG	2001	222		1			22-ENVR	U422	U422								WOS:000170690002143		
J	Miller, CL; Mason, RP				Miller, CL; Mason, RP			Effect of dissolved organic matter on the binding of mercury and methylmercury to amorphous iron oxide.	ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY																													0065-7727					AUG	2001	222		1			47-ENVR	U426	U426								WOS:000170690002168		
J	Kaiser, K; Guggenberger, G; Zech, W				Kaiser, K; Guggenberger, G; Zech, W			Organically bound nutrients in dissolved organic matter fractions in seepage and pore water of weakly developed forest soils	ACTA HYDROCHIMICA ET HYDROBIOLOGICA												Previous field and laboratory studies showed that organically bound nutrients can contribute largely to the export of N, P, and S from soil into aquatic systems. One possible determinant for the losses of dissolved organic nutrients leaving the soil environment could be their distribution between dissolved organic matter (DOM) fractions of different mobility in soil. To elucidate the potential influence of DOM fractions under varying flow conditions on the vertical translocation of organically bound nutrients, we determined the concentrations and fluxes of dissolved organic C (DOC) and nutrients (DON, DOP, DOS) in soil water under a Scots pine (Pinus sylvestris L.) and a European beech (Fagus sylvatica L.) forest. We sampled seepage water from the organic forest floor layer and the mineral subsoil using zero-tension lysimeters and soil pore water using tension lysimeters and suction cups. DOM in soil water was fractionated into hydrophilic and hydrophobic compounds by XAD-8 at pH 2. We found that the organic forest floor layers were large sources for DOC, DON, DOP, and DOS. The dissolved organic nutrients were mainly concentrated in the hydrophilic DOM fraction which proved to be more mobile in mineral soil pore water than the hydrophobic one. Consequently, the concentrations and fluxes of dissolved organic nutrients decreased less with depth than those of DOC. Concentrations as well as fluxes in subsoil pore water of DOC and dissolved organic nutrients in the studied weakly developed soils were high as compared with literature data on deeply developed forest soils. Under conditions of rapid water flow through the strongly structured mineral soil at the beech site, almost no retention of DOM took place and thus the influence of the distribution of organically bound nutrients between the DOM fractions on the export of DON, DOP, and DOS was negligible.				Kaiser, Klaus/J-1726-2014													0323-4320					AUG	2001	28	7					411	419		10.1002/1521-401X(20017)28:7<411::AID-AHEH411>3.0.CO;2-D						WOS:000170244000009		
J	Osburn, CL; Morris, DP; Thorn, KA; Moeller, RE				Osburn, CL; Morris, DP; Thorn, KA; Moeller, RE			Chemical and optical changes in freshwater dissolved organic matter exposed to solar radiation	BIOGEOCHEMISTRY												We studied the chemical and optical changes in the dissolved organic matter (DOM) from two freshwater lakes and a Sphagnum bog after exposure to solar radiation. Stable carbon isotopes and solid-state C-13-NMR spectra of DOM were used together with optical and chemical data to interpret results from experimental exposures of DOM to sunlight and from seasonal observations of two lakes in northeastern Pennsylvania. Solar photochemical oxidation of humic-rich bog DOM to smaller LMW compounds and to DIC was inferred from losses of UV absorbance, optical indices of molecular weight and changes in DOM chemistry. Experimentally, we observed a 1.2 parts per thousand enrichment in delta C-13 and a 47% loss in aromatic C functionality in bog DOM samples exposed to solar UVR. Similar results were observed in the surface waters of both lakes. In late summer hypolimnetic water in humic Lake Lacawac, we observed 3 to 4.5 parts per thousand enrichments in delta C-13 and a 30% increase in aromatic C relative to early spring values during spring mixing. These changes coincided with increases in molecular weight and UV absorbance. Anaerobic conditions of the hypolimnion in Lake Lacawac suggest that microbial metabolism may be turning over allochthonous C introduced during spring mixing, as well as autochthonous C. This metabolic activity produces HMW DOM during the summer, which is photochemically labile and isotopically distinct from allochthonous DOM or autochthonous DOM. These results suggest both photooxidation of allochthonous DOM in the epilimnion and autotrophic production of DOM by bacteria in the hypolimnion cause seasonal trends in the UV absorbance of lakes.																	0168-2563					JUL	2001	54	3					251	278		10.1023/A:1010657428418						WOS:000169863000002		
J	Fukushima, T; Ishibashi, T; Imai, A				Fukushima, T; Ishibashi, T; Imai, A			Chemical characterization of dissolved organic matter in Hiroshima Bay, Japan	ESTUARINE COASTAL AND SHELF SCIENCE												The concentrations of dissolved organic carbon (DOC) and hydrophilic DOC (Hil-DOC) in Hiroshima Bay showed clear seasonal changes (high in summer and low in winter), suggesting the autochthonous production of Hil-DOC. The percentages of hydrophobic DOC (Hob-DOC) fractionated by XAD-8 resin were 33% for the bay waters and 41% for the river waters, whereas those of labile DOC (which decomposed during an incubation period of 100 days) were 20% and 24%, respectively. The increment of DOC to Chlorophyll a was calculated to be (0.014 mgl(-1))/(mu gl(-1)). The mixing experiments suggested a negligible deposition of DOC at the estuaries of inflowing rivers. The Hob-DOC went through the bay with negligible changes in concentration in both summer and winter, but its chemical characteristics, e.g. spectrophotometric properties and mean molecular weight, differed from those of riverine origin. In contrast, both labile and refractory components of Hil-DOC were produced mainly in the inner part of the bay during summer, and although a significant percentage of the labile component was subjected to biodegradation during transport to the outer part of the bay, its chemical characteristics did not change dramatically. (C) 2001 Academic Press.				fukushima, takehiko/G-6790-2012	fukushima, takehiko/0000-0002-0095-4926												0272-7714					JUL	2001	53	1					51	62		10.1006/ecss.2001.0777						WOS:000170330600005		
