PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Haftka, JJH; Govers, HAJ; Parsons, JR				Haftka, Joris J. H.; Govers, Harrie A. J.; Parsons, John R.			Influence of temperature and origin of dissolved organic matter on the partitioning behavior of polycyclic aromatic hydrocarbons	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												Background, aim, and scope The behavior of polycyclic aromatic hydrocarbons (PAHs) is affected by dissolved organic matter (DOM) present in pore water of soils and sediments. Since partitioning to DOM reduces the bioavailable or freely dissolved PAH concentration in pore water, it is important to assess the effect of environmental variables on the magnitude of dissolved organic matter to water partition coefficients (K(DOC)). The objective of this study was to apply passive samplers to measure freely dissolved PAHs allowing depletion from the aqueous phase. The method was applied to determine K(DOC) at different temperatures for a selection of PAHs with natural DOM of very different origin. Materials and methods Freely dissolved concentrations of (spiked) phenanthrene, anthracene, fluoranthene, pyrene, and benzo[e] pyrene were determined by exposing polydimethylsiloxane (PDMS) fibers to aqueous solutions containing DOM extracted from freshwater sediments from Finland and the Netherlands. The K(DOC) values were subsequently calculated at different temperatures (3.2, 20, and 36 degrees C) by including temperature-dependent PDMS to water partition coefficients (K(PDMS)) in a mass balance. Furthermore, the effect of temperature on partitioning of PAHs to PDMS fibers or DOM was assessed by comparing the enthalpy of sorption to the excess enthalpy of dissolution of liquid PAHs. Results and discussion Partitioning to DOM resulted in a decrease of freely dissolved concentrations with increasing DOM concentrations and a large range in log K(DOC) values at 20 degrees C for benzo[e] pyrene was observed (log K(DOC) = 4.93-6.60 L kg(-1) organic carbon). An increase of 10 degrees C in temperature resulted in a decrease of K(PDMS) by 0.09 to 0.13 log units for phenanthrene to pyrene and a decrease of K(DOC) by 0.13 log units for pyrene. The calculated enthalpies of sorption were less exothermic than the (negative) excess enthalpies of dissolution as expected for non-specific interactions between PAHs and PDMS or DOM. Conclusions The bioavailability of PAHs in sedimentary pore waters can be accurately determined by application of PDMS fibers (without requiring negligible depletion) in the presence of natural DOM with different sorption affinity for PAHs. The observed natural variability in log K(DOC) values for different sediments shows that large differences can occur in freely dissolved PAH concentrations in pore water and properties of DOM should be taken into account in predicting the bioavailability of PAHs. Furthermore, the effect of temperature on the partitioning behavior of PAHs shows that interactions between PAHs and environmental sorbents are comparable to interactions between PAHs in their pure condensed liquid phase and calculated excess enthalpies can be safely used to directly correct partition coefficients for temperature. Recommendations and perspectives The application of PDMS fibers in measuring freely dissolved PAH concentrations can be used to study structural and thermodynamic aspects of PAH sorption to natural DOM as well as other environmental processes such as enhanced diffusion phenomena in pore water that are dependent on the amount (or concentration) of DOM, sorption affinity of DOM, and hydrophobicity of PAHs. These environmental factors will therefore give further insight into the site-specific exposure to freely dissolved PAH concentrations in soil and sedimentary pore				Parsons, John/A-9528-2013	Parsons, John/0000-0003-1785-3627												0944-1344					JUN	2010	17	5					1070	1079		10.1007/s11356-009-0263-9						WOS:000279221700006	19953335	
J	Simon, KS; Pipan, T; Ohno, T; Culver, DC				Simon, Kevin S.; Pipan, Tanja; Ohno, Tsutomu; Culver, David C.			Spatial and temporal patterns in abundance and character of dissolved organic matter in two karst aquifers	FUNDAMENTAL AND APPLIED LIMNOLOGY												The spatial and temporal patterns in concentration and character of dissolved organic matter (DOM) in karst basins in Slovenia and the United States were characterized. DOM in the shallow aquifer, or epikarst, waters was characterized by low, stable concentration and compounds of low aromaticity and humification. There was strong temporal coherence in DOM character, but not concentration, across locations within the epikarst. DOM in sinking streams, cave streams, and resurgence springs typically had higher DOM concentration and aromaticity. Fluorescence and parallel factor analysis of DOM revealed that humic or fulvic-like substances in soils, surface and cave streams, and springs were the dominant fluorophores. However, DOM extracted from soils was chemically different from that present in the stream and spring waters. Epikarst water contained humic-like and protein-like DOM, and had fluorescence characteristics indicative of microbial uptake and release of DOM in the epikarst. These data show that there are substantial basin-scale patterns in DOM concentration and character and that aquifer structure influences the spatial patterns of DOM in karst groundwater.																	1863-9135					JUN	2010	177	2					81	92		10.1127/1863-9135/2010/0177-0081						WOS:000283668300001		
J	Bian, Y; Miller, C; Jiang, X; Dong, W; Liang, L; Gu, B				Bian, Y.; Miller, C.; Jiang, X.; Dong, W.; Liang, L.; Gu, B.			The reduction of Hg(II) and complexation of Hg(0) with natural dissolved organic matter in aquatic environments	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN									Gu, Baohua/B-9511-2012; Liang, Liyuan/O-7213-2014	Gu, Baohua/0000-0002-7299-2956; Liang, Liyuan/0000-0003-1338-0324												0016-7037					JUN	2010	74	12		1			A87	A87								WOS:000283941401355		
J	Gerbig, C; Ryan, J; Aiken, G; Kim, C; Stegemeier, J; Moreau, J				Gerbig, Chase; Ryan, Joseph; Aiken, George; Kim, Christopher; Stegemeier, John; Moreau, John			Identification of metacinnabar in mixed mercury, sulfide, and dissolved organic matter solutions through chromatographic concentration and EXAFS	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN																						0016-7037					JUN	2010	74	12		1			A324	A324								WOS:000283941401024		
J	Hatcher, PG; Mesfioui, R; Mckee, G				Hatcher, Patrick G.; Mesfioui, Rajaa; Mckee, Georgina			Identification of amides involved in Nitrogen sequestration in dissolved organic matter and sediments by ESI-FTICR-MS	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN																						0016-7037					JUN	2010	74	12		1			A386	A386								WOS:000283941401148		
J	Heal, K; Mayes, MA; Amonette, JE; Phillips, JR; Jagadamma, S				Heal, K.; Mayes, M. A.; Amonette, J. E.; Phillips, J. R.; Jagadamma, S.			Preferential sorption of dissolved organic matter onto mineral soils due to soil type	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN									Jagadamma, Sindhu/F-7168-2012; Phillips, Jana/G-4755-2016	Phillips, Jana/0000-0001-9319-2336												0016-7037					JUN	2010	74	12		1			A393	A393								WOS:000283941401161		
J	Magen, C; Huettel, M; Podgorski, DC; Cooper, WT				Magen, Cedric; Huettel, Markus; Podgorski, David C.; Cooper, William T.			Anoxia in coastal permeable sediments induces the release of Dissolved Organic Matter (DOM)	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN																						0016-7037					JUN	2010	74	12		1			A655	A655								WOS:000283941402014		
J	Nagy, KL; Kerr, M				Nagy, K. L.; Kerr, M.			Enhanced dissolution of cinnabar by dissolved organic matter in anoxic solutions	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN																						0016-7037					JUN	2010	74	12		1			A744	A744								WOS:000283941402192		
J	Paeng, J; Dittmar, T; Cooper, WT; Podgorski, DC; Chanton, J; Salomao, MSMB; Rezende, CE; Bernardes, MC				Paeng, Jiyoung; Dittmar, Thorsten; Cooper, William T.; Podgorski, David C.; Chanton, Jeff; Salomao, Marcos S. M. B.; Rezende, Carlos E.; Bernardes, Marcelo C.			Combustion-derived dissolved organic matter in rivers and estuaries of the sugar-cane area of Southern Brazil	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN									Dittmar, Thorsten/L-7796-2013; Rezende, Carlos /I-1893-2015; Bernardes, Marcelo/H-7869-2012	Dittmar, Thorsten/0000-0002-3462-0107; 												0016-7037					JUN	2010	74	12		1			A784	A784								WOS:000283941402271		
J	Rossel, PE; Vahatalo, AV; Witt, M; Dittmar, T				Rossel, P. E.; Vaehaetalo, A. V.; Witt, M.; Dittmar, T.			Molecular composition of terrigenous dissolved organic matter after long-term degradation (2.4 years)	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN									Dittmar, Thorsten/L-7796-2013	Dittmar, Thorsten/0000-0002-3462-0107												0016-7037					JUN	2010	74	12		1			A885	A885								WOS:000283941402473		
J	Tfaily, M; D'Andrilli, J; Corbett, E; Chanton, JP; Cooper, WT				Tfaily, M.; D'Andrilli, J.; Corbett, E.; Chanton, J. P.; Cooper, W. T.			Molecular characterization of dissolved organic matter (DOM) in Northern peatlands: Identifying the chemical signatures of climate change	GEOCHIMICA ET COSMOCHIMICA ACTA					Conference on Goldschmidt 2010 - Earth, Energy, and the Environment	JUN 13-18, 2010	Knoxville, TN																						0016-7037					JUN	2010	74	12		1			A1038	A1038								WOS:000283941400117		
J	Wong, JCY; Williams, DD				Wong, Jessica C. Y.; Williams, D. Dudley			Sources and seasonal patterns of dissolved organic matter (DOM) in the hyporheic zone	HYDROBIOLOGIA												The hyporheic zone is a region underneath streambeds that integrates surface and groundwater. Although its location is central to biogeochemical linkages between the riparian zone, dissolved nutrients, and benthic biota, the seasonal quality and likely sources of dissolved organic matter (DOM) in the hyporheic zone are not well understood. To investigate DOM characteristics in the hyporheic zone, water from the surface and subsurface (at depths 20, 60, and 100 cm below the streambed) was sampled every 4 weeks from 2007 to 2008 in a third-order stream in southern Ontario. Using UV spectroscopy, measures of spectral slopes, aromaticity, and A (254)/A (365) ratios (molecular weight) were obtained. Temporal changes in these measures were consistent with watershed processes such as shedding of leaf litter in the fall, and photochemical and biofilm influence in the spring and summer. The fluorescence index (a measure of relative DOM source) suggested that at the surface and in the downwelling zone, DOM microbial sources increased with depth in the sediment, regardless of the season. Excitation-emission matrices (EEMs) showed seasonally distinct, protein-like DOM components of bacterial origin that were stronger in the fall. Leachates from specific allochthonous DOM sources-leaf litter from Betula papyrifera (white birch) and Thuja occidentalis (white cedar)-and an autochthonous source, biofilm, were isolated and incubated with unfiltered surface water. EEMs from these leachates indicated that these sources could indeed help explain observed patterns of DOM in surface and subsurface waters. These results suggest that although DOM sources were relatively constant, biogeochemical processing within the hyporheic zone resulted a DOM pool that was temporally dynamic and altered the nature of organic matter transported downstream into lakes and rivers.																	0018-8158					JUN	2010	647	1					99	111		10.1007/s10750-009-9950-2						WOS:000277241700009		
