study_id,sample_id,date,time,latitude,longitude,depth,doc,doc_unit,acdom,wavelength,suva
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,300.5,57.575,µmol/l,0.73749,350,1.68138
amon2012,PS70/338-3,05/09/07,08:46:00 PM,85.7002,-135.02,1507.1,57.575,µmol/l,0.54779,350,2.00808
amon2012,PS70/371-2,16/09/07,12:48:00 PM,84.6553,102.7332,99.9,57.575,µmol/l,0.67183,350,2.50063
amon2012,PS70/387-1,21/09/07,04:06:00 AM,78.637,124.6114,199.8,57.575,µmol/l,0.69726,350,1.77838
amon2012,PS70/236-1,31/07/07,07:47:00 AM,77.5008,33.9866,31.7,53.73666667,µmol/l,0.82611,350,1.64627
amon2012,PS70/243-1,02/08/07,12:49:00 AM,81.7343,34.0165,300.5,53.73666667,µmol/l,0.57361,350,2.19662
amon2012,PS70/257-1,05/08/07,10:00:00 AM,83.4968,34.0466,3891.2,53.73666667,µmol/l,0.6041,350,1.62224
amon2012,PS70/274-1,16/08/07,01:51:00 PM,82.5235,67.0998,19.8,53.73666667,µmol/l,0.7167,350,1.9534
amon2012,PS70/298-1,23/08/07,11:03:00 AM,83.801,88.047,300.5,53.73666667,µmol/l,0.60352,350,2.05461
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,99.9,53.73666667,µmol/l,1.02647,350,1.69513
amon2012,PS70/324-1,01/09/07,06:00:00 AM,88.0749,160.8143,124.6,53.73666667,µmol/l,0.87785,350,1.84541
amon2012,PS70/328-3,02/09/07,04:07:00 PM,87.8206,-170.3263,124.6,53.73666667,µmol/l,0.84059,350,1.92721
amon2012,PS70/346-1,08/09/07,02:23:00 PM,84.796,-149.0864,50.4,53.73666667,µmol/l,0.8595,350,2.42001
amon2012,PS70/352-3,10/09/07,04:30:00 PM,86.6437,177.5724,999.7,53.73666667,µmol/l,0.68169,350,1.64298
amon2012,PS70/387-1,21/09/07,04:06:00 AM,78.637,124.6114,299.6,53.73666667,µmol/l,0.66332,350,1.77892
amon2012,PS70/236-1,31/07/07,07:47:00 AM,77.5008,33.9866,85.1,49.89833333,µmol/l,0.74052,350,1.70152
amon2012,PS70/263-1,11/08/07,11:26:00 PM,84.167,60.9592,2001.6,49.89833333,µmol/l,0.5914,350,1.82617
amon2012,PS70/264-1,12/08/07,10:47:00 AM,83.6542,60.4253,24.7,49.89833333,µmol/l,0.65247,350,1.96178
amon2012,PS70/264-1,12/08/07,10:47:00 AM,83.6542,60.4253,50.4,49.89833333,µmol/l,0.87241,350,1.42135
amon2012,PS70/271-2,15/08/07,12:59:00 PM,82.5031,60.7951,24.7,49.89833333,µmol/l,0.66844,350,1.9149
amon2012,PS70/301-3,24/08/07,01:13:00 PM,84.557,89.7583,300.5,49.89833333,µmol/l,0.63959,350,1.90748
amon2012,PS70/345-1,08/09/07,08:12:00 AM,84.6942,-145.4291,300.5,49.89833333,µmol/l,0.65289,350,1.83799
amon2012,PS70/383-1,19/09/07,08:47:00 PM,80.6558,122.2054,85.1,49.89833333,µmol/l,0.80435,350,2.13838
amon2012,PS70/383-1,19/09/07,08:47:00 PM,80.6558,122.2054,123.6,49.89833333,µmol/l,0.78289,350,1.76271
amon2012,PS70/384-1,20/09/07,03:21:00 AM,79.9952,123.4553,199.8,49.89833333,µmol/l,0.65771,350,1.82451
amon2012,PS70/387-1,21/09/07,04:06:00 AM,78.637,124.6114,49.5,49.89833333,µmol/l,0.79309,350,2.14353
amon2012,PS70/391-1,21/09/07,04:50:00 PM,78.1296,124.2423,199.8,49.89833333,µmol/l,0.70132,350,1.71105
amon2012,PS70/266-1,14/08/07,12:05:00 AM,83.1349,61.7695,584.9,46.06,µmol/l,0.64254,350,1.64971
amon2012,PS70/274-1,16/08/07,01:51:00 PM,82.5235,67.0998,395.4,46.06,µmol/l,0.69697,350,1.69305
amon2012,PS70/320-1,31/08/07,11:42:00 AM,88.4111,150.3259,124.6,46.06,µmol/l,0.94082,350,1.48807
amon2012,PS70/322-2,31/08/07,07:06:00 PM,88.132,150.1771,150.3,46.06,µmol/l,0.75317,350,1.85881
amon2012,PS70/362-1,12/09/07,03:32:00 PM,86.4063,140.9547,99.9,46.06,µmol/l,0.62665,350,2.52134
amon2012,PS70/375-1,17/09/07,10:42:00 PM,83.833,112.7238,199.7,46.06,µmol/l,0.66426,350,1.83664
amon2012,PS70/375-1,17/09/07,10:42:00 PM,83.833,112.7238,300.5,46.06,µmol/l,0.63826,350,1.84877
amon2012,PS70/385-2,20/09/07,12:16:00 PM,79.346,124.3636,299.6,46.06,µmol/l,0.93034,350,1.16087
amon2012,PS70/271-2,15/08/07,12:59:00 PM,82.5031,60.7951,150.3,42.22166667,µmol/l,0.64495,350,1.92262
amon2012,PS70/274-1,16/08/07,01:51:00 PM,82.5235,67.0998,39.6,42.22166667,µmol/l,0.67301,350,2.02076
amon2012,PS70/274-1,16/08/07,01:51:00 PM,82.5235,67.0998,541.4,42.22166667,µmol/l,0.64542,350,1.85925
amon2012,PS70/298-1,23/08/07,11:03:00 AM,83.801,88.047,850,42.22166667,µmol/l,0.6472,350,1.85414
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,1500.2,42.22166667,µmol/l,0.97159,350,1.091
amon2012,PS70/400-1,22/09/07,06:57:00 AM,77.3822,123.4134,199.8,42.22166667,µmol/l,0.67302,350,1.7533
amon2012,PS70/263-1,11/08/07,11:26:00 PM,84.167,60.9592,599.6,38.38333333,µmol/l,0.68524,350,1.5761
amon2012,PS70/273-1,16/08/07,03:18:00 AM,82.2126,64.7596,124.6,38.38333333,µmol/l,0.64183,350,1.5892
amon2012,PS70/273-1,16/08/07,03:18:00 AM,82.2126,64.7596,150.3,38.38333333,µmol/l,0.66014,350,1.60572
amon2012,PS70/301-3,24/08/07,01:13:00 PM,84.557,89.7583,199.7,38.38333333,µmol/l,0.74946,350,1.5211
amon2012,PS70/316-1,30/08/07,09:46:00 AM,88.1792,139.6037,199.7,38.38333333,µmol/l,0.90353,350,1.23958
amon2012,PS70/326-1,01/09/07,07:44:00 PM,88.0309,169.9938,300.5,38.38333333,µmol/l,0.66799,350,1.64673
amon2012,PS70/345-1,08/09/07,08:12:00 AM,84.6942,-145.4291,199.7,38.38333333,µmol/l,0.6365,350,2.01101
amon2012,PS70/365-1,15/09/07,01:20:00 AM,86.4097,127.4094,150.3,38.38333333,µmol/l,0.63608,350,2.10664
amon2012,PS70/384-1,20/09/07,03:21:00 AM,79.9952,123.4553,99.9,38.38333333,µmol/l,0.7763,350,1.77767
amon2012,PS70/384-1,20/09/07,03:21:00 AM,79.9952,123.4553,299.6,38.38333333,µmol/l,0.82479,350,1.40641
amon2012,PS70/266-1,14/08/07,12:05:00 AM,83.1349,61.7695,150.3,34.545,µmol/l,0.66142,350,1.57237
amon2012,PS70/298-1,23/08/07,11:03:00 AM,83.801,88.047,3552,34.545,µmol/l,0.62055,350,1.54702
amon2012,PS70/328-3,02/09/07,04:07:00 PM,87.8206,-170.3263,199.7,34.545,µmol/l,0.70371,350,1.67683
amon2012,PS70/335-1,05/09/07,04:39:00 AM,86.3628,-139.3294,199.7,34.545,µmol/l,0.70926,350,1.6355
amon2012,PS70/365-1,15/09/07,01:20:00 AM,86.4097,127.4094,300.5,34.545,µmol/l,0.6902,350,1.59374
amon2012,PS70/383-1,19/09/07,08:47:00 PM,80.6558,122.2054,199.8,34.545,µmol/l,0.69785,350,1.51895
amon2012,PS70/391-1,21/09/07,04:50:00 PM,78.1296,124.2423,99.9,34.545,µmol/l,0.74867,350,1.84327
amon2012,PS70/400-1,22/09/07,06:57:00 AM,77.3822,123.4134,299.6,34.545,µmol/l,0.74909,350,1.54855
amon2012,PS70/274-1,16/08/07,01:51:00 PM,82.5235,67.0998,150.3,30.70666667,µmol/l,0.6336,350,2.05176
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,199.7,30.70666667,µmol/l,0.9702,350,1.13379
amon2012,PS70/324-1,01/09/07,06:00:00 AM,88.0749,160.8143,300.5,30.70666667,µmol/l,0.67103,350,1.49025
amon2012,PS70/328-3,02/09/07,04:07:00 PM,87.8206,-170.3263,2499.6,30.70666667,µmol/l,0.52433,350,1.41133
amon2012,PS70/331-1,03/09/07,07:43:00 PM,87.6533,-157.5887,199.7,30.70666667,µmol/l,0.63614,350,1.72919
amon2012,PS70/385-2,20/09/07,12:16:00 PM,79.346,124.3636,501,30.70666667,µmol/l,0.70632,350,1.4441
amon2012,PS70/302-1,25/08/07,11:40:00 AM,84.8872,90.0989,199.7,26.86833333,µmol/l,0.66667,350,1.56
amon2012,PS70/373-2,17/09/07,12:03:00 PM,84.1964,108.9488,199.7,26.86833333,µmol/l,0.67977,350,1.5005
amon2012,PS70/385-2,20/09/07,12:16:00 PM,79.346,124.3636,1999.8,26.86833333,µmol/l,0.59242,350,1.55296
amon2012,PS70/385-2,20/09/07,12:16:00 PM,79.346,124.3636,3457,26.86833333,µmol/l,0.61255,350,1.40397
amon2012,PS70/391-1,21/09/07,04:50:00 PM,78.1296,124.2423,299.6,26.86833333,µmol/l,0.72444,350,1.43559
amon2012,PS70/264-1,12/08/07,10:47:00 AM,83.6542,60.4253,3428.4,23.03,µmol/l,0.79294,350,0.95846
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,2000.5,23.03,µmol/l,0.97297,350,0.76056
amon2012,PS70/319-1,31/08/07,02:21:00 AM,88.6675,153.7096,2650.1,23.03,µmol/l,1.31996,350,0.65154
amon2012,PS70/342-1,07/09/07,04:55:00 AM,84.4995,-138.4126,2200.4,23.03,µmol/l,0.5633,350,1.42019
amon2012,PS70/307-1,26/08/07,09:51:00 PM,86.3011,94.349,199.7,19.19166667,µmol/l,0.70811,350,1.27099
amon2012,PS70/328-3,02/09/07,04:07:00 PM,87.8206,-170.3263,3902.7,19.19166667,µmol/l,0.67277,350,1.24856
amon2012,PS70/352-3,10/09/07,04:30:00 PM,86.6437,177.5724,2000.5,19.19166667,µmol/l,0.59421,350,1.11073
