/* DATA DESCRIPTION:
	Povungnituk_R * LATITUDE: 60.012000 * LONGITUDE: -77.344000 * DATE/TIME: 2007-07-27T00:00:00 * LOCATION: Hudson Bay * DEVICE: Water sample (WS)
Comment:	Data extracted in the frame of a joint ICSTI/PANGAEA IPY effort, see http://doi.pangaea.de/10.1594/PANGAEA.150150
Parameter(s):	Event label (Event)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Area/locality (Area) * PI: Guéguen, Celine
	DATE/TIME (Date/Time) * GEOCODE
	Date/time end (Date/time end) * PI: Guéguen, Celine
	Station (Station) * PI: Guéguen, Celine
	Salinity (Sal) * PI: Guéguen, Celine
	Carbon, organic, dissolved [µmol/l] (DOC) * PI: Guéguen, Celine * COMMENT: # = from Granskog et al. (2007)
	Absorption coefficient, 355 nm [1/m] (ac355) * PI: Guéguen, Celine
	- (-) * PI: Guéguen, Celine * COMMENT: ac355 normalized by DOC concentration in m**2/mol
	Slope (Slope) * PI: Guéguen, Celine * COMMENT: spectral slope for light absorption 275-295 [1/nm] of colored DOM
	Slope (Slope) * PI: Guéguen, Celine * COMMENT: spectral slope ratio
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	93 data points
*/
Event	Latitude	Longitude	Area	Date/Time	Date/time end	Station	Sal	DOC [µmol/l]	ac355 [1/m]	-	Slope (spectral slope for light abso...)	Slope (spectral slope ratio)
Great_Whale_R	55.269	-77.815	Great Whale River (SE sector)	2007-07-27	2007-08-15	GW	0.03	598	15.00	25.0	0.014	0.80
Great_Whale_R	55.269	-77.815	Great Whale River (SE sector)	2007-07-27	2007-08-15	GW01	0.02	579	15.70	27.1	0.014	0.80
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	Hayes	0.08	1224	18.10	14.8	0.016	0.93
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	Nelson	0.12	#814	15.20	18.6	0.016	0.94
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	B03	0.14		7.90		0.020	1.16
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	B04	0.14		7.30		0.021	1.14
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	B05	0.14		8.20		0.020	1.15
Nelson_Hayes_R	57.155	-92.263	Hayes/Nelson Rivers (SW sector)	2007-07-27	2007-08-15	B07	0.56	762	7.40	9.8	0.020	1.19
Povungnituk_R	60.012	-77.344	Hudson Bay Rivers (NE sector)	2007-07-27	2007-08-15	Povungnituk	0.00	279	3.58	12.8	0.017	0.95
Polemund_R	59.539	-77.699	Hudson Bay Rivers (NE sector)	2007-07-27	2007-08-15	Polemund	0.00	425	4.67	11.0	0.016	0.90
Kogaluc_R	59.659	-77.537	Hudson Bay Rivers (NE sector)	2007-07-27	2007-08-15	Kogaluq	0.00	190	1.47	7.7	0.020	1.06
