20110615	23:52:00	142	42.4440	-68.8957	3.6	216.85	82.39901942	57.98678877	237.397843	25.31083498	0.020384962	0.328367505	0.205258955	0.113194566	0.064275052
20110615	23:51:00	142	42.4440	-68.8957	25.3	216.85	71.95116774	58.60606516	189.6745822	23.18473056	0.018969732	0.35839798	0.228684097	0.133753993	0.077271316
20110615	23:50:00	142	42.4440	-68.8957	41.5	216.85	67.55264969	104.8641345	120.7783321	11.59400003	0.019072113	0.338819725	0.215979162	0.127620427	0.072376779
20110615	23:50:00	142	42.4440	-68.8957	204.0	216.85	49.77006956	254.4850623	-999	-999	0.017811219	0.025167941	0.015963199	0.018800887	0.014909398
20110616	 09:54:00	146	41.7671	-69.5716	4.1	163.2	88.69695432	69.34018916	255.3961213	36.51632605	0.018814191	0.509070321	0.324358212	0.182467195	0.102438885
20110616	 09:52:00	146	41.7671	-69.5716	10.4	163.2	81.45302222	37.98228494	238.0963141	29.34154305	0.018126753	0.483747016	0.315206004	0.185476592	0.107379493
20110616	 09:50:00	146	41.7671	-69.5716	45.1	163.2	74.08759079	158.6848821	142.282379	9.538088201	0.01744126	0.408596876	0.269580839	0.165873155	0.101507467
20110616	 09:50:00	146	41.7671	-69.5716	153.0	163.2	67.61548566	219.8618826	-999	-999	0.018155613	0.286576799	0.189517249	0.117818163	0.06883876
20110616	13:00:00	146.1	42.0072	-69.9392	0.0	48.41	96.92846667	76.09593154	276.4500464	31.59459261	0.018340517	0.637909768	0.411297218	0.235967995	0.135017401
20110616	15:11:00	147	42.0604	-70.2633	3.0	61.8	99.44190556	79.22984537	401.2621372	46.89059211	0.018689706	0.658589834	0.41945363	0.24016062	0.13704489
20110616	15:10:00	147	42.0604	-70.2633	16.6	61.8	92.18435077	89.85137367	346.6373831	42.94242415	0.017926289	0.636303016	0.410732684	0.239393091	0.138716746
20110616	15:08:00	147	42.0604	-70.2633	30.2	61.8	80.30835203	129.1472752	303.5065902	-999	0.017401534	0.618813552	0.408807908	0.245698244	0.147195744
20110616	18:13:00	149	42.1938	-70.4574	2.9	67.05	94.76062563	76.1897613	244.3840712	30.17472393	0.018108091	0.67694997	0.439757438	0.2564227	0.152477652
20110616	18:11:00	149	42.1938	-70.4574	21.1	67.05	95.26331341	91.87809638	211.56369	29.058	0.017340579	0.690131576	0.452101249	0.267644269	0.157662747
20110616	18:09:00	149	42.1938	-70.4574	61.7	67.05	76.43724369	174.9737277	292.4531235	-999	0.018443872	0.471154684	0.30469277	0.180134879	0.101422865
20110616	19:57:00	150	42.4191	-70.6169	0.0	86.18	101.1093726	45.05704849	218.0794089	25.7520897	0.017911664	0.907099056	0.588861262	0.337677665	0.196257331
20110616	23:44:00	152	42.5031	-70.0758	2.6	113.76	-999	-999.00	299.6710333	40.67147004	0.017968401	0.583782592	0.380861728	0.224529637	0.136352136
20110616	23:43:00	152	42.5031	-70.0758	12.1	113.76	82.31910314	83.47095031	185.2294035	-999	0.017954056	0.510289832	0.331082573	0.195135089	0.116459806
20110616	23:41:00	152	42.5031	-70.0758	22.5	113.76	82.87799219	240.2512594	195.8564767	-999	0.017685057	0.51032372	0.336555487	0.20284927	0.119552563
20110616	23:41:00	152	42.5031	-70.0758	108.0	113.76	74.26561396	244.604764	-999	-999	0.017651621	0.024459903	0.016183052	0.018699802	0.014835195
20110617	11:19:00	155	42.8710	-69.9803	2.5	187.9	93.72564415	94.65762796	185.2294035	30.90566268	0.017695322	0.670000189	0.429206413	0.253249138	0.149591193
20110617	11:18:00	155	42.8710	-69.9803	18.7	187.9	-999	-999.00	242.6114878	29.27817134	0.017304283	0.510229004	0.334540156	0.207951127	0.124857171
20110617	11:16:00	155	42.8710	-69.9803	46.2	187.9	-999	-999.00	237.6784643	17.49481984	0.018354849	0.372263465	0.240948998	0.145108132	0.082744696
20110617	15:32:00	156	42.8745	-70.0717	3.0	137.17	93.52019619	94.93749611	228.6933362	30.42741567	0.017951662	0.639104308	0.411963034	0.237919479	0.1386077
20110617	15:30:00	156	42.8745	-70.0717	16.4	137.17	87.72656389	79.42036196	279.7348319	40.01882166	0.017009074	0.553745094	0.361609937	0.224273071	0.137121493
20110617	15:28:00	156	42.8745	-70.0717	25.0	137.17	80.24825838	245.7864295	235.3587352	25.95767111	0.018011972	0.502637982	0.326009159	0.191329273	0.10961183
20110617	23:15:00	161	42.8668	-70.5663	2.5	89.14	100.5054266	169.2580384	275.8587205	32.21779745	0.018094779	0.807945043	0.512321283	0.29344196	0.166191045
20110617	23:13:00	161	42.8668	-70.5663	16.8	89.14	86.59203335	118.1578275	299.6814167	40.01882166	-999	-999	-999	-999	-999
20110617	23:11:00	161	42.8668	-70.5663	32.4	89.14	80.57870914	192.7300587	255.0968178	36.03269437	0.017720042	0.488977617	0.314617337	0.195675148	0.115731227
20110618	11:12:00	169	42.3810	-69.9789	2.7	154	92.45186683	120.7786554	220.7666064	31.38750855	0.018231188	0.49147486	0.318227907	0.187626104	0.110559255
20110618	11:11:00	169	42.3810	-69.9789	10.1	154	77.79931877	140.369426	293.8261234	44.42714304	0.01815203	0.453992643	0.29991218	0.176375231	0.104779397
20110618	11:10:00	169	42.3810	-69.9789	23.7	154	79.59082492	183.2825424	112.8448683	13.27401444	0.017992028	0.446902641	0.287528744	0.171653685	0.098542439
20110618	16:17:00	172	42.2052	-70.2435	2.8	28	98.69748463	97.1142484	370.969144	52.67367452	0.017551395	0.648271843	0.424705775	0.253312733	0.154010885
20110618	16:16:00	172	42.2052	-70.2435	7.4	28	96.93063222	132.6575036	425.4031195	49.68810044	0.017531732	0.637041911	0.423612938	0.247661519	0.151350484
20110618	16:14:00	172	42.2052	-70.2435	11.3	28	80.90569183	167.7965048	253.4636097	31.58002985	0.017282922	0.586324779	0.380719309	0.232839266	0.136352901
20110618	18:13:00	173	42.2032	-70.3458	2.9	46.39	94.99942146	133.3416257	388.6396222	53.31570934	0.018283305	0.629022024	0.397624773	0.23151813	0.128567133
20110618	18:12:00	173	42.2032	-70.3458	11.0	46.39	96.68409468	112.5069967	283.9702933	35.40898636	0.018100134	0.64706262	0.419086641	0.245327287	0.140989675
20110618	18:13:00	173	42.2032	-70.3458	0.0	46.39	-999	-999.00	272.4296765	28.37803902	-999	-999	-999	-999	-999
20110618	23:53:00	176	41.8955	-70.2383	2.6	31.49	104.9020128	112.258225	376.6126071	46.9806394	0.017755177	0.643375912	0.41941631	0.246364837	0.14663917
20110618	23:51:00	176	41.8955	-70.2383	11.5	31.49	98.16331995	110.0814727	415.2349818	-999	0.017395709	0.6593896	0.429526894	0.255482985	0.151746925
20110618	23:50:00	176	41.0895	-70.9738	18.3	31.49	88.48664235	55.67378905	352.3415004	41.03852361	0.017192402	0.659629693	0.436806896	0.26934789	0.160541696
20110619	11:08:00	181	41.0895	-70.9738	3.0	37.5	-999	-999.00	276.2995814	42.26222167	0.018506664	0.438532794	0.280668304	0.166435085	0.096078757
20110619	11:03:00	181	41.0895	-70.9738	20.1	37.5	-999	-999.00	295.6673061	38.14042181	0.017984936	0.417122579	0.269262762	0.162022994	0.095604011
20110619	15:27:00	185	40.7554	-70.9695	2.8	61.15	75.36441568	93.98144207	333.925047	33.49529328	0.02056474	0.267621424	0.164534338	0.092504153	0.04948715
20110619	15:25:00	185	40.7554	-70.9695	17.5	61.15	75.44678999	122.3716694	385.144402	48.21221344	0.018477041	0.338602767	0.219564447	0.131757919	0.075364499
20110619	15:23:00	185	40.7554	-70.9695	25.0	61.15	-999	-999.00	247.1258808	30.39724901	0.018264891	0.367591026	0.237930206	0.146928347	0.082772949
20110619	23:17:00	188	40.2140	-70.7098	2.4	125.1	64.00499913	42.56405891	188.5095411	22.88566634	0.01950191	0.033517732	0.048162685	0.08313958	0.137741477
20110619	23:16:00	188	40.2140	-70.7098	24.4	125.1	-999	-999.00	260.626527	25.74299902	0.018019144	0.045063286	0.06651898	0.115509311	0.178929481
20110619	23:14:00	188	40.2140	-70.7098	39.7	125.1	-999	-999.00	-999	-999	0.019123603	0.033769205	0.051914763	0.100560355	0.166483537
20110620	11:39:00	197	40.9301	-70.2997	2.5	-999	87.65694708	-999.00	240.9756321	30.70789364	0.018522076	0.498664233	0.319300144	0.188343778	0.105073088
20110620	11:39:00	197	40.9301	-70.2997	13.9	-999	80.28343681	-999.00	344.491252	43.22644028	0.018012259	0.483496756	0.314201363	0.187896418	0.108221341
20110620	11:39:00	197	40.9301	-70.2997	0.0	-999	-999	-999.00	200.9347992	23.67803774	-999	-999	-999	-999	-999
20110620	15:46:00	201	41.0704	-70.1955	2.8	28.5	92.56009265	83.83883771	310.7953201	35.97158898	0.018551843	0.519021786	0.327727605	0.196268512	0.111391382
20110620	15:45:00	201	41.0704	-70.1955	14.2	28.5	82.61329153	-999.00	295.256296	31.13047707	0.017694343	0.531221586	0.342253458	0.213900279	0.127171202
20110620	17:39:00	202	40.9271	-70.0061	2.5	23.17	88.26792119	75.05803939	310.7953201	35.97158898	0.017436069	0.555698924	0.363942639	0.220055326	0.130900283
20110620	17:38:00	202	40.9271	-70.0061	14.9	23.17	87.97282639	94.99737887	370.5055037	41.48404989	0.018164007	0.534806559	0.341153359	0.2073775	0.118599182
20110620	17:39:00	202	40.9271	-70.0061	0.0	23.17	-999	-999.00	279.3614062	27.89451508	-999	-999	-999	-999	-999
20110620	23:32:00	206	40.7003	-69.7387	2.5	51.6	84.53552592	78.96864777	388.9340392	39.04444847	0.018478534	0.402646358	0.259379139	0.155216894	0.089141324
20110620	23:31:00	206	40.7003	-69.7387	14.3	51.6	80.12330491	95.74627425	414.1728509	43.24774486	0.017140767	0.453696235	0.299064034	0.18646474	0.112964635
20110621	11:26:00	213	40.4448	-69.0213	2.6	80.24	74.84110812	63.8246087	204.2889495	26.73352377	0.01984548	0.23921957	0.1513048	0.090346114	0.05540197
20110621	11:24:00	213	40.4448	-69.0213	22.8	80.24	73.45416259	84.58773309	289.0755646	33.07205069	0.018986403	0.288820063	0.184498398	0.110342284	0.062232926
20110621	11:23:00	213	40.4448	-69.0213	31.5	80.24	72.27378342	105.2572456	182.4099536	17.04903727	0.017896723	0.31525954	0.20186923	0.130488931	0.07692107
20110621	16:02:00	216	40.7648	-69.0334	2.8	75.2	78.58881199	75.71332285	245.8283146	31.45113015	0.019980429	0.301935922	0.18972006	0.116895825	0.067661107
20110621	16:00:00	216	40.7648	-69.0334	35.7	75.2	74.98865551	90.6163409	241.5089873	29.86096763	0.017885974	0.322634708	0.206980331	0.137760503	0.082348577
20110621	18:27:00	218	40.9724	-69.0199	3	83.43	78.98804744	128.2969399	236.5290772	25.6503099	0.018328642	0.395611889	0.254859629	0.157478385	0.091641988
20110621	18:25:00	218	40.9724	-69.0199	20.2	83.43	75.87393989	117.3893507	189.7534693	21.47972641	0.018349933	0.389049433	0.245383542	0.153856435	0.087461688
20110621	22:18:00	220	41.1561	-69.1317	2.8	104.2	85.13991638	64.70456077	263.3735025	28.40294554	0.019049906	0.434816349	0.263099565	0.158992619	0.094375073
20110621	22:17:00	220	41.1561	-69.1317	18.4	104.2	81.59877887	111.9224144	381.1320374	44.13841565	0.017540948	0.44504075	0.297669805	0.188418835	0.120112461
20110621	22:16:00	220	41.1561	-69.1317	27.1	104.2	79.53311532	116.1162286	268.4708917	35.37471181	0.018519132	0.4117768	0.270353871	0.161194786	0.099444167
20110621	22:16:00	220	41.1561	-69.1317	98.0	104.2	73.80827634	163.8957538	-999	-999	0.018215438	0.400147692	0.2593452	0.15974078	0.095406026
