20101110	20:06:00	45A	40.6690	-72.5098	0	40.0	75.41119027	267.4615427	41.10323742	0.017583755	0.422029094	0.279442999	0.178633986	0.103596473	10-2730	5.053	0.122	0.856	0.127	0.001	0.021	0.055	0.156	0.012	2.121	0.014	0.009	4.961	0.001	0.092	0.122	0.001	0.654	0.202	0.003	0.016	0.012	0.075	0.151	0.001	0.001	6.031	0.359	2.156	8.187	2.515	3.493	8.546	2.342	0.69	0.86	0.14	2.40	0.04	0.96	0.59	0.91	0.03	0.06	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101112	17:16:00	46	40.4855	-72.1805	0	58.0	87.4611436	207.8965954	30.80620365	0.017752893	0.399419775	0.264505437	0.168635058	0.097128696	10-2400	2.420	0.014	0.429	0.070	0.001	0.007	0.021	0.087	0.012	1.099	0.012	0.005	2.370	0.001	0.050	0.014	0.001	0.328	0.101	0.001	0.001	0.006	0.055	0.197	0.001	0.001	2.863	0.195	1.118	3.981	1.313	1.756	4.176	1.158	0.73	0.85	0.15	2.18	0.05	0.95	0.58	0.96	0.02	0.02	2.05	0.25	0.53	0.5305	0.221	4.153345643	-777
20101112	18:52:00	47	40.5212	-71.9852	0	73.0	78.06905535	181.4302675	23.61584316	0.017896424	0.364374056	0.24421709	0.154626147	0.088530815	10-2401	1.434	0.022	0.266	0.048	0.015	0.026	0.032	0.053	0.007	0.635	0.012	0.004	1.410	0.001	0.024	0.022	0.001	0.193	0.073	0.001	0.001	0.004	0.031	0.138	0.001	0.001	1.722	0.144	0.688	2.410	0.832	1.120	2.554	0.746	0.78	0.83	0.17	2.07	0.06	0.94	0.56	0.87	0.10	0.03	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101112	21:17:00	48A	40.5368	-71.7572	0	73.0	74.90322267	186.2229674	27.36409318	0.017712375	0.364097303	0.242844153	0.155013488	0.090703501	10-2402	1.583	0.077	0.279	0.058	0.021	0.044	0.062	0.058	0.006	0.624	0.040	0.006	1.567	0.001	0.016	0.077	0.001	0.200	0.079	0.003	0.008	0.008	0.043	0.092	0.001	0.001	1.939	0.190	0.729	2.668	0.919	1.275	2.858	0.874	0.81	0.79	0.21	2.11	0.07	0.93	0.55	0.76	0.15	0.09	3.44	0.06	0.52	0.518	0.264	2.618357696	4.76499747
20101113	12:03:00	52A	40.7537	-70.7163	0	62.0	76.87630514	120.0831035	17.74386081	0.017621515	0.385341473	0.255602238	0.162461667	0.093958611	10-2403	1.190	0.049	0.198	0.045	0.011	0.021	0.044	0.047	0.004	0.439	0.070	0.008	1.183	0.001	0.007	0.049	0.001	0.147	0.051	0.002	0.005	0.006	0.019	0.104	0.001	0.001	1.437	0.148	0.541	1.978	0.689	0.936	2.126	0.642	0.79	0.79	0.21	2.09	0.07	0.93	0.56	0.79	0.12	0.09	3.25	0.31	0.55	0.554	0.299	2.304526732	7.777220737
20101113	14:05:00	53A	40.5477	-70.5050	0	67.0	77.95849475	115.145881	16.95101656	0.017141209	0.392018305	0.268908778	0.174674695	0.104168813	10-2731	1.384	0.027	0.247	0.044	0.010	0.018	0.037	0.054	0.008	0.587	0.023	0.004	1.375	0.001	0.009	0.027	0.001	0.175	0.072	0.001	0.001	0.004	0.023	0.032	0.001	0.001	1.658	0.147	0.638	2.296	0.785	1.059	2.443	0.706	0.77	0.81	0.19	2.11	0.06	0.94	0.57	0.86	0.09	0.04	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101113	15:32:00	53B	40.3522	-70.3797	0	88.0	74.53434874	109.138944	16.30406477	0.017524218	0.360906988	0.247346185	0.156816727	0.091929607	10-2404	1.346	0.037	0.232	0.043	0.001	0.016	0.028	0.052	0.009	0.589	0.041	0.006	1.334	0.001	0.013	0.037	0.001	0.164	0.068	0.002	0.006	0.005	0.021	0.070	0.001	0.001	1.615	0.138	0.646	2.261	0.784	1.053	2.399	0.717	0.78	0.82	0.18	2.06	0.06	0.94	0.56	0.88	0.06	0.06	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101113	18:02:00	54	40.0255	-70.1460	0	-999.0	70.71754997	89.72228081	11.34660219	0.018519417	0.195219595	0.128819659	0.083504526	0.048961338	10-2405	0.714	0.149	0.118	0.032	0.019	0.077	0.034	0.024	0.004	0.139	0.021	0.018	0.709	0.001	0.005	0.149	0.001	0.076	0.042	0.004	0.019	0.015	0.001	0.021	0.001	0.001	0.981	0.112	0.256	1.237	0.368	0.635	1.349	0.457	0.89	0.70	0.30	2.67	0.08	0.92	0.53	0.35	0.28	0.37	4.35	0.66	0.30	0.296	0.348	1.129499004	81.63258594
20101113	20:00:00	54A	40.2033	-70.0627	0	102.0	71.26076465	104.9074297	14.06970997	0.018178176	0.29816343	0.202466171	0.127688581	0.074741784	10-2406	1.396	0.066	0.216	0.046	0.009	0.025	0.019	0.049	0.011	0.589	0.023	0.008	1.390	0.001	0.006	0.066	0.001	0.192	0.024	0.002	0.008	0.007	0.008	0.034	0.001	0.001	1.678	0.133	0.646	2.324	0.779	1.061	2.457	0.739	0.76	0.83	0.17	2.15	0.05	0.95	0.57	0.83	0.07	0.10	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101113	21:18:00	55	40.3577	-69.9882	0	83.0	75.60648212	123.3621276	18.25797574	0.018125913	0.320625276	0.217234126	0.136362575	0.080454145	10-2407	1.431	0.060	0.224	0.045	0.010	0.025	0.024	0.054	0.007	0.598	0.027	0.006	1.424	0.001	0.007	0.060	0.001	0.196	0.028	0.002	0.007	0.008	0.015	0.030	0.018	0.001	1.715	0.136	0.660	2.375	0.796	1.080	2.511	0.750	0.75	0.83	0.17	2.15	0.05	0.95	0.57	0.83	0.08	0.09	5.14	1.29	0.59	0.5875	0.0575	2.460299723	10.63222507
20101114	11:40:00	61A	40.9493	-69.7473	0	35.0	75.96862524	179.7049222	25.97776038	0.018841179	0.344901216	0.226617399	0.139630137	0.077930855	10-2732	2.147	0.157	0.347	0.080	0.014	0.059	0.055	0.119	0.006	0.524	0.364	0.026	2.138	0.001	0.010	0.157	0.001	0.296	0.051	0.004	0.021	0.018	0.022	0.047	0.001	0.001	2.651	0.286	0.961	3.612	1.247	1.751	3.898	1.199	0.82	0.77	0.23	2.13	0.07	0.93	0.55	0.74	0.11	0.15	4.69	1.16	0.58	0.581	0.185	4.57297938	1.568357418
20101114	15:00:00	63	40.7692	-69.3115	0	54.0	72.70933714	124.8721231	19.05243115	0.018640937	0.329806482	0.221505224	0.134834926	0.077722515	10-2438	1.578	0.085	0.260	0.052	0.011	0.035	0.045	0.070	0.007	0.549	0.110	0.014	1.569	0.001	0.009	0.085	0.001	0.207	0.053	0.002	0.012	0.010	0.010	0.048	0.001	0.001	1.923	0.188	0.705	2.628	0.893	1.238	2.816	0.849	0.78	0.79	0.21	2.15	0.07	0.93	0.56	0.78	0.11	0.12	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101114	18:10:00	64	41.0610	-69.0910	0	82.0	73.92	152.9291643	21.35682957	0.018886512	0.331526275	0.223279046	0.134940666	0.078478955	10-2408	1.808	0.103	0.305	0.057	0.012	0.049	0.056	0.106	0.023	0.649	0.091	0.017	1.792	0.001	0.015	0.103	0.001	0.240	0.065	0.006	0.014	0.014	0.010	0.043	0.001	0.001	2.216	0.259	0.801	3.017	1.060	1.468	3.276	0.977	0.81	0.76	0.24	2.09	0.08	0.92	0.55	0.76	0.12	0.12	0.09	0.54	0.24	0.2435	0.346	1.047068757	9.857889432
20101114	21:33:00	65	41.0612	-68.9127	2.63	79.0	85.13	220.3238008	32.3442262	0.017770825	0.381681479	0.255166618	0.161198784	0.091253187	10-2409	2.070	0.059	0.380	0.051	0.013	0.035	0.065	0.081	0.009	0.887	0.038	0.004	2.037	0.001	0.033	0.059	0.001	0.258	0.122	0.003	0.007	0.008	0.022	0.035	0.001	0.001	2.509	0.210	0.973	3.482	1.183	1.622	3.692	1.101	0.78	0.82	0.18	2.12	0.06	0.94	0.56	0.84	0.10	0.06	4.10	1.50	0.52	0.5205	0.1865	6.493755753	2.484254427
20101114	21:33:00	65	41.0612	-68.9127	11.53	79.0	96.86	188.0066062	26.49841967	0.017351683	0.393134349	0.268758146	0.174511505	0.103487527	10-2410	1.937	0.060	0.350	0.051	0.013	0.035	0.066	0.073	0.009	0.813	0.031	0.005	1.908	0.001	0.029	0.060	0.001	0.238	0.112	0.004	0.008	0.008	0.021	0.034	0.001	0.001	2.347	0.204	0.892	3.239	1.096	1.506	3.443	1.023	0.78	0.81	0.19	2.14	0.06	0.94	0.56	0.83	0.11	0.06	3.04	1.79	0.46	0.4625	0.2455	2.208985005	1.865067145
20101114	21:33:00	65	41.0612	-68.9127	24.73	79.0	76.99677455	143.6026593	19.88570624	0.017983231	0.362039151	0.246426598	0.152455086	0.088669548	10-2733	1.405	0.033	0.261	0.040	0.001	0.020	0.022	0.043	0.004	0.649	0.009	0.004	1.395	0.001	0.011	0.033	0.001	0.179	0.082	0.001	0.005	0.003	0.022	0.020	0.001	0.001	1.699	0.113	0.678	2.377	0.791	1.085	2.490	0.737	0.77	0.86	0.14	2.15	0.05	0.95	0.56	0.89	0.06	0.05	3.01	1.51	0.56	0.5575	0.091	0.383349498	2.190777939
20101115	09:38:00	71	40.1758	-68.4813	2.33	600.0	64.99602985	78.24107992	10.76668263	0.019116688	0.165255337	0.111342699	0.070024204	0.043400906	10-2411	0.817	0.166	0.173	0.031	0.043	0.124	0.032	0.021	0.001	0.126	0.015	0.016	0.813	0.001	0.004	0.166	0.001	0.093	0.080	0.002	0.017	0.011	0.001	0.020	0.001	0.001	1.156	0.100	0.308	1.464	0.408	0.747	1.564	0.522	0.91	0.75	0.25	2.83	0.06	0.94	0.52	0.27	0.38	0.35	-999.00	-999.00	0.15	-999.00	-999.00	-999.00	-999.00
20101115	09:38:00	71	40.1758	-68.4813	19.63	600.0	-999.00	66.68319412	9.750303764	0.018578615	0.166195408	0.112374387	0.073910535	0.045944229	10-2412	0.652	0.133	0.137	0.026	0.036	0.103	0.027	0.017	0.001	0.100	0.012	0.013	0.652	0.001	0.001	0.133	0.001	0.073	0.064	0.002	0.015	0.009	0.001	0.001	0.001	0.001	0.922	0.083	0.251	1.173	0.334	0.604	1.256	0.424	0.93	0.75	0.25	2.76	0.07	0.93	0.52	0.26	0.39	0.34	-999.00	-999.00	0.15	-999.00	-999.00	-999.00	-999.00
20101115	09:38:00	71	40.1758	-68.4813	47.13	600.0	60.92102278	73.72692136	10.25525296	0.018504373	0.137389393	0.094827012	0.060194991	0.042101236	10-2413	0.648	0.123	0.144	0.025	0.045	0.103	0.030	0.016	0.001	0.097	0.011	0.012	0.644	0.001	0.005	0.123	0.001	0.074	0.070	0.001	0.014	0.007	0.001	0.001	0.005	0.001	0.915	0.083	0.256	1.171	0.339	0.606	1.254	0.421	0.94	0.76	0.24	2.70	0.07	0.93	0.52	0.26	0.42	0.32	-999.00	-999.00	0.16	-999.00	-999.00	-999.00	-999.00
20101115	09:34:00	71	40.1758	-68.4813	92.13	600.0	48.28720776	-999	-999	0.018015187	0.142327953	0.10108382	0.065309786	0.039855284	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101115	09:19:00	71	40.1758	-68.4813	551.13	600.0	42.174836	-999	-999	0.020508199	0.080070735	0.054528334	0.037183186	0.020087293	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101115	11:56:00	72	40.2775	-68.1713	2.53	289.0	67.24703388	65.9486841	9.963504115	0.018857097	0.121611686	0.079341875	0.053627678	0.032904629	10-2414	0.715	0.129	0.156	0.029	0.056	0.101	0.033	0.019	0.001	0.100	0.012	0.021	0.701	0.011	0.003	0.129	0.001	0.085	0.071	0.001	0.013	0.008	0.001	0.006	0.015	0.001	1.000	0.102	0.269	1.269	0.371	0.656	1.371	0.452	0.92	0.73	0.27	2.70	0.07	0.93	0.52	0.25	0.42	0.33	1.06	0.57	0.32	0.146	0.1475	1.733650246	5.228203139
20101115	11:56:00	72	40.2775	-68.1713	14.33	289.0	63.90329951	74.01702909	10.50211702	0.019173849	0.120865046	0.078732887	0.051361896	0.029491417	10-2415	0.657	0.125	0.141	0.026	0.055	0.097	0.032	0.016	0.001	0.088	0.009	0.018	0.642	0.011	0.005	0.125	0.001	0.076	0.065	0.001	0.013	0.007	0.001	0.012	0.003	0.001	0.923	0.092	0.249	1.172	0.341	0.607	1.264	0.424	0.92	0.73	0.27	2.71	0.07	0.93	0.52	0.23	0.43	0.34	1.25	0.33	-999.00	0.147	0.1375	0.702855781	3.514095741
20101115	11:56:00	72	40.2775	-68.1713	47.63	289.0	64.64222457	70.57170976	10.22159123	0.018592447	0.125698162	0.078172583	0.053245718	0.032029878	10-2734	0.703	0.123	0.152	0.029	0.057	0.103	0.033	0.016	0.001	0.104	0.007	0.017	0.694	0.009	0.001	0.123	0.001	0.085	0.067	0.001	0.012	0.007	0.001	0.001	0.001	0.001	0.978	0.095	0.271	1.249	0.366	0.641	1.344	0.444	0.91	0.74	0.26	2.67	0.07	0.93	0.52	0.25	0.43	0.32	0.79	0.20	0.27	0.1625	0.1375	0.144239355	4.569676289
20101115	11:56:00	72	40.2775	-68.1713	94.13	289.0	-999.00	-999	-999	0.017917655	0.099293731	0.065818463	0.045410556	0.027726727	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.000	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101115	14:55:00	73	40.4037	-67.7615	0	145.0	63.38001897	90.76900611	12.21204655	0.018913325	0.105140648	0.070735635	0.049071855	0.028726668	10-2416	0.664	0.108	0.118	0.043	0.036	0.071	0.045	0.027	0.005	0.108	0.014	0.048	0.613	0.044	0.007	0.108	0.001	0.072	0.046	0.002	0.010	0.011	0.001	0.047	0.005	0.001	0.890	0.168	0.229	1.119	0.397	0.623	1.287	0.430	0.94	0.58	0.42	2.24	0.13	0.87	0.52	0.28	0.35	0.36	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101115	17:35:00	74	40.5988	-67.4393	2.93	103.0	68.86372892	96.96310649	12.33323591	0.019336941	0.158474982	0.101578245	0.06553128	0.037945473	10-2417	0.902	0.107	0.158	0.033	0.028	0.075	0.036	0.043	0.009	0.226	0.011	0.033	0.878	0.017	0.006	0.107	0.001	0.110	0.048	0.004	0.011	0.014	0.001	0.001	0.001	0.001	1.167	0.154	0.340	1.507	0.494	0.759	1.661	0.516	0.84	0.69	0.31	2.36	0.09	0.91	0.54	0.46	0.27	0.27	3.22	0.64	0.34	0.317	0.0745	0.730982631	8.555620977
20101115	17:35:00	74	40.5988	-67.4393	14.43	103.0	67.37873706	104.5204509	13.14115302	0.0194321	0.157321622	0.106899672	0.065626654	0.036859874	10-2418	0.960	0.110	0.171	0.034	0.029	0.076	0.035	0.039	0.009	0.253	0.012	0.030	0.933	0.017	0.010	0.110	0.001	0.120	0.051	0.003	0.012	0.015	0.001	0.012	0.019	0.001	1.241	0.147	0.370	1.611	0.517	0.798	1.758	0.545	0.83	0.72	0.28	2.40	0.08	0.92	0.55	0.49	0.26	0.26	-999.00	-999.00	0.33	-999.00	-999.00	-999.00	-999.00
20101115	17:35:00	74	40.5988	-67.4393	54.43	103.0	63.39384782	73.7937368	8.966904449	0.019336571	0.188230607	0.120199469	0.073167588	0.045126467	10-2735	0.829	0.092	0.158	0.029	0.031	0.072	0.016	0.023	0.002	0.262	0.006	0.012	0.821	0.005	0.003	0.092	0.001	0.107	0.051	0.001	0.010	0.005	0.009	0.006	0.001	0.001	1.079	0.082	0.371	1.450	0.453	0.703	1.532	0.491	0.85	0.82	0.18	2.38	0.05	0.95	0.54	0.55	0.24	0.21	1.63	0.19	0.30	0.2675	0.1955	0.287392051	3.236829306
20101115	21:16:00	76	40.8398	-66.9478	2.33	95.0	69.81863566	131.0237564	17.80015485	0.018601899	0.223034578	0.153898881	0.095526368	0.05645503	10-2419	0.975	0.080	0.168	0.028	0.017	0.061	0.022	0.038	0.004	0.318	0.014	0.009	0.969	0.001	0.006	0.080	0.001	0.130	0.038	0.002	0.009	0.008	0.001	0.001	0.001	0.001	1.223	0.101	0.410	1.633	0.511	0.759	1.734	0.521	0.78	0.80	0.20	2.39	0.06	0.94	0.56	0.64	0.19	0.17	2.52	0.75	-999.00	0.343	0.208	1.426573461	4.227561439
20101115	21:16:00	76	40.8398	-66.9478	11.53	95.0	67.94401908	101.2470687	13.46432106	0.017952587	0.227854003	0.156419471	0.099740381	0.062626682	10-2420	1.095	0.080	0.191	0.032	0.020	0.071	0.026	0.043	0.005	0.368	0.014	0.010	1.085	0.001	0.011	0.080	0.001	0.147	0.044	0.002	0.009	0.009	0.005	0.011	0.001	0.001	1.366	0.116	0.473	1.839	0.589	0.860	1.955	0.589	0.79	0.80	0.20	2.32	0.06	0.94	0.56	0.65	0.20	0.15	3.03	1.01	-999.00	0.333	0.072	0.543207309	0.843046761
20101115	21:16:00	76	40.8398	-66.9478	47.43	95.0	-999	-999	-999	0.018575821	0.229148883	0.151384984	0.094746367	0.055585154	10-2421	1.020	0.065	0.181	0.031	0.019	0.058	0.010	0.030	0.003	0.394	0.010	0.006	1.015	0.001	0.005	0.065	0.001	0.137	0.044	0.001	0.008	0.004	0.005	0.022	0.001	0.001	1.266	0.080	0.481	1.747	0.561	0.807	1.827	0.562	0.79	0.86	0.14	2.26	0.04	0.96	0.56	0.72	0.15	0.13	2.77	1.13	-999.00	0.3	0.0305	-999.00	-999.00
20101116	12:15:00	85	41.6468	-66.1718	2.63	98.0	77.53308102	88.29656769	-999	0.019329959	0.241424386	0.156142397	0.096632113	0.055652868	10-2422	0.907	0.169	0.162	0.035	0.026	0.107	0.041	0.024	0.002	0.132	0.018	0.024	0.899	0.001	0.008	0.169	0.001	0.099	0.063	0.004	0.020	0.014	0.001	0.014	0.007	0.001	1.238	0.126	0.283	1.521	0.409	0.740	1.647	0.517	0.82	0.69	0.31	3.03	0.08	0.92	0.55	0.29	0.34	0.37	3.46	0.48	0.38	0.3825	0.063	1.024315936	3.221744211
20101116	12:15:00	85	41.6468	-66.1718	15.23	98.0	66.49940949	70.2074236	9.951188498	0.018889274	0.217080599	0.14458313	0.092783402	0.054519943	10-2423	0.624	0.128	0.118	0.027	0.023	0.085	0.024	0.015	0.001	0.095	0.009	0.018	0.620	0.001	0.005	0.128	0.001	0.067	0.051	0.003	0.015	0.010	0.001	0.013	0.001	0.001	0.870	0.084	0.212	1.082	0.296	0.542	1.166	0.382	0.87	0.72	0.28	2.94	0.07	0.93	0.54	0.27	0.35	0.38	2.41	0.23	0.35	0.3465	0.0145	0.37646976	1.986456745
20101116	12:15:00	85	41.6468	-66.1718	30.93	98.0	62.58430815	63.88056179	8.017077922	0.018748806	0.166338465	0.110291962	0.07092714	0.042819919	10-2736	0.540	0.119	0.118	0.022	0.031	0.083	0.019	0.012	0.001	0.087	0.004	0.010	0.540	0.001	0.001	0.119	0.001	0.066	0.052	0.001	0.012	0.007	0.006	0.004	0.001	0.001	0.777	0.063	0.205	0.982	0.268	0.505	1.045	0.353	0.94	0.76	0.24	2.90	0.06	0.94	0.52	0.26	0.38	0.37	3.26	0.42	0.33	0.325	0.1905	0.069795734	2.936105066
20101116	12:15:00	85	41.6468	-66.1718	89.13	98.0	57.74937002	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101116	17:56:00	87	41.6800	-65.7747	2.33	513.0	77.57283306	174.9897974	27.0908946	0.018982268	0.274103292	0.179174067	0.112145297	0.06743482	10-2424	2.022	0.417	0.316	0.082	0.034	0.161	0.118	0.082	0.010	0.243	0.145	0.055	1.970	0.001	0.052	0.417	0.001	0.238	0.078	0.019	0.036	0.041	0.001	0.022	0.010	0.001	2.755	0.347	0.583	3.338	0.930	1.663	3.685	1.173	0.82	0.63	0.37	2.96	0.09	0.91	0.55	0.33	0.27	0.40	1.87	0.02	0.35	0.3535	0.312	0.878090378	6.55238944
20101116	17:56:00	87	41.6800	-65.7747	10.83	513.0	76.93239912	145.8351216	23.26674166	0.019051535	0.275981439	0.182761059	0.113464478	0.064545941	10-2425	1.875	0.329	0.311	0.078	0.031	0.162	0.099	0.059	0.005	0.313	0.097	0.043	1.845	0.001	0.030	0.329	0.001	0.229	0.082	0.011	0.033	0.032	0.001	0.026	0.012	0.001	2.515	0.284	0.603	3.118	0.887	1.527	3.402	1.074	0.81	0.68	0.32	2.84	0.08	0.92	0.55	0.38	0.27	0.35	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101116	17:56:00	87	41.6800	-65.7747	34.73	513.0	76.51800069	142.1477513	20.63435486	0.019049786	0.306300045	0.190762219	0.121979412	0.069501477	10-2426	2.185	0.192	0.358	0.073	0.015	0.085	0.036	0.063	0.004	0.804	0.040	0.021	2.175	0.001	0.010	0.192	0.001	0.293	0.065	0.004	0.022	0.013	0.007	0.020	0.001	0.001	2.735	0.197	0.944	3.679	1.141	1.691	3.876	1.193	0.77	0.83	0.17	2.40	0.05	0.95	0.56	0.71	0.11	0.18	4.16	0.34	0.49	0.493	0.0835	0.07676489	5.697290083
20101116	17:56:00	87	41.6800	-65.7747	149.13	513.0	42.48458766	-999.00	-999.00	0.018137548	0.251103209	0.169751674	0.107354184	0.061424556	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101116	20:40:00	88	41.9757	-65.9273	0	113.0	73.86208346	200.0756093	25.58219896	0.018864369	0.319317891	0.208389381	0.129220046	0.074892522	10-2427	1.236	0.228	0.196	0.049	0.014	0.075	0.073	0.042	0.004	0.211	0.080	0.030	1.225	0.001	0.011	0.228	0.001	0.148	0.048	0.008	0.026	0.027	0.001	0.023	0.001	0.001	1.660	0.198	0.380	2.040	0.578	1.002	2.238	0.711	0.81	0.66	0.34	2.87	0.09	0.91	0.55	0.41	0.23	0.36	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101116	20:40:00	88	41.9757	-65.9273	2.63	113.0	78.92904611	204.6841069	27.77571585	0.019206839	0.315881564	0.201508511	0.125147528	0.068999033	10-2428	2.941	0.304	0.501	0.099	0.028	0.148	0.089	0.091	0.006	0.892	0.112	0.030	2.918	0.001	0.023	0.304	0.001	0.402	0.099	0.006	0.035	0.025	0.001	0.028	0.001	0.001	3.746	0.315	1.180	4.926	1.495	2.300	5.241	1.603	0.78	0.79	0.21	2.51	0.06	0.94	0.56	0.63	0.17	0.21	4.10	0.46	0.52	0.52	0.097	1.999144162	2.958001457
20101116	20:40:00	88	41.9757	-65.9273	11.63	113.0	76.14127484	216.5929814	28.36930182	0.01852856	0.326383173	0.215617928	0.135755833	0.080445126	10-2429	2.552	0.330	0.404	0.096	0.025	0.121	0.131	0.091	0.006	0.618	0.147	0.026	2.527	0.001	0.025	0.330	0.001	0.330	0.074	0.012	0.034	0.039	0.001	0.012	0.001	0.001	3.286	0.350	0.911	4.197	1.261	1.995	4.547	1.398	0.78	0.72	0.28	2.61	0.08	0.92	0.56	0.55	0.20	0.25	4.68	0.70	0.59	0.5935	0.096	0.568493652	3.486407702
20101116	20:40:00	88	41.9757	-65.9273	40.13	113.0	73.80557459	160.7444529	20.26579764	0.018160498	0.305331952	0.205310405	0.130600666	0.079305757	10-2430	2.320	0.175	0.378	0.074	0.014	0.077	0.032	0.068	0.003	0.898	0.032	0.017	2.311	0.001	0.009	0.175	0.001	0.315	0.063	0.003	0.019	0.012	0.007	0.015	0.001	0.001	2.873	0.194	1.021	3.894	1.215	1.768	4.088	1.245	0.76	0.84	0.16	2.36	0.05	0.95	0.57	0.75	0.10	0.15	4.47	0.33	0.49	0.4905	0.1555	0.095956707	3.331904811
20101116	20:40:00	88	41.9757	-65.9273	40.13	113.0	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	10-2430.5	2.316	0.175	0.376	0.073	0.014	0.077	0.033	0.068	0.003	0.897	0.033	0.017	2.307	0.001	0.009	0.175	0.001	0.314	0.062	0.003	0.019	0.012	0.007	0.014	0.001	0.001	2.867	0.194	1.021	3.888	1.215	1.766	4.082	1.246	0.76	0.84	0.16	2.36	0.05	0.95	0.57	0.75	0.10	0.15	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00
20101117	12:08:00	94	42.5442	-66.5385	1.63	239.0	76.67542023	157.1746846	20.49928731	0.018281106	0.353846296	0.232344409	0.145823714	0.084983465	10-2737	1.457	0.180	0.244	0.048	0.015	0.079	0.073	0.039	0.002	0.350	0.057	0.010	1.451	0.001	0.007	0.180	0.001	0.177	0.067	0.003	0.020	0.013	0.013	0.015	0.001	0.001	1.881	0.172	0.501	2.382	0.673	1.097	2.554	0.764	0.75	0.74	0.26	2.79	0.07	0.93	0.57	0.53	0.22	0.25	3.89	0.84	0.54	0.541	0.0335	3.805084177	1.476588479
20101117	12:08:00	94	42.5442	-66.5385	14.33	239.0	76.02825708	159.7587033	19.7449349	0.018597133	0.347393621	0.226242802	0.140759488	0.079081022	10-2431	1.584	0.187	0.275	0.056	0.017	0.085	0.082	0.043	0.003	0.398	0.065	0.014	1.576	0.001	0.008	0.187	0.001	0.197	0.078	0.003	0.023	0.015	0.001	0.022	0.001	0.001	2.046	0.198	0.565	2.611	0.763	1.225	2.809	0.848	0.77	0.74	0.26	2.68	0.07	0.93	0.56	0.55	0.22	0.24	3.98	1.45	0.53	0.5285	0.052	1.694255324	1.438343661
