20110712	18:26:00	10	38.73214833	-76.45886833	4.63	11.28	9.1	226.5	16.55	2597.47	326.24	0.018630523	1.9139	1.2290	0.7114	0.3998	-999	-999	2	11.582	0.743	0.420	1.687	0.000999	0.080	0.520	0.179	0.000999	0.668	0.116	3.590	11.456	0.000999	0.126	0.743	0.000999	0.357	0.063	0.056	0.086	0.098	0.319	0.266	0.108	0.000999	12.744	5.975	0.863	13.607	6.838	8.000	19.582	5.715	0.69	0.13	0.88	1.87	0.31	0.70	0.60	-999	5.52
20110712	19:46:00	11	38.73214833	-76.45886833	0.50	11.28	8.8	235.5	17.67	2725.57	337.13	0.018587773	1.8871	1.2184	0.7053	0.3956	2	8.880	0	13.354	0.952	0.674	1.829	0.000999	0.104	0.887	0.431	0.022	0.428	0.619	3.855	13.200	0.000999	0.154	0.952	0.000999	0.618	0.056	0.101	0.100	0.139	0.215	0.180	0.000999	0.000999	14.979	7.024	1.151	16.130	8.175	9.801	23.154	6.845	0.73	0.14	0.86	1.83	0.30	0.70	0.58	-999	21.95
20110712	19:46:00	11	38.73214833	-76.45886833	2.23	11.28	9.1	223.7	14.95	2717.42	364.12	-999	-999	-999	-999	-999	-999	-999	0	13.750	0.951	0.630	1.890	0.000999	0.121	0.770	0.362	0.015	0.465	0.525	4.234	13.624	0.000999	0.126	0.951	0.000999	0.566	0.064	0.084	0.111	0.169	0.206	0.201	0.102	0.000999	15.330	7.271	1.111	16.441	8.382	9.963	23.712	7.066	0.72	0.13	0.87	1.83	0.31	0.69	0.58	-999	14.61
20110712	19:46:00	11	38.73214833	-76.45886833	4.63	11.28	9.3	220.7	14.66	2228.90	292.28	-999	-999	-999	-999	-999	-999	-999	0	11.028	0.571	0.345	1.556	0.000999	0.066	0.370	0.151	0.000999	0.549	0.145	3.327	10.874	0.000999	0.154	0.571	0.000999	0.296	0.049	0.047	0.083	0.096	0.399	0.302	0.070	0.000999	11.944	5.404	0.760	12.704	6.164	7.080	18.108	5.028	0.64	0.12	0.88	1.94	0.30	0.70	0.61	-999	3.25
20110712	21:15:00	12	38.73214833	-76.45886833	0.50	11.28	9.0	232.2	16.82	2903.14	381.85	0.018638227	1.8953	1.2094	0.6919	0.3913	3	10.820	0	14.299	1.010	0.736	1.896	0.000999	0.128	0.828	0.488	0.042	0.423	0.759	4.328	14.181	0.000999	0.118	1.010	0.000999	0.670	0.066	0.088	0.117	0.113	0.177	0.213	0.088	0.000999	16.044	7.582	1.310	17.354	8.892	10.638	24.936	7.476	0.74	0.15	0.85	1.80	0.30	0.70	0.57	-999	-999
20110712	21:15:00	12	38.73214833	-76.45886833	2.23	11.28	9.0	227.4	19.22	3014.12	389.43	0.018588974	1.8959	1.2263	0.7125	0.4012	-999	-999	1	13.577	1.019	0.568	1.956	0.000999	0.123	0.746	0.333	0.036	0.451	0.421	4.421	13.470	0.000999	0.107	1.019	0.000999	0.505	0.064	0.074	0.123	0.122	0.204	0.183	0.095	0.000999	15.165	7.493	0.994	16.159	8.487	10.074	23.652	7.181	0.74	0.12	0.88	1.79	0.32	0.69	0.57	-999	-999
20110712	21:15:00	12	38.73214833	-76.45886833	4.63	11.28	9.2	222.6	14.85	2403.79	316.88	0.018622711	1.9117	1.2294	0.7118	0.3954	-999	-999	0	10.259	0.649	0.366	1.614	0.000999	0.075	0.339	0.169	0.013	0.661	0.151	3.289	10.165	0.000999	0.094	0.649	0.000999	0.313	0.053	0.043	0.080	0.092	0.362	0.301	0.101	0.000999	11.275	5.424	0.887	12.162	6.311	7.326	17.586	5.164	0.71	0.14	0.86	1.79	0.31	0.69	0.58	-999	-999
20110713	13:49:00	13	38.64935	-76.16745	0.50	6.40	7.6	258.7	18.94	2488.18	384.09	0.018454825	2.3911	1.5392	0.8865	0.5022	3	13.708	0	18.589	1.224	0.615	2.373	0.000999	0.060	0.541	0.475	0.051	1.091	0.279	3.683	18.283	0.000999	0.306	1.224	0.000999	0.585	0.030	0.155	0.170	0.210	0.608	0.495	0.256	0.000999	20.428	7.123	1.430	21.858	8.553	10.392	28.981	6.878	0.56	0.17	0.83	2.39	0.25	0.75	0.64	18.87	36.68
20110713	13:49:00	13	38.64935	-76.16745	1.30	6.40	7.7	256.7	18.60	2642.54	372.46	-999	-999	-999	-999	-999	-999	-999	0	16.843	1.168	0.599	2.327	0.000999	0.055	0.595	0.409	0.042	1.033	0.247	3.170	16.633	0.000999	0.210	1.168	0.000999	0.572	0.027	0.140	0.153	0.196	0.671	0.365	0.249	0.000999	18.610	6.543	1.335	19.945	7.878	9.645	26.488	6.268	0.57	0.17	0.83	2.36	0.25	0.75	0.64	14.34	35.74
20110713	13:47:00	13	38.64935	-76.16745	2.70	6.40	7.7	248.7	19.86	2641.36	349.50	-999	-999	-999	-999	-999	-999	-999	0	15.729	0.925	0.467	2.291	0.000999	0.037	0.418	0.229	0.033	1.045	0.141	3.021	15.536	0.000999	0.193	0.925	0.000999	0.447	0.020	0.140	0.128	0.122	0.821	0.640	0.215	0.000999	17.122	5.992	1.223	18.345	7.215	8.607	24.337	5.587	0.55	0.17	0.83	2.37	0.25	0.75	0.65	5.18	12.44
20110713	15:10:00	14	38.649545	-76.19973667	0.50	6.10	7.9	252.4	17.82	3312.77	383.24	0.018416886	2.2945	1.4786	0.8574	0.4877	2	11.742	1	18.552	1.413	0.795	2.301	0.000999	0.061	1.034	0.576	0.048	0.787	0.594	3.688	18.343	0.000999	0.210	1.413	0.000999	0.772	0.023	0.142	0.193	0.222	0.428	0.344	0.279	0.000999	20.760	7.646	1.441	22.201	9.087	11.295	29.847	7.576	0.61	0.16	0.84	2.29	0.26	0.75	0.63	17.22	25.00
20110713	15:10:00	14	38.649545	-76.19973667	1.50	6.10	7.8	249.1	17.40	3005.05	382.35	0.018515573	2.2742	1.4636	0.8444	0.4782	-999	-999	0	18.122	1.381	0.769	2.365	0.000999	0.069	1.013	0.573	0.049	0.788	0.571	3.677	17.889	0.000999	0.233	1.381	0.000999	0.746	0.023	0.175	0.183	0.218	0.466	0.329	0.281	0.000999	20.272	7.677	1.428	21.700	9.105	11.255	29.377	7.499	0.62	0.16	0.84	2.23	0.26	0.74	0.62	13.23	18.64
20110713	15:10:00	14	38.649545	-76.19973667	3.10	6.10	7.7	250.8	19.69	3224.28	373.96	0.018494354	2.2805	1.4747	0.8469	0.4800	-999	-999	0	17.875	1.293	0.735	2.389	0.000999	0.060	0.939	0.471	0.030	0.824	0.468	3.536	17.648	0.000999	0.227	1.293	0.000999	0.712	0.023	0.118	0.180	0.219	0.523	0.351	0.274	0.000999	19.903	7.365	1.352	21.255	8.717	10.745	28.620	7.120	0.60	0.16	0.84	2.28	0.26	0.74	0.62	5.81	5.79
20110713	16:13:00	15	38.64982	-76.24949667	0.50	6.71	8.0	244.2	18.24	3163.64	335.16	0.018628898	2.1201	1.3616	0.7812	0.4421	2	9.908	0	13.049	1.022	0.454	2.010	0.000999	0.064	0.585	0.395	0.055	0.408	0.396	3.493	12.903	0.000999	0.146	1.022	0.000999	0.432	0.022	0.142	0.132	0.141	0.244	0.188	0.212	0.000999	14.525	6.538	0.868	15.393	7.406	8.882	21.931	5.968	0.68	0.12	0.88	1.96	0.30	0.70	0.60	12.09	14.98
20110713	16:13:00	15	38.64982	-76.24949667	1.70	6.71	8.1	248.5	19.51	3396.44	358.50	-999	-999	-999	-999	-999	-999	-999	0	15.341	1.061	0.526	2.033	0.000999	0.061	0.658	0.389	0.042	0.451	0.441	4.002	15.191	0.000999	0.150	1.061	0.000999	0.496	0.030	0.142	0.131	0.146	0.286	0.158	0.212	0.000999	16.928	7.124	0.953	17.881	8.077	9.664	25.005	6.674	0.63	0.12	0.88	2.10	0.28	0.72	0.61	11.29	11.91
20110713	16:13:00	15	38.64982	-76.24949667	3.40	6.71	8.4	230.5	20.09	3097.03	352.32	-999	-999	-999	-999	-999	-999	-999	1	12.112	0.737	0.347	1.938	0.000999	0.043	0.495	0.128	0.019	0.580	0.101	2.735	11.976	0.000999	0.136	0.737	0.000999	0.323	0.024	0.060	0.095	0.117	0.507	0.334	0.119	0.000999	13.195	5.315	0.724	13.919	6.038	7.121	19.233	4.690	0.59	0.12	0.88	2.19	0.28	0.72	0.63	6.35	4.58
20110713	17:48:00	16	38.649085	-76.29814667	0.50	13.11	8.6	237.2	18.65	2769.22	384.11	0.0187162	1.9468	1.2493	0.7172	0.4027	1	11.580	0	14.065	0.759	0.699	2.021	0.000999	0.066	0.528	0.606	0.040	0.391	1.008	3.879	13.827	0.000999	0.238	0.759	0.000999	0.672	0.027	0.095	0.107	0.128	0.162	0.175	0.135	0.000999	15.523	7.074	1.465	16.988	8.539	9.997	24.062	6.631	0.71	0.17	0.83	1.82	0.29	0.71	0.58	14.35	14.92
20110713	17:48:00	16	38.649085	-76.29814667	1.70	13.11	8.5	236.4	18.00	2978.85	401.44	0.018672686	1.9478	1.2520	0.7243	0.4096	-999	-999	0	15.116	0.891	0.576	2.115	0.000999	0.060	0.662	0.460	0.042	0.403	0.587	4.558	14.862	0.000999	0.254	0.891	0.000999	0.559	0.017	0.119	0.126	0.157	0.196	0.182	0.121	0.000999	16.583	7.837	1.050	17.633	8.887	10.354	25.470	7.161	0.68	0.12	0.88	1.87	0.31	0.69	0.59	15.49	7.57
20110713	17:48:00	16	38.649085	-76.29814667	3.40	13.11	8.7	234.0	17.20	2647.55	-999	0.018609545	1.9747	1.2704	0.7329	0.4144	-999	-999	0	15.592	0.815	0.836	2.177	0.000999	0.097	0.563	0.481	0.033	0.556	1.016	3.461	15.372	0.000999	0.220	0.815	0.000999	0.793	0.043	0.059	0.122	0.147	0.332	0.239	0.137	0.000999	17.243	6.715	1.669	18.912	8.384	10.035	25.627	6.508	0.64	0.20	0.80	2.06	0.26	0.74	0.61	4.82	2.58
20110713	19:18:00	17	38.64315167	-76.35015667	0.50	5.49	9.5	228.3	16.95	1911.75	229.48	0.018542521	1.8470	1.1961	0.6937	0.3874	4	9.885	0	11.222	0.825	0.356	1.720	0.000999	0.084	0.477	0.203	0.021	0.361	0.196	3.957	11.084	0.000999	0.138	0.825	0.000999	0.315	0.041	0.082	0.094	0.146	0.185	0.147	0.060	0.000999	12.403	6.378	0.641	13.044	7.019	8.200	19.422	5.900	0.73	0.09	0.91	1.77	0.33	0.67	0.58	20.16	-999
20110713	19:18:00	17	38.64315167	-76.35015667	2.40	5.49	9.8	228.5	-71.32	1820.64	218.41	-999	-999	-999	-999	-999	-999	-999	5	9.675	0.513	0.245	1.476	0.000999	0.065	0.277	0.117	0.010	0.373	0.077	3.561	9.593	0.000999	0.082	0.513	0.000999	0.208	0.037	0.042	0.068	0.090	0.170	0.147	0.055	0.000999	10.433	5.441	0.515	10.948	5.955	6.713	16.388	4.865	0.70	0.09	0.91	1.75	0.33	0.67	0.59	18.78	-999
20110713	19:18:00	17	38.64315167	-76.35015667	4.90	5.49	9.8	226.9	16.42	1489.40	188.76	-999	-999	-999	-999	-999	-999	-999	0	7.865	0.353	0.188	1.387	0.000999	0.032	0.172	0.068	0.000999	0.422	0.027	2.771	7.763	0.000999	0.102	0.353	0.000999	0.159	0.029	0.044	0.053	0.045	0.294	0.265	0.000999	0.000999	8.406	4.398	0.481	8.887	4.879	5.420	13.285	3.777	0.69	0.10	0.90	1.72	0.33	0.67	0.59	6.70	-999
20110714	14:59:00	18	39.115815	-76.32899333	0.50	6.10	6.8	212.0	22.97	2668.88	298.20	0.018268387	2.2916	1.4706	0.8488	0.4853	1	10.385	0	16.087	1.035	1.227	1.384	0.029	0.037	0.883	1.169	0.068	1.808	1.487	2.276	15.808	0.000999	0.279	1.035	0.000999	1.210	0.017	0.136	0.141	0.141	0.580	0.738	0.000999	0.000999	18.349	5.780	3.361	21.710	9.141	11.403	27.490	7.555	0.71	0.37	0.63	2.01	0.21	0.79	0.59	24.20	31.80
20110714	14:59:00	18	39.115815	-76.32899333	1.40	6.10	6.8	210.4	22.63	2775.09	295.92	-999	-999	-999	-999	-999	-999	-999	0	15.965	0.994	1.224	1.373	0.023	0.041	0.849	1.128	0.044	1.665	1.554	2.250	15.540	0.000999	0.425	0.994	0.000999	1.204	0.020	0.138	0.126	0.139	0.582	0.812	0.000999	0.000999	18.183	5.644	3.283	21.466	8.927	11.145	27.110	7.376	0.70	0.37	0.63	2.04	0.21	0.79	0.59	13.34	23.03
20110714	14:59:00	18	39.115815	-76.32899333	2.80	6.10	6.9	211.1	22.60	2653.04	280.79	-999	-999	-999	-999	-999	-999	-999	0	15.270	0.913	1.216	1.351	0.000999	0.044	0.796	1.090	0.052	1.605	1.505	2.156	14.878	0.000999	0.392	0.913	0.000999	1.193	0.023	0.139	0.116	0.136	0.560	0.809	0.000999	0.000999	17.399	5.445	3.154	20.553	8.599	10.728	25.998	7.019	0.70	0.37	0.63	2.02	0.21	0.79	0.59	2.60	4.02
20110714	16:34:00	19	39.09245833	-76.33889	0.50	5.79	6.9	209.6	22.63	2746.53	302.36	0.01827206	2.2531	1.4435	0.8281	0.4697	1	9.743	1	18.678	1.447	1.579	1.479	0.023	0.049	1.138	1.668	0.110	1.821	2.042	2.339	18.354	0.000999	0.324	1.447	0.000999	1.556	0.023	0.178	0.164	0.157	0.498	0.665	0.000999	0.000999	21.704	6.733	3.934	25.638	10.667	13.693	32.371	8.858	0.730	0.365	0.635	2.035	0.210	0.790	0.580	-999	39.16
20110714	16:34:00	19	39.09245833	-76.33889	1.50	5.79	6.9	205.2	21.28	2792.24	314.10	0.018303098	2.2551	1.4424	0.8258	0.4705	-999	-999	0	19.168	1.413	1.570	1.552	0.000999	0.048	1.128	1.620	0.102	1.791	2.029	2.536	18.765	0.000999	0.403	1.413	0.000999	1.544	0.026	0.197	0.173	0.152	0.508	0.704	0.000999	0.000999	22.151	6.938	3.868	26.019	10.806	13.789	32.957	8.945	0.72	0.36	0.64	2.05	0.21	0.79	0.58	-999	28.87
20110714	16:34:00	19	39.09245833	-76.33889	2.90	5.79	6.9	205.6	24.64	2717.44	289.48	0.018219706	2.2681	1.4591	0.8424	0.4832	-999	-999	0	18.356	1.262	1.537	1.516	0.022	0.051	1.109	1.510	0.088	1.879	1.995	2.343	18.005	0.000999	0.351	1.262	0.000999	1.516	0.021	0.207	0.154	0.161	0.544	0.724	0.000999	0.000999	21.155	6.566	3.947	25.102	10.513	13.312	31.668	8.661	0.73	0.38	0.62	2.01	0.21	0.79	0.58	-999	9.70
20110714	17:44:00	20	39.074635	-76.34812667	0.50	6.40	6.9	203.8	22.09	3035.23	358.73	0.018248162	2.2182	1.4256	0.8274	0.4738	-999	-999	0	22.893	2.101	2.013	1.683	0.000999	0.072	1.471	2.127	0.123	1.881	2.689	2.909	22.500	0.000999	0.393	2.101	0.000999	1.979	0.034	0.252	0.241	0.234	0.459	0.644	0.000999	0.000999	27.006	8.313	4.642	31.648	12.955	17.069	39.961	11.123	0.75	0.36	0.64	2.08	0.21	0.79	0.57	-999	50.33
20110714	17:44:00	20	39.074635	-76.34812667	1.60	6.40	7.0	211.2	20.03	3010.52	352.32	-999	-999	-999	-999	-999	-999	-999	0	25.569	2.463	2.312	2.014	0.036	0.080	1.696	2.487	0.149	1.975	3.333	2.971	25.100	0.000999	0.469	2.463	0.000999	2.277	0.035	0.309	0.277	0.278	0.488	0.674	0.000999	0.000999	30.344	9.317	5.424	35.768	14.741	19.516	45.085	12.554	0.76	0.37	0.63	2.06	0.21	0.79	0.57	-999	31.99
20110714	17:44:00	20	39.074635	-76.34812667	3.20	6.40	6.9	202.1	20.87	2727.82	309.56	-999	-999	-999	-999	-999	-999	-999	1	20.407	1.338	1.496	1.679	0.000999	0.070	1.167	1.286	0.060	2.164	1.607	2.891	20.041	0.000999	0.366	1.338	0.000999	1.465	0.031	0.222	0.165	0.214	0.504	0.859	0.000999	0.000999	23.241	7.082	3.840	27.081	10.922	13.755	34.163	9.235	0.68	0.35	0.65	2.13	0.21	0.79	0.60	-999	6.58
20110714	18:47:00	21	39.06655	-76.34953833	0.50	7.62	6.9	213.5	19.30	2847.78	351.94	0.018317568	2.2393	1.4346	0.8251	0.4704	-999	-999	0	27.348	4.422	1.811	2.095	0.000999	0.084	1.489	2.210	0.254	2.586	1.830	2.988	26.950	0.000999	0.398	4.422	0.000999	1.771	0.040	0.547	0.474	0.376	0.421	0.707	0.000999	0.000999	33.582	9.036	4.500	38.082	13.536	19.769	47.118	13.399	0.72	0.33	0.67	2.48	0.19	0.81	0.58	-999	53.99
20110714	18:47:00	21	39.06655	-76.34953833	1.60	7.62	6.8	147.4	15.46	3027.15	348.92	0.018318341	2.2201	1.4244	0.8224	0.4717	-999	-999	0	26.717	4.323	1.766	2.157	0.028	0.090	1.610	2.126	0.254	2.511	1.775	2.984	26.139	0.000999	0.578	4.323	0.000999	1.728	0.038	0.584	0.465	0.391	0.445	0.696	0.000999	0.000999	32.806	9.131	4.404	37.210	13.535	19.624	46.341	13.321	0.73	0.33	0.67	2.42	0.20	0.80	0.58	-999	25.09
20110714	18:47:00	21	39.06655	-76.34953833	3.20	7.62	6.8	208.3	21.06	3164.97	346.27	0.018264552	2.2652	1.4579	0.8269	0.4767	-999	-999	0	27.246	4.241	1.854	2.003	0.000999	0.087	1.615	2.168	0.241	2.720	1.897	2.922	26.833	0.000999	0.413	4.241	0.000999	1.814	0.040	0.542	0.450	0.377	0.436	0.656	0.000999	0.000999	33.341	8.949	4.704	38.045	13.653	19.748	46.994	13.482	0.72	0.34	0.66	2.44	0.19	0.81	0.58	-999	5.84
20110714	20:03:00	22	39.06523333	-76.34606833	0.50	7.62	6.8	208.5	21.38	3186.31	349.86	0.018310232	2.2659	1.4521	0.8347	0.4728	2	7.321	0	26.383	2.999	2.159	1.985	0.000999	0.100	2.028	1.772	0.185	2.491	2.294	2.869	25.656	0.000999	0.727	2.999	0.000999	2.114	0.045	0.484	0.334	0.353	0.389	0.858	0.000999	0.000999	31.541	8.839	4.885	36.426	13.724	18.882	45.265	12.781	0.72	0.36	0.64	2.30	0.20	0.80	0.58	-999	56.77
20110714	20:03:00	22	39.06523333	-76.34606833	1.60	7.62	6.7	201.2	-999	3199.83	349.68	-999	-999	-999	-999	-999	-999	-999	1	26.381	2.816	2.106	2.059	0.039	0.102	1.965	1.688	0.177	2.490	2.247	2.879	25.777	0.000999	0.605	2.816	0.000999	2.061	0.045	0.446	0.302	0.337	0.399	0.857	0.000999	0.000999	31.303	8.767	4.877	36.180	13.644	18.565	44.946	12.537	0.71	0.36	0.64	2.29	0.20	0.81	0.59	-999	33.77
20110714	20:03:00	22	39.06523333	-76.34606833	3.20	7.62	6.9	206.8	-999	2872.25	305.39	-999	-999	-999	-999	-999	-999	-999	0	21.660	1.756	1.485	1.839	0.031	0.065	1.301	1.139	0.096	2.644	1.276	2.718	21.193	0.000999	0.467	1.756	0.000999	1.450	0.035	0.298	0.201	0.264	0.440	0.870	0.000999	0.000999	24.901	7.093	4.016	28.917	11.109	14.350	36.010	9.791	0.66	0.36	0.64	2.24	0.20	0.80	0.60	-999	3.69
20110714	21:13:00	23	39.067615	-76.33645667	0.50	8.84	6.9	212.2	20.71	3685.90	412.20	0.018217113	2.2480	1.4458	0.8306	0.4696	1	9.350	0	38.011	6.092	3.423	2.904	0.000999	0.143	2.651	2.952	0.354	2.657	4.432	3.287	37.121	0.000999	0.890	6.092	0.000999	3.366	0.057	0.614	0.647	0.572	0.484	0.781	0.000999	0.000999	47.526	12.148	7.232	54.758	19.380	28.895	66.906	19.262	0.76	0.37	0.63	2.45	0.18	0.82	0.57	-999	-999
20110714	21:13:00	23	39.067615	-76.33645667	1.60	8.84	6.7	212.4	22.57	3697.63	423.71	0.018217707	2.2474	1.4515	0.8218	0.4695	-999	-999	0	38.813	5.248	3.765	2.783	0.000999	0.131	2.409	3.041	0.417	2.752	5.362	3.335	38.268	0.000999	0.545	5.248	0.000999	3.712	0.053	0.560	0.562	0.502	0.528	0.900	0.000999	0.000999	47.826	11.985	8.245	56.071	20.230	29.243	68.056	19.237	0.75	0.41	0.59	2.36	0.18	0.82	0.57	-999	-999
20110714	21:13:00	23	39.067615	-76.33645667	3.20	8.84	6.8	207.0	27.75	2341.65	227.13	0.018190066	2.3243	1.4960	0.8585	0.4902	-999	-999	0	10.097	0.548	0.522	0.973	0.000999	0.000999	0.372	0.413	0.032	1.824	0.224	1.539	9.882	0.000999	0.215	0.548	0.000999	0.522	0.000999	0.120	0.074	0.107	0.588	0.794	0.000999	0.000999	11.167	3.329	2.048	13.215	5.377	6.447	16.544	4.507	0.64	0.38	0.62	2.08	0.20	0.80	0.61	-999	-999
20110715	14:13:00	24	38.328185	-76.47875	0.50	12.19	10.7	239.5	22.53	3095.02	429.56	0.018377176	2.0253	1.2959	0.7468	0.4194	3	7.843	1	27.963	1.859	3.902	1.880	0.000999	0.112	1.540	2.667	0.217	2.101	7.419	1.668	27.159	0.000999	0.805	1.859	0.000999	3.826	0.076	0.114	0.251	0.255	0.475	0.645	0.127	0.000999	33.723	7.970	9.631	43.354	17.601	23.361	51.324	14.697	0.84	0.55	0.45	1.92	0.16	0.84	0.54	44.86	76.64
20110715	14:13:00	24	38.328185	-76.47875	2.10	12.19	-999	238.9	18.24	2919.03	417.30	-999	-999	-999	-999	-999	-999	-999	0	26.030	1.807	3.505	1.732	0.000999	0.111	1.417	2.318	0.188	2.099	6.535	1.550	25.464	0.000999	0.566	1.807	0.000999	3.431	0.074	0.129	0.234	0.259	0.497	0.638	0.132	0.000999	31.342	7.205	8.745	40.087	15.950	21.262	47.292	13.519	0.82	0.55	0.45	1.97	0.15	0.85	0.55	20.37	43.27
20110715	14:13:00	24	38.328185	-76.47875	4.30	12.19	11.1	237.9	17.35	2682.12	384.07	-999	-999	-999	-999	-999	-999	-999	0	21.718	1.436	2.989	1.384	0.000999	0.103	1.140	1.855	0.140	1.938	5.422	1.329	20.455	0.000999	1.263	1.436	0.000999	2.922	0.067	0.045	0.204	0.222	0.446	0.744	0.113	0.000999	26.143	5.848	7.463	33.606	13.311	17.736	39.454	11.368	0.82	0.56	0.44	1.96	0.15	0.85	0.55	3.49	3.26
20110715	15:36:00	25	38.328275	-76.47858333	0.50	11.28	11.0	214.2	-999	3559.28	514.81	0.018560548	1.9739	1.2518	0.7173	0.4057	2	8.390	0	44.778	2.213	7.223	2.668	0.000999	0.130	2.244	5.082	0.412	2.235	14.915	1.993	43.496	0.000999	1.282	2.213	0.000999	7.138	0.085	0.168	0.291	0.338	0.556	0.569	0.150	0.000999	54.214	12.399	17.280	71.494	29.679	39.115	83.893	23.730	0.87	0.58	0.42	1.83	0.15	0.85	0.53	-999	117.13
20110715	15:36:00	25	38.328275	-76.47858333	2.10	11.28	11.0	239.2	15.97	3583.51	543.43	0.018159873	2.0742	1.3257	0.7816	0.4411	-999	-999	0	42.272	2.239	6.626	2.463	0.000999	0.138	2.112	4.533	0.390	2.357	13.680	2.016	40.981	0.000999	1.291	2.239	0.000999	6.538	0.088	0.142	0.297	0.337	0.584	0.638	0.155	0.000999	51.138	11.514	16.175	67.313	27.689	36.554	78.827	22.542	0.86	0.58	0.42	1.85	0.15	0.85	0.54	-999	64.25
20110715	15:36:00	25	38.328275	-76.47858333	4.30	11.28	11.1	226.6	15.03	2577.24	320.92	0.018212299	2.0502	1.3167	0.7669	0.4319	-999	-999	1	18.418	1.178	2.241	1.301	0.000999	0.083	0.890	1.272	0.123	1.827	4.104	1.271	18.088	0.000999	0.330	1.178	0.000999	2.176	0.065	0.080	0.182	0.159	0.474	0.758	0.114	0.000999	21.836	4.856	6.014	27.850	10.870	14.288	32.706	9.352	0.78	0.55	0.45	2.01	0.15	0.85	0.56	-999	4.18
20110715	16:54:00	26	38.32792833	-76.47858333	0.50	12.19	11.0	242.0	17.29	3943.76	529.15	0.018130553	2.1497	1.3883	0.8103	0.4606	2	9.770	0	52.512	2.718	8.853	2.871	0.000999	0.144	2.725	5.700	0.404	2.786	18.160	1.569	51.015	0.000999	1.497	2.718	0.000999	8.764	0.089	0.137	0.368	0.404	0.710	0.790	0.170	0.000999	64.084	13.269	21.090	85.174	34.359	45.930	98.443	28.102	0.87	0.61	0.39	1.87	0.13	0.87	0.53	-999	124.86
20110715	16:54:00	26	38.32792833	-76.47858333	2.10	12.19	11.0	237.9	16.99	2950.21	388.98	-999	-999	-999	-999	-999	-999	-999	0	28.664	1.806	4.312	1.606	0.000999	0.103	1.504	2.621	0.213	2.345	8.303	1.095	27.771	0.000999	0.893	1.806	0.000999	4.240	0.072	0.090	0.262	0.253	0.543	0.681	0.135	0.000999	34.781	7.039	10.751	45.532	17.790	23.908	52.571	15.156	0.83	0.60	0.40	1.96	0.13	0.87	0.55	-999	56.30
20110715	16:54:00	26	38.32792833	-76.47858333	4.20	12.19	11.1	217.5	15.32	2735.10	342.49	-999	-999	-999	-999	-999	-999	-999	0	18.645	1.093	2.466	1.338	0.000999	0.068	0.846	1.428	0.127	1.851	4.469	1.184	18.154	0.000999	0.491	1.093	0.000999	2.410	0.056	0.043	0.129	0.152	0.483	0.720	0.101	0.000999	22.204	4.923	6.388	28.592	11.311	14.870	33.515	9.511	0.80	0.56	0.44	1.96	0.15	0.85	0.56	-999	6.71
20110715	18:01:00	27	38.34350667	-76.49056667	0.50	5.49	10.8	232.5	17.45	3243.74	406.37	0.018286881	2.0334	1.2984	0.7513	0.4301	2	7.440	0	25.298	1.809	3.552	1.580	0.000999	0.101	1.292	2.222	0.200	2.160	6.721	1.256	24.460	0.000999	0.838	1.809	0.000999	3.492	0.060	0.079	0.201	0.233	0.484	0.734	0.126	0.000999	30.659	6.550	8.982	39.641	15.532	20.893	46.191	13.339	0.83	0.58	0.42	1.97	0.14	0.86	0.55	-999	83.67
20110715	18:01:00	27	38.34350667	-76.49056667	2.00	5.49	10.8	230.2	15.20	2964.25	379.16	0.01788584	2.0981	1.3554	0.7925	0.4512	-999	-999	1	24.201	1.679	3.346	1.463	0.000999	0.093	1.253	2.061	0.217	2.138	6.179	1.310	23.158	0.000999	1.043	1.679	0.000999	3.279	0.067	0.079	0.194	0.218	0.480	0.736	0.124	0.000999	29.226	6.303	8.409	37.635	14.712	19.737	43.938	12.651	0.82	0.58	0.43	1.99	0.14	0.86	0.55	-999	36.91
20110715	18:01:00	27	38.34350667	-76.49056667	4.00	5.49	11.0	226.2	16.10	2800.03	362.91	0.018256521	2.0585	1.3219	0.7665	0.4319	-999	-999	0	21.556	1.483	2.801	1.323	0.000999	0.086	1.073	1.668	0.160	2.010	5.201	1.315	20.917	0.000999	0.639	1.483	0.000999	2.739	0.062	0.054	0.219	0.200	0.506	0.746	0.112	0.000999	25.840	5.539	7.297	33.137	12.836	17.120	38.676	11.168	0.79	0.57	0.43	2.01	0.14	0.86	0.56	-999	10.40
20110715	19:13:00	28	38.34862333	-76.48745333	0.50	16.46	11.0	242.3	20.35	4408.06	608.36	0.018115123	2.1775	1.3921	0.8183	0.4646	2	12.180	0	57.767	3.243	9.863	3.104	0.000999	0.139	2.975	6.224	0.425	3.056	20.050	1.513	56.111	0.000999	1.656	3.243	0.000999	9.772	0.091	0.137	0.434	0.455	0.636	0.635	0.189	0.000999	70.873	14.241	23.245	94.118	37.486	50.592	108.359	30.976	0.88	0.62	0.38	1.89	0.13	0.87	0.53	-999	179.29
20110715	19:13:00	28	38.34862333	-76.48745333	1.90	16.46	10.6	238.2	19.60	3959.37	489.28	-999	-999	-999	-999	-999	-999	-999	0	44.182	2.651	7.350	2.289	0.000999	0.125	2.289	4.425	0.374	2.678	14.210	1.350	42.631	0.000999	1.551	2.651	0.000999	7.271	0.079	0.112	0.328	0.345	0.604	0.663	0.161	0.000999	54.183	10.727	17.013	71.196	27.740	37.741	81.923	23.303	0.85	0.61	0.39	1.95	0.13	0.87	0.54	-999	79.14
