20091104	16:11:00	11	40.0623	-70.9519	0	-999	57.79304353	181.6220481	30.93470866	0.017823683	0.233307312	0.158451306	0.100845347	0.059561068	10-0402	2.687	0.128	0.451	0.071	0.020	0.092	0.053	0.114	0.013	1.006	0.056	0.015	2.656	0.001	0.031	0.128	0.001	0.297	0.154	0.003	0.014	0.012	0.032	0.095	0.001	0.001	3.266	0.266	1.174	4.440	1.440	2.019	4.706	1.370	0.75	0.82	0.18	2.27	0.06	0.94	0.57	0.78	0.12	0.10	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091104	18:24:00	12	40.0513	-71.2742	2.43	155	65.8934206	169.9077554	24.59300318	0.01933047	0.212421651	0.139704508	0.087484338	0.048866681	10-0170	1.960	0.164	0.320	0.059	0.025	0.088	0.093	0.077	0.012	0.557	0.032	0.019	1.939	0.001	0.021	0.164	0.001	0.218	0.102	0.005	0.017	0.016	0.017	0.050	0.001	0.001	2.444	0.260	0.702	3.146	0.962	1.446	3.406	0.978	0.74	0.73	0.27	2.54	0.08	0.92	0.58	0.60	0.21	0.19	3.06	0.51	0.40	0.02	0.17	1.60	1.118504289	3.516944593
20091104	18:15:00	12	40.0513	-71.2742	19.13	155	74.65374176	191.0799815	24.10341554	0.019388511	0.208761295	0.137681927	0.084528937	0.045400444	10-0171	1.772	0.177	0.303	0.053	0.025	0.093	0.053	0.055	0.006	0.560	0.029	0.016	1.756	0.001	0.016	0.177	0.001	0.200	0.103	0.004	0.017	0.016	0.015	0.055	0.001	0.001	2.252	0.183	0.707	2.959	0.890	1.370	3.142	0.953	0.77	0.79	0.21	2.53	0.06	0.94	0.56	0.62	0.18	0.20	2.73	0.47	0.37	0.02	0.52	1.74	0.107889565	1.795358582
20091104	18:15:00	12	40.0513	-71.2742	19.13	155	-999	-999	-999	-999	-999	-999	-999	-999	10-0172	1.834	0.177	0.314	0.055	0.026	0.095	0.054	0.059	0.007	0.587	0.030	0.018	1.811	0.001	0.023	0.177	0.001	0.209	0.105	0.004	0.017	0.016	0.016	0.054	0.001	0.001	2.325	0.193	0.738	3.063	0.931	1.422	3.256	0.987	0.78	0.79	0.21	2.50	0.06	0.94	0.56	0.63	0.18	0.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091104	18:15:00	12	40.0513	-71.2742	120.13	155	53.82356527	56.08021266	4.789624319	0.015745359	0.150706529	0.105908682	0.07535142	0.047347547	10-0172	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091104	20:08:00	12A	40.0378	-71.6022	0	-999	68.34407816	214.5392478	31.20763261	0.017895589	0.22106579	0.149208147	0.095756885	0.056606713	10-0173	2.888	0.220	0.473	0.073	0.025	0.114	0.075	0.099	0.012	0.955	0.033	0.018	2.874	0.001	0.015	0.220	0.001	0.306	0.167	0.005	0.021	0.017	0.033	0.064	0.001	0.001	3.581	0.277	1.127	4.708	1.404	2.097	4.985	1.440	0.73	0.80	0.20	2.55	0.06	0.94	0.58	0.69	0.15	0.17	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091104	21:00:00	12B	40.0331	-71.7868	0	-999	68.12029057	134.0648458	16.92122745	0.018509842	0.286947963	0.190341745	0.116025552	0.070297522	10-0174	1.283	0.089	0.245	0.039	0.026	0.081	0.053	0.061	0.007	0.402	0.054	0.010	1.266	0.001	0.017	0.089	0.001	0.157	0.088	0.004	0.011	0.010	0.013	0.062	0.001	0.001	1.617	0.170	0.563	2.180	0.733	1.067	2.350	0.715	0.83	0.77	0.23	2.21	0.07	0.93	0.55	0.64	0.22	0.14	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091104	23:03:00	13	40.0180	-72.1742	1.73	77.5	73.47651816	415.4721115	64.63408562	0.018857984	0.253776071	0.168544915	0.104597062	0.063023284	10-0175	4.698	0.232	0.765	0.110	0.046	0.162	0.094	0.185	0.018	1.505	0.173	0.011	4.655	0.001	0.043	0.232	0.001	0.539	0.226	0.007	0.027	0.021	0.066	0.214	0.001	0.001	5.695	0.418	1.886	7.581	2.304	3.301	7.999	2.223	0.70	0.82	0.18	2.47	0.05	0.95	0.59	0.75	0.14	0.11	0.80	0.22	0.41	0.03	0.01	4.40	8.031794981	3.506055164
20091104	23:01:00	13	40.0180	-72.1742	11.93	-999	70.93414438	271.6210011	47.75952604	0.01849847	0.255277488	0.165523828	0.105005578	0.06408034	10-0176	5.126	0.166	0.849	0.111	0.042	0.152	0.058	0.146	0.011	1.854	0.086	0.009	5.085	0.001	0.041	0.166	0.001	0.574	0.275	0.004	0.018	0.014	0.082	0.264	0.001	0.001	6.141	0.335	2.134	8.275	2.469	3.484	8.610	2.367	0.68	0.86	0.14	2.49	0.04	0.96	0.60	0.82	0.11	0.07	1.68	0.25	0.35	0.02	0.38	5.16	7.39717502	1.259579728
20091104	23:00:00	13	40.0180	-72.1742	19.13	-999	69.44467287	407.7279571	60.92018094	0.019248749	0.250387981	0.167580768	0.103535711	0.055896868	10-0177	3.995	0.098	0.677	0.090	0.030	0.102	0.029	0.103	0.005	1.611	0.025	0.008	3.972	0.001	0.023	0.098	0.001	0.435	0.242	0.002	0.011	0.009	0.064	0.232	0.001	0.001	4.770	0.235	1.768	6.538	2.003	2.778	6.773	1.903	0.70	0.88	0.12	2.38	0.03	0.97	0.59	0.86	0.08	0.06	2.30	0.33	0.45	0.02	0.04	4.23	1.144968253	0.365812452
20091104	23:00:00	13	40.0180	-72.1742	19.13	-999	-999	-999	-999	-999	-999	-999	-999	-999	10-0178	4.036	0.099	0.691	0.094	0.031	0.107	0.031	0.107	0.006	1.667	0.022	0.008	4.013	0.001	0.024	0.099	0.001	0.443	0.248	0.002	0.011	0.010	0.064	0.240	0.001	0.001	4.826	0.246	1.827	6.653	2.073	2.863	6.899	1.965	0.71	0.88	0.12	2.33	0.04	0.96	0.59	0.86	0.09	0.05	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091105	12:45:00	19	39.1838	-72.7915	1.63	97	68.72561766	131.929736	22.3346465	0.019005739	0.235083753	0.158508114	0.097188114	0.056726316	10-0179	1.445	0.114	0.259	0.055	0.023	0.113	0.092	0.056	0.004	0.266	0.114	0.016	1.431	0.001	0.014	0.114	0.001	0.176	0.083	0.003	0.013	0.011	0.014	0.057	0.001	0.001	1.818	0.223	0.516	2.334	0.739	1.112	2.557	0.738	0.77	0.70	0.30	2.46	0.09	0.91	0.57	0.51	0.31	0.18	2.22	0.44	0.46	0.03	0.20	0.58	2.581229765	0.15924262
20091105	12:41:00	19	39.1838	-72.7915	24.43	97	66.14288874	100.8900121	14.33217093	0.019231814	0.235133141	0.152073471	0.094667646	0.053319205	10-0180	0.795	0.064	0.158	0.028	0.016	0.067	0.019	0.026	0.002	0.253	0.028	0.011	0.789	0.001	0.006	0.064	0.001	0.093	0.065	0.001	0.007	0.005	0.010	0.062	0.001	0.001	1.017	0.086	0.364	1.381	0.450	0.672	1.467	0.458	0.85	0.81	0.19	2.26	0.06	0.94	0.54	0.61	0.22	0.16	3.18	0.59	0.43	0.03	0.29	0.87	0.311174384	-999
20091105	12:39:00	19	39.1838	-72.7915	28.63	97	69.48135936	80.99671394	10.38667127	0.018905366	0.229730022	0.151346898	0.09664569	0.054105197	10-0181	0.345	0.022	0.070	0.012	0.007	0.018	0.006	0.009	0.001	0.138	0.002	0.007	0.341	0.001	0.004	0.022	0.001	0.037	0.033	0.001	0.002	0.002	0.011	0.061	0.001	0.001	0.437	0.035	0.165	0.602	0.200	0.292	0.637	0.200	0.85	0.83	0.18	2.19	0.05	0.95	0.54	0.70	0.16	0.15	3.09	0.59	0.35	0.02	0.36	0.49	0.175382614	0.082341982
20091105	15:07:00	19A	39.2783	-73.0593	0	-999	70.17541317	226.8688947	37.86780089	0.018513953	0.251230882	0.166006064	0.10417229	0.061307589	10-0182	2.950	0.156	0.531	0.095	0.034	0.113	0.103	0.141	0.012	0.802	0.282	0.022	2.924	0.001	0.026	0.156	0.001	0.406	0.125	0.005	0.020	0.016	0.031	0.079	0.001	0.001	3.637	0.373	1.231	4.868	1.604	2.291	5.241	1.512	0.78	0.77	0.23	2.27	0.07	0.93	0.56	0.72	0.17	0.12	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091105	17:18:00	20	39.4063	-73.3486	1.23	46	74.79515883	223.3264035	35.32261119	0.017930315	0.315334668	0.210962621	0.13551923	0.078433602	10-0183	2.490	0.180	0.451	0.073	0.022	0.044	0.095	0.086	0.009	0.822	0.047	0.024	2.435	0.001	0.055	0.180	0.001	0.314	0.137	0.005	0.020	0.016	0.028	0.157	0.001	0.001	3.121	0.287	0.935	4.056	1.222	1.853	4.343	1.234	0.74	0.77	0.23	2.55	0.07	0.93	0.57	0.70	0.13	0.17	0.71	0.59	0.36	0.02	0.22	1.98	3.896468622	0.14210722
20091105	17:18:00	20	39.4063	-73.3486	1.23	46	-999	-999	-999	-999	-999	-999	-999	-999	10-0184	2.419	0.176	0.445	0.069	0.022	0.045	0.094	0.084	0.008	0.806	0.046	0.023	2.286	0.001	0.134	0.176	0.001	0.316	0.129	0.005	0.021	0.016	0.027	0.164	0.001	0.001	3.040	0.278	0.919	3.959	1.197	1.818	4.237	1.212	0.75	0.77	0.23	2.54	0.07	0.93	0.57	0.70	0.13	0.16	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091105	17:15:00	20	39.4063	-73.3486	23.63	46	74.61498154	200.0750069	34.58885457	0.018250185	0.30802323	0.201072919	0.128990776	0.073911701	10-0185	2.345	0.168	0.432	0.071	0.022	0.040	0.077	0.061	0.006	0.830	0.026	0.023	2.263	0.001	0.082	0.168	0.001	0.296	0.136	0.005	0.022	0.011	0.028	0.191	0.001	0.001	2.945	0.238	0.918	3.863	1.156	1.756	4.101	1.186	0.75	0.79	0.21	2.55	0.06	0.94	0.57	0.72	0.12	0.16	0.65	0.51	0.21	0.02	0.31	2.39	0.581420025	0.592852602
20091105	18:59:00	20A	39.1902	-73.5451	0	-999	69.95199333	276.9949491	43.49744669	0.018216003	0.301851787	0.19758443	0.128547793	0.075773323	10-0186	2.419	0.193	0.471	0.070	0.031	0.070	0.105	0.108	0.012	0.831	0.062	0.022	2.281	0.001	0.139	0.193	0.001	0.319	0.152	0.008	0.027	0.018	0.081	0.100	0.001	0.001	3.083	0.317	0.994	4.077	1.311	1.975	4.394	1.314	0.82	0.76	0.24	2.35	0.07	0.93	0.55	0.68	0.16	0.16	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091105	20:21:00	21	39.0248	-73.7129	0	38.6	69.6348813	244.8236318	36.25600709	0.018183025	0.291738998	0.19147028	0.122886021	0.072286656	10-0187	2.590	0.230	0.438	0.082	0.029	0.071	0.123	0.099	0.013	0.817	0.049	0.027	2.536	0.001	0.054	0.230	0.001	0.325	0.113	0.011	0.025	0.022	0.031	0.092	0.001	0.001	3.258	0.344	0.966	4.224	1.310	1.978	4.568	1.346	0.76	0.74	0.26	2.49	0.08	0.92	0.57	0.64	0.17	0.19	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091105	23:28:00	22	39.1452	-74.2806	2.03	18	83.91212961	269.5478106	40.89029629	0.018166625	0.412803483	0.276226704	0.172020614	0.097703846	10-0188	1.332	0.325	0.214	0.055	0.015	0.056	0.059	0.053	0.004	0.214	0.134	0.029	1.316	0.001	0.016	0.325	0.001	0.154	0.060	0.006	0.039	0.030	0.016	0.032	0.001	0.001	1.871	0.200	0.419	2.290	0.619	1.158	2.490	0.832	0.87	0.68	0.32	3.02	0.08	0.92	0.53	0.42	0.16	0.43	-777.00	0.07	0.13	0.04	0.12	1.15	0.899480722	0.90216197
20091105	23:23:00	22	39.1452	-74.2806	16.33	18	77.56988907	238.3435444	36.96638485	0.017920199	0.40881343	0.267084111	0.172869106	0.100992385	10-0189	1.408	0.322	0.243	0.057	0.016	0.079	0.067	0.042	0.003	0.281	0.078	0.020	1.391	0.001	0.017	0.322	0.001	0.161	0.082	0.005	0.035	0.023	0.021	0.053	0.001	0.001	1.973	0.189	0.454	2.427	0.643	1.208	2.616	0.863	0.86	0.71	0.29	3.07	0.07	0.93	0.54	0.42	0.19	0.40	-777.00	0.09	0.24	0.04	0.16	1.20	0.756209205	0.712864335
20091105	23:23:00	22	39.1452	-74.2806	16.33	18	-999	-999	-999	-999	-999	-999	-999	-999	10-0190	1.345	0.330	0.227	0.056	0.016	0.078	0.066	0.039	0.004	0.255	0.071	0.021	1.319	0.001	0.026	0.330	0.001	0.150	0.077	0.009	0.039	0.023	0.035	0.046	0.001	0.001	1.902	0.186	0.420	2.322	0.606	1.163	2.508	0.837	0.86	0.69	0.31	3.14	0.07	0.93	0.54	0.39	0.19	0.42	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091106	13:00:00	28	37.8084	-74.9068	2.43	30	76.60053526	169.7127626	27.89466714	0.018007491	0.360742207	0.244477131	0.15544584	0.089868421	10-0191	1.129	0.114	0.195	0.039	0.010	0.031	0.044	0.038	0.003	0.361	0.028	0.012	1.059	0.001	0.069	0.114	0.001	0.136	0.059	0.003	0.012	0.010	0.026	0.099	0.001	0.001	1.438	0.136	0.430	1.868	0.566	0.875	2.004	0.600	0.78	0.76	0.24	2.54	0.07	0.93	0.56	0.65	0.14	0.21	0.26	0.27	0.26	0.02	0.33	1.37	1.751812474	1.388485112
20091106	12:57:00	28	37.8084	-74.9068	24.13	30	69.01507143	175.6570057	28.9699926	0.018085883	0.34315856	0.230538825	0.147626902	0.083036896	10-0192	1.101	0.087	0.197	0.036	0.010	0.027	0.028	0.033	0.001	0.403	0.019	0.008	1.025	0.001	0.076	0.087	0.001	0.138	0.059	0.001	0.008	0.007	0.029	0.109	0.001	0.001	1.385	0.105	0.459	1.844	0.564	0.848	1.949	0.582	0.77	0.81	0.19	2.46	0.05	0.95	0.56	0.73	0.11	0.16	0.50	0.29	0.35	0.04	0.38	1.54	0.715634234	0.992547865
20091106	15:19:00	28A	37.5590	-75.2336	0	32	83.58781049	156.4055605	25.15992131	0.018223887	0.387660004	0.257807822	0.162553129	0.094784819	10-0193	0.991	0.173	0.151	0.044	0.010	0.040	0.051	0.034	0.005	0.256	0.032	0.022	0.966	0.001	0.024	0.173	0.001	0.104	0.047	0.005	0.019	0.016	0.053	0.094	0.001	0.001	1.315	0.156	0.338	1.653	0.494	0.818	1.809	0.584	0.83	0.68	0.32	2.66	0.09	0.91	0.55	0.49	0.17	0.33	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091106	17:05:00	29	37.4400	-75.4531	1.63	2	88.02017177	326.9464721	51.75210935	0.018092569	0.496355015	0.32367505	0.206131501	0.116555369	10-0194	1.958	0.271	0.221	0.085	0.006	0.025	0.115	0.055	0.005	0.454	0.019	0.056	1.916	0.001	0.042	0.271	0.001	0.182	0.039	0.005	0.029	0.026	0.036	0.138	0.001	0.001	2.450	0.316	0.504	2.954	0.820	1.312	3.270	0.946	0.67	0.61	0.39	2.99	0.10	0.90	0.60	0.50	0.15	0.35	0.38	0.53	0.47	0.10	0.45	2.16	5.465751973	3.57947332
20091106	17:05:00	29	37.4400	-75.4531	1.63	2	-999	-999	-999	-999	-999	-999	-999	-999	10-0194.5	1.954	0.269	0.216	0.085	0.007	0.025	0.115	0.055	0.006	0.454	0.019	0.056	1.911	0.001	0.042	0.269	0.001	0.179	0.037	0.005	0.029	0.026	0.036	0.146	0.001	0.001	2.439	0.317	0.505	2.944	0.822	1.307	3.261	0.945	0.67	0.61	0.39	2.97	0.10	0.90	0.60	0.50	0.16	0.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091106	17:02:00	29	37.4400	-75.4531	16.13	20	85.89310881	359.6831312	58.02828971	0.018300995	0.495141953	0.319750787	0.200915811	0.112676769	10-0195	1.867	0.271	0.216	0.082	0.001	0.025	0.104	0.050	0.005	0.450	0.019	0.050	1.820	0.001	0.048	0.271	0.001	0.175	0.041	0.006	0.029	0.025	0.037	0.154	0.001	0.001	2.354	0.291	0.494	2.848	0.785	1.272	3.139	0.919	0.68	0.63	0.37	3.00	0.09	0.91	0.59	0.51	0.14	0.35	0.76	0.72	0.23	0.10	0.09	2.21	0.803405258	4.386853635
20091106	17:02:00	29	37.4400	-75.4531	16.13	20	-999	-999	-999	-999	-999	-999	-999	-999	10-0196	1.871	0.266	0.216	0.082	0.001	0.024	0.103	0.053	0.005	0.466	0.019	0.048	1.835	0.001	0.036	0.266	0.001	0.175	0.041	0.005	0.029	0.025	0.045	0.145	0.001	0.001	2.353	0.291	0.509	2.862	0.800	1.282	3.153	0.926	0.69	0.64	0.36	2.94	0.09	0.91	0.59	0.52	0.14	0.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091106	18:30:00	29A	37.2485	-75.5810	0	-999	75.7112275	462.0012687	-999	0.018063201	0.515359228	0.335917045	0.211238572	0.123000495	10-0197	1.918	0.188	0.234	0.086	0.009	0.019	0.107	0.063	0.007	0.560	0.032	0.049	1.894	0.001	0.024	0.188	0.001	0.197	0.037	0.005	0.021	0.020	0.047	0.179	0.001	0.001	2.340	0.312	0.620	2.960	0.932	1.354	3.272	0.964	0.71	0.67	0.33	2.51	0.10	0.90	0.59	0.61	0.14	0.25	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
20091106	20:05:00	30	37.0675	-75.7149	0	14	96.49936528	428.5810659	-999	0.018162267	0.506250051	0.334713025	0.202911616	0.119624464	10-0198	1.751	0.148	0.206	0.079	0.001	0.017	0.109	0.054	0.007	0.536	0.025	0.043	1.723	0.001	0.028	0.148	0.001	0.181	0.025	0.004	0.017	0.017	0.060	0.214	0.001	0.001	2.105	0.292	0.578	2.683	0.870	1.224	2.975	0.878	0.70	0.66	0.34	2.42	0.10	0.90	0.59	0.64	0.14	0.22	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999
