20100204	15:31:00	14B	38.3031	-73.7723	0	-999	72.62	72.2522	11.0713	0.018160685	0.051257082	0.085277209	0.12423293	0.186495082	10-0512	0.673	0.120	0.115	0.028	0.025	0.075	0.032	0.026	0.004	0.117	0.006	0.013	0.670	0.001	0.003	0.120	0.001	0.064	0.051	0.003	0.013	0.012	0.006	0.018	0.001	0.001	0.908	0.101	0.223	1.130	0.324	0.56	1.23	0.39	0.83	0.69	0.32	2.81	0.08	0.92	0.55	0.32	0.34	0.34	-999	-999	-999	-999	-999	-999	-999	-999
20100204	15:31:00	14B	38.3031	-73.7723	0	-999	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0513	0.664	0.119	0.113	0.027	0.025	0.074	0.031	0.025	0.003	0.116	0.005	0.012	0.662	0.001	0.002	0.119	0.001	0.063	0.050	0.003	0.013	0.012	0.006	0.017	0.001	0.001	0.896	0.098	0.220	1.116	0.318	0.55	1.21	0.38	0.83	0.69	0.31	2.82	0.08	0.92	0.55	0.32	0.34	0.34	-999	-999	-999	-999	-999	-999	-999	-999
20100204	18:05:00	15	38.2698	-74.2047	2.63	58	86.19	91.9496	13.9499	0.016831473	0.073430284	0.115247999	0.17406348	0.24897152	10-0514	0.863	0.155	0.137	0.033	0.024	0.053	0.023	0.038	0.006	0.213	0.009	0.018	0.855	0.001	0.008	0.155	0.001	0.089	0.048	0.005	0.017	0.017	0.009	0.030	0.001	0.001	1.155	0.118	0.299	1.454	0.417	0.71	1.57	0.50	0.82	0.72	0.28	2.77	0.08	0.92	0.55	0.45	0.2	0.35	7.5255	0.3025	0.546	0.0585	-777	0.5825	1.597227839	3.063932005
20100204	18:05:00	15	38.2698	-74.2047	49.43	58	79.82	81.7800	13.1995	0.017783744	0.061652461	0.102212241	0.160991157	0.23569266	10-0515	0.822	0.149	0.135	0.033	0.025	0.053	0.019	0.024	0.003	0.213	0.009	0.014	0.816	0.001	0.006	0.149	0.001	0.085	0.050	0.003	0.016	0.013	0.010	0.035	0.001	0.001	1.106	0.093	0.300	1.406	0.393	0.68	1.50	0.48	0.82	0.76	0.24	2.81	0.06	0.94	0.55	0.46	0.2	0.34	4.3865	0.153	0.468	0.26	-777	0.681666667	0.362927569	1.595431386
20100204	18:05:00	15	38.2698	-74.2047	0	58	92.31	105.1375	15.7845	0.017427391	0.069061012	0.108653299	0.167341403	0.239214125	10-0516	1.073	0.163	0.163	0.039	0.024	0.058	0.023	0.042	0.006	0.305	0.011	0.017	1.067	0.001	0.006	0.163	0.001	0.111	0.052	0.004	0.017	0.018	0.011	0.035	0.001	0.001	1.399	0.127	0.398	1.797	0.525	0.85	1.92	0.60	0.79	0.76	0.24	2.66	0.07	0.93	0.56	0.53	0.17	0.3	-999	-999	-999	-999	-999	-999	-999	-999
20100204	21:48:00	16A	37.8360	-74.1593	0	130	83.94	74.0903	10.7060	0.017663012	0.051733661	0.081918811	0.125718601	0.183091363	10-0517	0.545	0.105	0.084	0.022	0.016	0.042	0.020	0.017	0.002	0.117	0.004	0.011	0.543	0.001	0.002	0.105	0.001	0.051	0.033	0.002	0.011	0.010	0.006	0.018	0.001	0.001	0.734	0.072	0.179	0.913	0.251	0.44	0.99	0.32	0.81	0.71	0.29	2.92	0.07	0.93	0.55	0.38	0.25	0.37	-999	-999	-999	-999	-999	-999	-999	-999
20100204	23:37:00	17	37.6096	-74.2869	2.63	139	68.82	84.1710	12.7789	0.01789552	0.049333208	0.081861649	0.119949935	0.178029849	10-0518	0.745	0.157	0.125	0.032	0.027	0.086	0.033	0.028	0.003	0.118	0.006	0.019	0.740	0.001	0.006	0.157	0.001	0.070	0.055	0.004	0.016	0.017	0.008	0.020	0.001	0.001	1.027	0.115	0.237	1.264	0.352	0.63	1.38	0.45	0.85	0.67	0.33	2.91	0.08	0.92	0.54	0.28	0.33	0.396666667	7.7835	0.0735	0.347	0.224	-777	0.803333333	0.219460974	0.011054718
20100204	23:37:00	17	37.6096	-74.2869	2.63	139	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0519	0.757	0.160	0.123	0.032	0.028	0.086	0.035	0.028	0.003	0.119	0.006	0.020	0.753	0.001	0.005	0.160	0.001	0.068	0.055	0.004	0.016	0.017	0.008	0.020	0.001	0.001	1.040	0.118	0.239	1.279	0.357	0.64	1.40	0.45	0.85	0.67	0.33	2.91	0.08	0.92	0.54	0.28	0.33	0.4	-999	-999	-999	-999	-999	-999	-999	-999
20100204	23:37:00	17	37.6096	-74.2869	2.63	139	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0519.5	0.757	0.158	0.128	0.032	0.027	0.086	0.035	0.028	0.003	0.119	0.007	0.020	0.752	0.001	0.005	0.158	0.001	0.072	0.056	0.004	0.016	0.017	0.007	0.021	0.001	0.001	1.043	0.118	0.239	1.282	0.357	0.64	1.40	0.45	0.85	0.67	0.33	2.92	0.08	0.92	0.54	0.28	0.33	0.39	-999	-999	-999	-999	-999	-999	-999	-999
20100204	23:37:00	17	37.6096	-74.2869	134.13	139	72.34	62.2111	9.5606	0.017133934	0.054063299	0.083640419	0.124004483	0.173871134	10-0520	0.385	0.076	0.062	0.017	0.014	0.034	0.012	0.009	0.001	0.084	0.001	0.009	0.383	0.001	0.002	0.076	0.001	0.033	0.029	0.001	0.008	0.006	0.006	0.022	0.001	0.001	0.523	0.048	0.132	0.655	0.180	0.32	0.70	0.23	0.83	0.73	0.27	2.91	0.07	0.93	0.55	0.37	0.26	0.37	8.7735	0.2545	0.519	0.045	-777	0.4775	0.136594334	0.005143134
20100208	18:29:00	25	37.0893	-75.6774	2.23	16.5	108.00	533.5028	78.6107	0.017950808	0.130103117	0.227973705	0.377133357	0.569684154	10-0521	3.101	0.084	0.615	0.104	0.016	0.013	0.095	0.262	0.028	0.823	0.384	0.016	3.054	0.001	0.047	0.084	0.001	0.598	0.017	0.001	0.001	0.011	0.043	0.189	0.001	0.001	3.800	0.505	1.236	5.036	1.741	2.44	5.54	1.43	0.79	0.71	0.29	2.18	0.09	0.91	0.56	0.84	0.09	0.07	1.3115	-777	0.199	0.1725	0.055865922	2.786666667	3.9072015	6.239945196
20100208	18:29:00	25	37.0893	-75.6774	9.93	16.5	102.37	504.0311	77.4082	0.017614741	0.137991738	0.236824007	0.385477842	0.576866095	10-0522	3.598	0.088	0.636	0.123	0.018	0.011	0.087	0.300	0.023	1.047	0.352	0.015	3.562	0.001	0.036	0.088	0.001	0.620	0.016	0.001	0.011	0.011	0.050	0.191	0.001	0.001	4.322	0.548	1.428	5.750	1.976	2.70	6.30	1.62	0.75	0.72	0.28	2.19	0.09	0.91	0.57	0.86	0.07	0.06	1.864	0.118	0.217	0.2115	-777	2.781666667	3.166662099	7.62131539
20100208	21:00:00	25A	37.4237	-75.4438	0	23.5	92.72	414.0485	60.7625	0.017676758	0.123735185	0.218365602	0.35234758	0.535747907	10-0523	3.480	0.080	0.633	0.114	0.013	0.011	0.076	0.292	0.026	0.917	0.445	0.014	3.423	0.001	0.057	0.080	0.001	0.615	0.018	0.001	0.012	0.010	0.048	0.172	0.001	0.001	4.193	0.522	1.386	5.579	1.908	2.62	6.10	1.56	0.75	0.73	0.27	2.20	0.09	0.91	0.57	0.88	0.06	0.06	-999	-999	-999	-999	-999	-999	-999	-999
20100208	23:36:00	26	37.7683	-75.2173	5.63	18	114.38	485.7824	73.1847	0.017681291	0.126069726	0.224346343	0.365008412	0.55198032	10-0524	2.723	0.076	0.602	0.092	0.014	0.008	0.059	0.272	0.015	0.599	0.524	0.015	2.681	0.001	0.043	0.076	0.001	0.588	0.014	0.001	0.010	0.009	0.041	0.149	0.001	0.001	3.401	0.453	1.145	4.546	1.598	2.28	5.00	1.30	0.84	0.72	0.29	2.13	0.09	0.91	0.55	0.865	0.06	0.07	0.663	0.07	0.133	0.226	0.100558659	1.72	4.726934232	1.035970688
20100208	23:36:00	26	37.7683	-75.2173	5.63	18	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0525	2.683	0.078	0.584	0.090	0.013	0.007	0.061	0.268	0.016	0.578	0.524	0.015	2.644	0.001	0.039	0.078	0.001	0.569	0.015	0.001	0.009	0.009	0.042	0.145	0.001	0.001	3.345	0.450	1.122	4.467	1.572	2.23	4.92	1.28	0.83	0.71	0.29	2.13	0.09	0.91	0.55	0.86	0.06	0.07	-999	-999	-999	-999	-999	-999	-999	-999
20100208	23:36:00	26	37.7683	-75.2173	14.03	18	104.38	449.9342	64.4025	0.017375618	0.11238127	0.188534183	0.304656585	0.451991989	10-0526	3.522	0.074	0.667	0.114	0.001	0.010	0.067	0.330	0.012	0.747	0.690	0.014	3.478	0.001	0.044	0.074	0.001	0.655	0.012	0.001	0.010	0.009	0.060	0.126	0.001	0.001	4.263	0.537	1.447	5.710	1.984	2.73	6.25	1.60	0.77	0.73	0.27	2.15	0.09	0.91	0.56	0.9	0.05	0.05	1.2725	0.1545	0.183	0.1675	0.083798883	1.599	0.996240448	1.113528531
20100209	12:19:00	30	39.0613	-74.1170	1.93	36.6	77.97	280.7651	52.1011	0.017305541	0.081802315	0.137092152	0.211991848	0.30749324	10-0527	2.778	0.126	0.421	0.076	0.001	0.029	0.028	0.141	0.011	0.927	0.128	0.007	2.736	0.001	0.042	0.126	0.001	0.361	0.060	0.001	0.014	0.014	0.032	0.115	0.001	0.001	3.325	0.263	1.084	4.409	1.347	1.89	4.67	1.25	0.68	0.80	0.20	2.47	0.06	0.94	0.59	0.85	0.05	0.11	1.0005	0.005	0.3135	0.018	0.078212291	2.33	3.093893991	0.447252187
20100209	12:19:00	30	39.0613	-74.1170	30.73	36.6	79.28	273.4714	46.2253	0.017822319	0.072854496	0.125605298	0.197127875	0.288404326	10-0528	3.036	0.157	0.462	0.086	0.024	0.035	0.026	0.136	0.011	1.046	0.104	0.007	2.994	0.001	0.042	0.157	0.001	0.398	0.064	0.004	0.017	0.017	0.032	0.141	0.001	0.001	3.655	0.266	1.209	4.864	1.475	2.09	5.13	1.40	0.69	0.82	0.18	2.48	0.05	0.95	0.59	0.82	0.06	0.12	2.7845	0.271	0.2275	0.3755	0.245810056	2.39	0.76148827	0.591464753
20100209	13:30:00	30A	39.2067	-74.0867	0	26.8	94.15	365.4438	61.6321	0.017307208	0.109481034	0.182409733	0.286412654	0.416461432	10-0529	3.840	0.060	0.713	0.112	0.016	0.012	0.048	0.305	0.024	1.055	0.520	0.014	3.752	0.001	0.088	0.060	0.001	0.674	0.039	0.001	0.011	0.012	0.047	0.235	0.001	0.001	4.613	0.503	1.603	6.216	2.106	2.88	6.72	1.73	0.75	0.76	0.24	2.19	0.07	0.93	0.57	0.91	0.04	0.04	-999	-999	-999	-999	-999	-999	-999	-999
20100209	18:03:00	31	39.5632	-74.0450	1.83	23	116.14	345.2917	56.3167	0.0176606	0.1421135	0.247512795	0.411975808	0.622037303	10-0530	2.453	0.069	0.412	0.082	0.018	0.006	0.031	0.237	0.027	0.694	0.312	0.013	2.407	0.001	0.046	0.069	0.001	0.394	0.019	0.004	0.012	0.010	0.038	0.175	0.001	0.001	2.934	0.389	1.029	3.963	1.418	1.90	4.35	1.14	0.78	0.73	0.27	2.07	0.09	0.91	0.57	0.88	0.05	0.07	3.3085	0.236	0.256	0.296	0.290502793	2.043	4.06840552	3.507163446
20100209	18:03:00	31	39.5632	-74.0450	1.83	23	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0531	2.504	0.069	0.424	0.083	0.017	0.007	0.031	0.247	0.027	0.709	0.329	0.013	2.456	0.001	0.048	0.069	0.001	0.402	0.022	0.004	0.012	0.010	0.041	0.174	0.001	0.001	2.997	0.401	1.062	4.059	1.463	1.96	4.46	1.18	0.78	0.73	0.27	2.05	0.09	0.91	0.56	0.88	0.05	0.07	-999	-999	-999	-999	-999	-999	-999	-999
20100209	18:03:00	31	39.5632	-74.0450	19.33	23	106.40	333.8852	47.0539	0.017987763	0.101026006	0.178722526	0.289413945	0.441830145	10-0532	3.111	0.062	0.490	0.094	0.015	0.007	0.042	0.249	0.015	0.951	0.309	0.011	3.049	0.001	0.062	0.062	0.001	0.461	0.029	0.001	0.010	0.008	0.050	0.164	0.001	0.001	3.663	0.411	1.282	4.945	1.693	2.25	5.36	1.40	0.72	0.76	0.24	2.16	0.08	0.92	0.58	0.9	0.05	0.05	1.8005	0.0765	0.247	0.068	0.106145251	2.36	0.970100234	2.634515665
20100209	17:47:00	32	39.6051	-73.7756	0	23	92.98	233.5824	38.7216	0.017120646	0.219426428	0.139111471	0.079081622	0.059669619	10-0533	2.203	0.152	0.329	0.070	0.020	0.024	0.041	0.147	0.029	0.662	0.136	0.011	2.155	0.001	0.048	0.152	0.001	0.283	0.046	0.009	0.016	0.014	0.021	0.092	0.001	0.001	2.684	0.298	0.842	3.526	1.140	1.62	3.82	1.05	0.74	0.74	0.26	2.35	0.08	0.92	0.58	0.76	0.08	0.16	-999	-999	-999	-999	-999	-999	-999	-999
20100209	20:00:00	33	39.9263	-73.8823	0	28.14	86.26	184.5680	30.2861	0.017740198	0.247695729	0.159592456	0.088148299	0.062801851	10-0534	1.511	0.079	0.292	0.052	0.025	0.017	0.043	0.163	0.022	0.308	0.265	0.005	1.484	0.001	0.028	0.079	0.001	0.263	0.029	0.004	0.009	0.009	0.013	0.042	0.001	0.001	1.882	0.285	0.615	2.497	0.900	1.27	2.78	0.74	0.84	0.68	0.32	2.09	0.10	0.90	0.54	0.77	0.11	0.11	-999	-999	-999	-999	-999	-999	-999	-999
20100210	00:06:00	34	40.1797	-73.1941	2.43	43.6	88.94	206.3041	34.5261	0.016131519	0.120712211	0.189451016	0.291844323	0.423663942	10-0535	2.418	0.137	0.362	0.065	0.018	0.011	0.020	0.110	0.011	0.785	0.070	0.003	2.321	0.001	0.097	0.137	0.001	0.312	0.050	0.005	0.013	0.016	0.025	0.146	0.001	0.001	2.917	0.209	0.884	3.801	1.093	1.59	4.01	1.04	0.66	0.81	0.19	2.67	0.05	0.95	0.60	0.82	0.05	0.13	0.533	0.0025	0.391	0.0415	0.195530726	2.991666667	1.672858279	1.073838028
20100210	00:06:00	34	40.1797	-73.1941	38.23	43.6	99.91	240.9376	38.0138	0.017890304	0.090179539	0.153522945	0.254251956	0.379664093	10-0536	3.544	0.131	0.537	0.089	0.019	0.011	0.018	0.139	0.012	1.238	0.058	0.003	3.401	0.001	0.143	0.131	0.001	0.469	0.068	0.004	0.014	0.015	0.038	0.228	0.001	0.001	4.212	0.261	1.326	5.538	1.587	2.26	5.80	1.48	0.64	0.84	0.16	2.65	0.05	0.95	0.61	0.88	0.03	0.09	1.639	0.039	0.3645	0.1945	0.162011173	3.983333333	0.176978174	0.92063566
20100210	00:06:00	34	40.1797	-73.1941	38.23	43.6	-999.00	-999.0000	-999.0000	-999.000	-999	-999	-999	-999	-999.0000	3.391	0.127	0.522	0.089	0.018	0.011	0.017	0.137	0.009	1.215	0.055	0.003	2.989	0.001	0.403	0.127	0.001	0.463	0.059	0.004	0.014	0.015	0.035	0.240	0.001	0.001	4.040	0.255	1.299	5.339	1.554	2.203	5.594	1.446	0.65	0.84	0.16	2.60	0.05	0.95	0.61	0.88	0.03	0.09	-999.000	-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000
20100210	11:11:00	39	40.8974	-71.8155	0	44	115.43	193.7217	32.7656	0.017373008	0.128672319	0.223731993	0.361814339	0.540474279	10-0537	2.842	0.062	0.395	0.073	0.011	0.004	0.017	0.160	0.011	1.088	0.041	0.003	2.750	0.001	0.092	0.062	0.001	0.372	0.023	0.002	0.008	0.009	0.039	0.118	0.001	0.001	3.299	0.264	1.144	4.443	1.408	1.87	4.71	1.23	0.66	0.81	0.19	2.34	0.06	0.94	0.60	0.92	0.03	0.05	5.6955	0	0.349	1.046	0	1.628125	2.077010174	0.601912162
20100212	15:03:00	39A	41.9872	-69.9670	0	-999	108.50	193.7217	32.7656	0.01851439	0.090962762	0.160006686	0.276160124	0.424740885	10-0538	4.959	0.023	0.637	0.125	0.001	0.001	0.038	0.229	0.024	1.985	0.026	0.004	4.897	0.001	0.062	0.023	0.001	0.591	0.046	0.001	0.001	0.007	0.066	0.328	0.001	0.001	5.619	0.420	2.011	7.630	2.431	3.09	8.05	2.08	0.62	0.83	0.17	2.31	0.05	0.95	0.62	0.97	0.02	0.01	-999	-999	-999	-999	-999	-999	-999	-999
20100212	17:36:00	40	41.6419	-69.6191	2.43	78.5	90.21	56.6878	8.5739	0.017963896	0.082992956	0.136083982	0.218801229	0.332341592	10-0539	0.514	0.032	0.086	0.015	0.008	0.016	0.011	0.028	0.003	0.191	0.008	0.003	0.511	0.001	0.004	0.032	0.001	0.058	0.028	0.001	0.004	0.004	0.006	0.031	0.001	0.001	0.632	0.060	0.223	0.855	0.283	0.40	0.92	0.27	0.78	0.79	0.21	2.23	0.07	0.93	0.56	0.74	0.13	0.13	12.229	0.2555	0.7445	0.174	-777	0.353125	0.477336809	1.423355038
20100212	17:36:00	40	41.6419	-69.6191	72.53	78.5	85.68	58.6981	8.6187	0.018854074	0.072933445	0.121840019	0.209380402	0.320791479	10-0540	0.437	0.039	0.077	0.014	0.008	0.016	0.009	0.019	0.001	0.162	0.007	0.003	0.434	0.001	0.002	0.039	0.001	0.048	0.029	0.001	0.004	0.004	0.006	0.045	0.001	0.001	0.553	0.046	0.193	0.746	0.239	0.36	0.79	0.24	0.81	0.81	0.19	2.31	0.06	0.94	0.55	0.69	0.14	0.17	8.3635	0.095	0.654	0.032	0.039106145	0.30375	0.169801269	-999
20100212	20:26:00	42	41.6003	-69.2168	0	171	78.96	54.7050	8.3222	0.019177007	0.060666902	0.106650355	0.182298889	0.282511627	10-0541	0.405	0.039	0.070	0.014	0.009	0.021	0.014	0.023	0.003	0.120	0.010	0.004	0.400	0.001	0.006	0.039	0.001	0.046	0.025	0.001	0.004	0.005	0.005	0.019	0.001	0.001	0.514	0.057	0.159	0.673	0.216	0.32	0.73	0.22	0.80	0.74	0.27	2.39	0.08	0.92	0.56	0.6	0.205	0.2	-999	-999	-999	-999	-999	-999	-999	-999
20100212	20:26:00	42	41.6003	-69.2168	0	171	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	-999	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
